Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.008271,0.012572,0.055941,0.1653,0.387588,1,0.992052,0.358586,0.14254,0.159545,0.155719,0.159768,0.127788,0.127602,0.127496,0.118971
0.390625,0.001086,0.057979,0.057142,0.271869,0.40351,1,0.996319,0.395326,0.307161,0.336167,0.332672,0.330198,0.251825,0.25279,0.259864,0.237692
0.78125,0.004473,0.066321,0.055754,0.110039,0.451215,1,0.997667,0.466513,0.375469,0.392283,0.392869,0.384841,0.277263,0.27617,0.289086,0.261548
1.171875,0.002249,0.03277,0.032775,0.12189,0.539216,1,0.998442,0.567843,0.310854,0.306032,0.303393,0.295951,0.200566,0.201276,0.210289,0.194019
1.5625,0.003872,0.024583,0.010166,0.115213,0.558983,1,0.998979,0.582245,0.218442,0.22004,0.221232,0.215679,0.133444,0.136769,0.142426,0.131671
1.953125,0.018126,0.020974,0.056983,0.079485,0.595989,1,0.999256,0.596867,0.201211,0.204168,0.204414,0.19444,0.09939,0.101346,0.107086,0.094742
2.34375,0.018859,0.01421,0.08896,0.116169,0.604337,1,0.999223,0.603074,0.245745,0.252103,0.258582,0.249869,0.09787,0.101285,0.104786,0.090811
2.734375,0.023703,0.013405,0.125163,0.076044,0.551557,1,0.999244,0.554054,0.315473,0.320328,0.32211,0.313513,0.097431,0.101263,0.103368,0.087373
3.125,0.035962,0.040079,0.146904,0.028078,0.620579,1,0.999366,0.632291,0.307912,0.306584,0.308224,0.300107,0.052346,0.054851,0.054278,0.040819
3.515625,0.030111,0.043241,0.149136,0.054879,0.686113,1,0.999409,0.698015,0.368905,0.364849,0.364436,0.357075,0.038721,0.040088,0.038163,0.024115
3.90625,0.009521,0.048352,0.130301,0.026904,0.662973,1,0.999421,0.666503,0.397059,0.398684,0.397998,0.391081,0.059005,0.059589,0.05832,0.042492
4.296875,0.007664,0.059465,0.133771,0.007074,0.622575,1,0.999458,0.618469,0.360929,0.366163,0.368997,0.364123,0.0733,0.073331,0.070926,0.056979
4.6875,0.004584,0.060113,0.090431,0.015519,0.578675,1,0.999538,0.577794,0.338931,0.343318,0.346308,0.343077,0.069977,0.069801,0.070702,0.057014
