Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.000243,0.169003,0.173318,0.111031,0.148117,0.127788,0.14095,0.178818,0.74516,0.787152,0.781689,0.79966,1,0.968276,0.980055,0.877257
0.390625,0.002705,0.160316,0.146457,0.110148,0.265688,0.251825,0.257494,0.282222,0.622066,0.687406,0.675882,0.692902,1,0.973656,0.982459,0.883319
0.78125,0.010775,0.114112,0.102692,0.04947,0.259227,0.277263,0.280342,0.269143,0.535545,0.604118,0.587884,0.604479,1,0.980136,0.985109,0.904745
1.171875,0.009125,0.063448,0.080377,0.037386,0.198163,0.200566,0.202437,0.202345,0.49066,0.548637,0.534935,0.549096,1,0.986406,0.988241,0.914871
1.5625,0.006039,0.01592,0.055083,0.026062,0.121425,0.133444,0.135172,0.122057,0.43518,0.478175,0.467168,0.477591,1,0.990145,0.989833,0.924718
1.953125,0.006288,0.010266,0.038765,0.013105,0.060098,0.09939,0.10067,0.059949,0.39512,0.431956,0.420021,0.427919,1,0.992845,0.991861,0.940633
2.34375,0.011773,0.005932,0.020832,0.00575,0.05409,0.09787,0.098784,0.054227,0.352145,0.378101,0.371072,0.378889,1,0.993657,0.992778,0.944736
2.734375,0.005612,0.008829,0.00876,0.010469,0.066705,0.097431,0.098338,0.067162,0.268963,0.286865,0.280511,0.286794,1,0.994586,0.993164,0.94702
3.125,0.006316,0.015173,0.003208,0.011308,0.040198,0.052346,0.052603,0.040279,0.179404,0.18874,0.180988,0.187524,1,0.996054,0.99472,0.957632
3.515625,0.007494,0.017996,0.008017,0.013138,0.032095,0.038721,0.038753,0.032274,0.132329,0.132941,0.122923,0.129446,1,0.996646,0.995043,0.962416
3.90625,0.008045,0.012796,0.008466,0.019054,0.045047,0.059005,0.059134,0.045106,0.160617,0.158813,0.151279,0.157006,1,0.997069,0.994867,0.965401
4.296875,0.010166,0.007668,0.015141,0.011635,0.049399,0.0733,0.073199,0.0491,0.208688,0.206655,0.198549,0.20384,1,0.997246,0.994752,0.966973
4.6875,0.017202,0.011675,0.020701,0.013331,0.052826,0.069977,0.070344,0.053132,0.208247,0.211326,0.201465,0.20827,1,0.997235,0.994167,0.967472
5.078125,0.00763,0.023898,0.034456,0.011294,0.084405,0.115045,0.115802,0.083722,0.290833,0.294919,0.283826,0.291705,1,0.997481,0.993911,0.970373
5.46875,0.004362,0.035499,0.058694,0.022331,0.116675,0.147404,0.14771,0.11725,0.293912,0.293917,0.287279,0.293026,1,0.997879,0.994414,0.973471
5.859375,0.004129,0.052455,0.083548,0.04521,0.141928,0.162063,0.162203,0.142315,0.288192,0.287797,0.283282,0.287911,1,0.998051,0.994505,0.976431
6.25,0.001849,0.05857,0.121964,0.044505,0.132123,0.168925,0.16923,0.132761,0.308551,0.309699,0.306199,0.310011,1,0.998318,0.994981,0.979608
6.640625,0.003355,0.08136,0.162109,0.048931,0.138546,0.1725,0.172751,0.139803,0.281097,0.28299,0.279411,0.282956,1,0.998524,0.995199,0.982565
7.03125,0.01147,0.127288,0.189569,0.061096,0.152082,0.194172,0.194254,0.153019,0.297173,0.299235,0.298755,0.301441,1,0.998508,0.995014,0.982722
7.421875,0.012671,0.130958,0.198586,0.074499,0.138739,0.168089,0.167851,0.138788,0.269679,0.27577,0.279405,0.280911,1,0.998408,0.994723,0.981459
7.8125,0.020999,0.118346,0.195652,0.068675,0.102637,0.12648,0.126544,0.102768,0.22107,0.231243,0.237131,0.238485,1,0.998399,0.994241,0.980611
8.203125,0.026105,0.123887,0.184087,0.067815,0.098087,0.10761,0.107619,0.098342,0.167729,0.180017,0.187571,0.188402,1,0.998392,0.993336,0.980145
8.59375,0.035725,0.09182,0.16834,0.072217,0.069407,0.07482,0.074978,0.069614,0.103553,0.115482,0.123829,0.125071,1,0.998327,0.992679,0.979562
8.984375,0.03449,0.067452,0.119686,0.045272,0.031957,0.036208,0.036341,0.03219,0.062943,0.072882,0.080185,0.080554,1,0.998464,0.993486,0.981591
9.375,0.022515,0.039,0.096809,0.044916,0.014071,0.019074,0.01902,0.014153,0.046513,0.054283,0.058832,0.059535,1,0.998233,0.992762,0.979866
9.765625,0.013879,0.010375,0.067215,0.021498,0.009763,0.013496,0.01345,0.009732,0.047725,0.055124,0.057547,0.058066,1,0.998214,0.992692,0.980921
10.15625,0.004248,0.014395,0.036668,0.012147,0.020797,0.023473,0.023429,0.020834,0.059472,0.065159,0.066284,0.066291,1,0.998142,0.992509,0.979556
10.546875,0.007262,0.018968,0.028218,0.007907,0.026869,0.038253,0.038347,0.027156,0.084462,0.090372,0.090548,0.0907,1,0.998084,0.992245,0.97979
10.9375,0.007761,0.009898,0.024775,0.003793,0.028674,0.032496,0.032603,0.028472,0.102424,0.107354,0.108426,0.108315,1,0.998013,0.99205,0.98006
