Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.007254,0.012893,0.064712,0.164897,0.388824,0.992052,1,0.364198,0.156131,0.173287,0.171277,0.174056,0.14095,0.140773,0.141297,0.131883
0.390625,0.000976,0.05579,0.060761,0.270996,0.405734,0.996319,1,0.399209,0.314143,0.343218,0.341005,0.337937,0.257494,0.258725,0.265445,0.243376
0.78125,0.004672,0.066601,0.057292,0.109648,0.448948,0.997667,1,0.466276,0.379187,0.396427,0.397143,0.389356,0.280342,0.279543,0.292172,0.264928
1.171875,0.00219,0.032205,0.034067,0.121987,0.537736,0.998442,1,0.56773,0.313344,0.308958,0.306507,0.299066,0.202437,0.203207,0.212242,0.195959
1.5625,0.003794,0.025128,0.010901,0.114982,0.558547,0.998979,1,0.582521,0.221639,0.223282,0.224508,0.218784,0.135172,0.138566,0.144332,0.133601
1.953125,0.017995,0.021247,0.058481,0.079276,0.599002,0.999256,1,0.599963,0.203153,0.206296,0.20654,0.196496,0.10067,0.102679,0.108454,0.096176
2.34375,0.018851,0.013985,0.09144,0.115654,0.599059,0.999223,1,0.597937,0.247883,0.25423,0.260729,0.252048,0.098784,0.10227,0.105744,0.091761
2.734375,0.023556,0.013682,0.127931,0.075832,0.547361,0.999244,1,0.550103,0.318436,0.323118,0.324914,0.316271,0.098338,0.102234,0.104316,0.088253
3.125,0.035792,0.039041,0.148762,0.028684,0.619875,0.999366,1,0.631916,0.310334,0.308938,0.310588,0.302441,0.052603,0.055135,0.054535,0.041056
3.515625,0.029792,0.042538,0.14853,0.056409,0.685204,0.999409,1,0.697315,0.36986,0.365778,0.365516,0.358153,0.038753,0.040129,0.038179,0.024174
3.90625,0.009479,0.048814,0.128378,0.027208,0.656711,0.999421,1,0.660423,0.396802,0.398411,0.397758,0.390855,0.059134,0.059705,0.058419,0.04259
4.296875,0.007745,0.060646,0.132876,0.006891,0.620897,0.999458,1,0.617021,0.360417,0.36566,0.368461,0.363578,0.073199,0.073243,0.070841,0.05697
4.6875,0.004643,0.061768,0.089264,0.015317,0.579609,0.999538,1,0.578977,0.339186,0.343577,0.346559,0.343333,0.070344,0.070157,0.071047,0.057295
5.078125,0.012779,0.047004,0.127474,0.0257,0.680988,0.999593,1,0.67783,0.356126,0.360879,0.367167,0.361448,0.115802,0.114548,0.117673,0.098366
5.46875,0.013367,0.040107,0.148665,0.033457,0.705154,0.999605,1,0.712211,0.386481,0.39556,0.404908,0.398727,0.14771,0.145433,0.150544,0.131088
5.859375,0.015403,0.077403,0.152633,0.049459,0.766286,0.999638,1,0.777086,0.403023,0.414933,0.426729,0.420204,0.162203,0.161136,0.166906,0.148935
6.25,0.030375,0.05113,0.182362,0.060921,0.730338,0.99965,1,0.734211,0.43818,0.44603,0.457281,0.452396,0.16923,0.167408,0.172274,0.155313
6.640625,0.040182,0.098935,0.284173,0.045126,0.756357,0.9997,1,0.759704,0.499031,0.502902,0.513753,0.508665,0.172751,0.17158,0.178655,0.160285
7.03125,0.048478,0.19778,0.348986,0.087518,0.785663,0.999747,1,0.787503,0.550568,0.55126,0.559756,0.554598,0.194254,0.193829,0.202228,0.182632
7.421875,0.052643,0.166475,0.384553,0.11703,0.756097,0.999764,1,0.758422,0.551601,0.550106,0.558571,0.552318,0.167851,0.167953,0.17525,0.157233
7.8125,0.081802,0.137995,0.348828,0.076051,0.785962,0.999777,1,0.795699,0.567431,0.566244,0.575155,0.569268,0.126544,0.127671,0.132999,0.120689
8.203125,0.103863,0.202628,0.386725,0.075722,0.768937,0.999798,1,0.781981,0.602225,0.600605,0.607659,0.602503,0.107619,0.108579,0.113372,0.101557
8.59375,0.131347,0.162028,0.335115,0.076602,0.807587,0.999793,1,0.81676,0.627369,0.623498,0.627384,0.620691,0.074978,0.076979,0.082043,0.073258
8.984375,0.14042,0.176627,0.260175,0.030015,0.78341,0.999777,1,0.788677,0.578329,0.571997,0.574755,0.567948,0.036341,0.037905,0.039594,0.035052
9.375,0.086193,0.156535,0.291296,0.063328,0.756083,0.999761,1,0.7587,0.558328,0.555008,0.560415,0.554151,0.01902,0.01943,0.018678,0.015438
9.765625,0.049825,0.056187,0.277417,0.098466,0.725672,0.999757,1,0.726333,0.481766,0.480235,0.489392,0.482642,0.01345,0.012799,0.012661,0.008088
10.15625,0.020817,0.046246,0.203872,0.080155,0.688379,0.999751,1,0.694253,0.417871,0.419663,0.427956,0.424512,0.023429,0.022451,0.02288,0.016245
10.546875,0.009134,0.052575,0.185844,0.016407,0.591877,0.999695,1,0.600529,0.413825,0.41586,0.425326,0.422138,0.038347,0.037122,0.037741,0.028978
