Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.000861,0.161568,0.186577,0.131587,0.17273,0.14254,0.156131,0.208226,1,0.960178,0.95443,0.941055,0.74516,0.720749,0.738749,0.626044
0.390625,0.00126,0.175349,0.185913,0.12163,0.299927,0.307161,0.314143,0.321177,1,0.951694,0.933831,0.92065,0.622066,0.608734,0.617607,0.509507
0.78125,0.005746,0.149411,0.170178,0.068855,0.321236,0.375469,0.379187,0.334063,1,0.954183,0.933728,0.919904,0.535545,0.531079,0.541246,0.46672
1.171875,0.007077,0.113975,0.173194,0.065191,0.278921,0.310854,0.313344,0.286741,1,0.961214,0.935947,0.926034,0.49066,0.494804,0.502722,0.450128
1.5625,0.003689,0.055262,0.173991,0.064618,0.182515,0.218442,0.221639,0.184459,1,0.965591,0.940357,0.930588,0.43518,0.444293,0.446412,0.39298
1.953125,0.004729,0.045748,0.1743,0.050557,0.109638,0.201211,0.203153,0.109383,1,0.969863,0.950521,0.941133,0.39512,0.401382,0.402967,0.348656
2.34375,0.000114,0.036222,0.157508,0.029197,0.119648,0.245745,0.247883,0.120338,1,0.979686,0.966497,0.960465,0.352145,0.358166,0.354098,0.292953
2.734375,0.00465,0.050231,0.179698,0.027201,0.202505,0.315473,0.318436,0.205711,1,0.981715,0.967868,0.96317,0.268963,0.27556,0.267711,0.216214
3.125,0.01418,0.043093,0.196098,0.021975,0.22904,0.307912,0.310334,0.234955,1,0.983891,0.969494,0.964691,0.179404,0.184684,0.175989,0.136054
3.515625,0.020014,0.042812,0.187059,0.011086,0.298264,0.368905,0.36986,0.302674,1,0.985986,0.974319,0.97102,0.132329,0.135574,0.127448,0.093219
3.90625,0.00958,0.03518,0.176684,0.020128,0.292459,0.397059,0.396802,0.293703,1,0.987486,0.977268,0.974605,0.160617,0.161935,0.152973,0.116262
4.296875,0.004355,0.029023,0.176125,0.016559,0.250889,0.360929,0.360417,0.251219,1,0.98813,0.980509,0.978164,0.208688,0.20869,0.197301,0.160774
4.6875,0.000373,0.030929,0.177262,0.018181,0.245132,0.338931,0.339186,0.246503,1,0.987076,0.980401,0.978365,0.208247,0.207579,0.201846,0.164116
