Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.001389,0.112344,1,0.03798,0.024361,0.055941,0.064712,0.034497,0.186577,0.170168,0.18267,0.174022,0.173318,0.165368,0.172555,0.145289
0.390625,0.003631,0.161911,1,0.199543,0.053167,0.057142,0.060761,0.049432,0.185913,0.166294,0.170004,0.158748,0.146457,0.139116,0.144515,0.123826
0.78125,0.006096,0.155989,1,0.227639,0.066727,0.055754,0.057292,0.064816,0.170178,0.154649,0.151712,0.144111,0.102692,0.100322,0.107242,0.103209
1.171875,0.021349,0.140046,1,0.192854,0.095467,0.032775,0.034067,0.088445,0.173194,0.161746,0.153938,0.145585,0.080377,0.084212,0.090266,0.098681
1.5625,0.064579,0.11203,1,0.104537,0.033954,0.010166,0.010901,0.031266,0.173991,0.159177,0.146807,0.135575,0.055083,0.059064,0.065219,0.071043
1.953125,0.074934,0.239144,1,0.173149,0.026641,0.056983,0.058481,0.02558,0.1743,0.162494,0.147886,0.137171,0.038765,0.042139,0.047731,0.05273
2.34375,0.035639,0.219562,1,0.180406,0.045398,0.08896,0.09144,0.045099,0.157508,0.156273,0.153923,0.143682,0.020832,0.023241,0.025108,0.025811
2.734375,0.056806,0.199885,1,0.225077,0.09237,0.125163,0.127931,0.093143,0.179698,0.178026,0.180697,0.171283,0.00876,0.01021,0.010804,0.008427
3.125,0.059977,0.178661,1,0.272179,0.139352,0.146904,0.148762,0.142605,0.196098,0.19038,0.194206,0.184185,0.003208,0.003021,0.003658,0.001655
3.515625,0.020522,0.16964,1,0.266737,0.144903,0.149136,0.14853,0.145401,0.187059,0.184417,0.185963,0.177886,0.008017,0.006578,0.007707,0.005155
3.90625,0.028647,0.102176,1,0.204612,0.187058,0.130301,0.128378,0.184064,0.176684,0.176273,0.175781,0.169049,0.008466,0.006982,0.008672,0.00537
4.296875,0.037425,0.164839,1,0.187941,0.133136,0.133771,0.132876,0.133331,0.176125,0.178587,0.178414,0.171912,0.015141,0.013243,0.015351,0.010388
4.6875,0.024043,0.093045,1,0.2792,0.073647,0.090431,0.089264,0.075954,0.177262,0.175135,0.177916,0.171516,0.020701,0.018564,0.021084,0.015472
