Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.009347,1,0.112344,0.036367,0.013703,0.012572,0.012893,0.017899,0.161568,0.15785,0.161485,0.162971,0.169003,0.158375,0.162053,0.13647
0.390625,0.006156,1,0.161911,0.083099,0.062484,0.057979,0.05579,0.056582,0.175349,0.165264,0.166554,0.157983,0.160316,0.148368,0.155174,0.131381
0.78125,0.003192,1,0.155989,0.076926,0.109227,0.066321,0.066601,0.101783,0.149411,0.13812,0.135318,0.12532,0.114112,0.107348,0.114635,0.110591
1.171875,0.006342,1,0.140046,0.09668,0.04085,0.03277,0.032205,0.039078,0.113975,0.108334,0.103974,0.097981,0.063448,0.064348,0.070564,0.073986
1.5625,0.008345,1,0.11203,0.151828,0.064028,0.024583,0.025128,0.061715,0.055262,0.049762,0.04398,0.038966,0.01592,0.017441,0.01992,0.023094
1.953125,0.034742,1,0.239144,0.052302,0.058973,0.020974,0.021247,0.0578,0.045748,0.040446,0.035232,0.031506,0.010266,0.011044,0.012308,0.012655
2.34375,0.019433,1,0.219562,0.041205,0.039974,0.01421,0.013985,0.036037,0.036222,0.033225,0.031039,0.028243,0.005932,0.006381,0.00718,0.006916
2.734375,0.012993,1,0.199885,0.042155,0.043807,0.013405,0.013682,0.040501,0.050231,0.044227,0.042592,0.039564,0.008829,0.009203,0.009476,0.008309
3.125,0.021809,1,0.178661,0.072375,0.060112,0.040079,0.039041,0.060378,0.043093,0.035921,0.033083,0.029657,0.015173,0.014239,0.013945,0.011366
3.515625,0.024056,1,0.16964,0.05258,0.031433,0.043241,0.042538,0.030709,0.042812,0.038208,0.03639,0.033286,0.017996,0.016766,0.017001,0.013935
3.90625,0.012258,1,0.102176,0.002622,0.021188,0.048352,0.048814,0.018717,0.03518,0.033048,0.031533,0.028924,0.012796,0.011838,0.011733,0.011303
4.296875,0.016312,1,0.164839,0.024685,0.019401,0.059465,0.060646,0.017854,0.029023,0.027044,0.026162,0.023811,0.007668,0.00662,0.007344,0.005685
4.6875,0.04381,1,0.093045,0.081161,0.05182,0.060113,0.061768,0.049322,0.030929,0.028229,0.027029,0.024702,0.011675,0.010362,0.011168,0.008755
5.078125,0.015905,1,0.128183,0.157443,0.110767,0.046183,0.047004,0.10982,0.042903,0.040271,0.038973,0.036699,0.023898,0.021587,0.023348,0.017812
5.46875,0.045821,1,0.275731,0.111634,0.095988,0.039397,0.040107,0.097088,0.057893,0.055292,0.053925,0.051396,0.035499,0.033085,0.035023,0.029653
5.859375,0.022268,1,0.326451,0.136792,0.085848,0.077432,0.077403,0.088716,0.100697,0.101666,0.100857,0.098076,0.052455,0.050277,0.053346,0.047121
6.25,0.004249,1,0.380242,0.136354,0.098652,0.051767,0.05113,0.097967,0.082412,0.08058,0.081381,0.079493,0.05857,0.056789,0.059027,0.052936
6.640625,0.018304,1,0.296221,0.068645,0.144625,0.099345,0.098935,0.14038,0.115251,0.115889,0.118859,0.11668,0.08136,0.079472,0.08462,0.076288
7.03125,0.036129,1,0.39643,0.149525,0.207301,0.199172,0.19778,0.203124,0.206127,0.208587,0.211127,0.207213,0.127288,0.124359,0.133156,0.119166
7.421875,0.027348,1,0.432636,0.155489,0.175598,0.167846,0.166475,0.173125,0.18887,0.193395,0.197807,0.194052,0.130958,0.12796,0.136406,0.122648
