Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.005446,0.728098,0.763432,0.147123,0.275189,0.574979,0.649909,0.556856,0.769674,0.086202,1,0.18033,0.417926,0.007294,0.097206,0.22607
0.390625,0.051303,0.715349,0.789782,0.096829,0.332243,0.608368,0.70605,0.482644,0.754701,0.011673,1,0.070353,0.539012,0.006991,0.14293,0.229316
0.78125,0.161796,0.662414,0.812549,0.077298,0.365352,0.662516,0.698851,0.490427,0.641517,0.016151,1,0.039535,0.608701,0.009508,0.067685,0.214419
1.171875,0.074909,0.597796,0.775849,0.157635,0.295665,0.610716,0.578181,0.396275,0.516816,0.031839,1,0.067815,0.544945,0.014224,0.00853,0.132323
1.5625,0.053272,0.556779,0.711791,0.113562,0.313102,0.641889,0.591107,0.4385,0.514456,0.137584,1,0.098094,0.62903,0.005177,0.007406,0.206086
1.953125,0.041975,0.493621,0.592976,0.046624,0.265151,0.535497,0.516141,0.382324,0.485569,0.206487,1,0.058731,0.474337,0.017495,0.055839,0.254966
2.34375,0.031223,0.386683,0.452644,0.012147,0.202799,0.4245,0.386991,0.272383,0.548161,0.369274,1,0.079294,0.473895,0.097831,0.133718,0.360044
2.734375,0.028228,0.320042,0.362138,0.003719,0.227454,0.324484,0.33801,0.205281,0.593928,0.450184,1,0.107301,0.430175,0.150985,0.21323,0.406286
3.125,0.029782,0.253736,0.24146,0.006428,0.149524,0.201716,0.255754,0.120274,0.66311,0.542999,1,0.186014,0.406916,0.280631,0.282074,0.510624
3.515625,0.043753,0.214024,0.146166,0.015827,0.080479,0.122352,0.143029,0.055615,0.71509,0.572988,1,0.285429,0.356259,0.379067,0.381417,0.555763
3.90625,0.045669,0.218774,0.1404,0.021609,0.052153,0.088729,0.10665,0.046617,0.734537,0.60323,1,0.35179,0.338905,0.383765,0.40643,0.540762
4.296875,0.040149,0.20167,0.158155,0.008132,0.064546,0.113172,0.131333,0.06599,0.687847,0.55534,1,0.283472,0.306109,0.290094,0.401449,0.490795
4.6875,0.02474,0.15842,0.176698,0.005826,0.062709,0.128909,0.134395,0.088209,0.639428,0.50783,1,0.247818,0.252439,0.194595,0.360062,0.440097
5.078125,0.025079,0.171603,0.214102,0.007545,0.100149,0.179394,0.182271,0.106099,0.609909,0.433434,1,0.214856,0.361098,0.116232,0.317843,0.392613
5.46875,0.016182,0.148755,0.22326,0.007203,0.11858,0.212425,0.19869,0.091173,0.573947,0.35666,1,0.158101,0.341229,0.105388,0.28703,0.35138
5.859375,0.031501,0.128819,0.211305,0.010721,0.099258,0.189899,0.189558,0.101751,0.563166,0.386136,1,0.135467,0.313346,0.088494,0.323156,0.33999
6.25,0.047522,0.109615,0.17597,0.008149,0.079388,0.174127,0.158424,0.096369,0.598236,0.431885,1,0.153015,0.293741,0.112638,0.290298,0.336931
6.640625,0.034296,0.054715,0.121037,0.013357,0.080122,0.131658,0.099668,0.0387,0.609853,0.396,1,0.198256,0.189715,0.113522,0.271381,0.309085
7.03125,0.027635,0.031803,0.076359,0.008381,0.067907,0.096791,0.073141,0.017901,0.637362,0.337549,1,0.259503,0.112925,0.125211,0.298414,0.312234
7.421875,0.036794,0.030707,0.082685,0.013848,0.058507,0.096288,0.073753,0.028808,0.623395,0.368105,1,0.228637,0.15345,0.132386,0.264618,0.29362
7.8125,0.03175,0.045869,0.124581,0.016028,0.067796,0.139276,0.075477,0.047072,0.60321,0.333668,1,0.217854,0.146381,0.095659,0.196515,0.231636
8.203125,0.028446,0.070131,0.142731,0.00722,0.08562,0.184331,0.110772,0.064022,0.607137,0.303109,1,0.206913,0.204234,0.094537,0.227049,0.262711
8.59375,0.032627,0.06299,0.138699,0.01072,0.092696,0.201994,0.116422,0.066002,0.592993,0.280051,1,0.20047,0.172578,0.071886,0.250387,0.232466
8.984375,0.019595,0.070435,0.141697,0.017247,0.09051,0.193871,0.117152,0.065828,0.590035,0.289897,1,0.193667,0.177062,0.080965,0.218296,0.231152
9.375,0.016958,0.082535,0.155185,0.01582,0.092857,0.204591,0.12746,0.08566,0.582296,0.305804,1,0.168405,0.15516,0.083177,0.198373,0.214784
9.765625,0.01463,0.085267,0.141529,0.010365,0.086781,0.170694,0.074078,0.059902,0.584641,0.303253,1,0.170483,0.120665,0.068825,0.147012,0.165496
10.15625,0.010885,0.068306,0.105387,0.011691,0.071503,0.131912,0.071009,0.048543,0.620823,0.316365,1,0.221422,0.107315,0.102871,0.159746,0.190062
10.546875,0.025015,0.067779,0.087876,0.012535,0.072264,0.118032,0.071195,0.038509,0.618045,0.314534,1,0.216811,0.082343,0.091937,0.17072,0.178717
10.9375,0.03411,0.06889,0.09319,0.021851,0.048052,0.135707,0.053322,0.052702,0.602931,0.322039,1,0.193002,0.104222,0.088467,0.204231,0.199297
11.328125,0.040647,0.068221,0.098024,0.02287,0.06217,0.130581,0.066628,0.041511,0.583071,0.274444,1,0.192591,0.095041,0.07473,0.207274,0.192693
11.71875,0.04928,0.10955,0.141015,0.016162,0.053361,0.154828,0.08303,0.059352,0.586744,0.264978,1,0.191072,0.120804,0.062072,0.205722,0.194098
12.109375,0.030873,0.117434,0.147701,0.014784,0.06948,0.147146,0.109138,0.061781,0.54805,0.205749,1,0.162273,0.113474,0.061602,0.201318,0.189187
12.5,0.028395,0.119129,0.121801,0.020439,0.096417,0.152286,0.128314,0.049249,0.555211,0.164741,1,0.184354,0.141146,0.064516,0.195032,0.193117
12.890625,0.042499,0.132399,0.136822,0.03428,0.078463,0.151152,0.133823,0.048174,0.513211,0.124442,1,0.129072,0.129439,0.057902,0.177419,0.180949
13.28125,0.05916,0.110796,0.137266,0.026675,0.063465,0.152867,0.123932,0.060259,0.547101,0.196573,1,0.128634,0.143835,0.060194,0.19267,0.18987
13.671875,0.078508,0.107011,0.116834,0.038906,0.057683,0.169538,0.132315,0.082666,0.570815,0.232088,1,0.138276,0.160499,0.080478,0.249523,0.233144
14.0625,0.052702,0.097587,0.105393,0.031867,0.067796,0.141413,0.116563,0.060393,0.580364,0.208963,1,0.17177,0.146961,0.089682,0.258199,0.241816
14.453125,0.04634,0.089003,0.089444,0.034449,0.054066,0.139972,0.091292,0.068825,0.578673,0.207491,1,0.189437,0.146358,0.073637,0.229649,0.212353
14.84375,0.028758,0.132917,0.109269,0.042981,0.092546,0.130266,0.102811,0.026825,0.544024,0.121156,1,0.169448,0.123441,0.072631,0.194889,0.185222
15.234375,0.055208,0.108659,0.105672,0.037685,0.061005,0.139033,0.095366,0.057611,0.5521,0.185473,1,0.138806,0.121307,0.079589,0.225494,0.206326
15.625,0.03494,0.148015,0.117057,0.053572,0.082344,0.120958,0.105945,0.032198,0.579282,0.109642,1,0.190088,0.132847,0.072544,0.214869,0.199925
16.015625,0.038503,0.128915,0.133464,0.039476,0.063706,0.143498,0.114972,0.065583,0.55578,0.144006,1,0.143787,0.167612,0.067781,0.225652,0.215159
