Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.040284,0.50167,0.025807,1,0.107892,0.044143,0.090238,0.269202,0.184595,0.140581,0.147123,0.324411,0.291793,0.043192,0.072239,0.064278
0.390625,0.141437,0.308679,0.089826,1,0.094298,0.036127,0.084341,0.144434,0.125431,0.103954,0.096829,0.236607,0.114561,0.051311,0.017597,0.043266
0.78125,0.176226,0.20306,0.237561,1,0.114005,0.076469,0.097661,0.081697,0.055112,0.203671,0.077298,0.271515,0.034629,0.087907,0.01651,0.005194
1.171875,0.228157,0.276146,0.348971,1,0.10635,0.162588,0.241267,0.13989,0.098319,0.065587,0.157635,0.205427,0.153772,0.09131,0.009962,0.015819
1.5625,0.234394,0.248277,0.373082,1,0.089498,0.205156,0.247827,0.174526,0.046806,0.08553,0.113562,0.189977,0.178024,0.079785,0.019275,0.003945
1.953125,0.349582,0.200167,0.330589,1,0.045118,0.176595,0.213524,0.165266,0.004884,0.106456,0.046624,0.106211,0.101588,0.090652,0.016498,0.000568
2.34375,0.433237,0.186979,0.310446,1,0.027708,0.140857,0.17268,0.144271,0.005292,0.136856,0.012147,0.026243,0.052737,0.117318,0.026001,0.014534
2.734375,0.461448,0.201202,0.311597,1,0.02433,0.113695,0.15713,0.133021,0.012603,0.130805,0.003719,0.012113,0.049105,0.118428,0.02175,0.019078
3.125,0.447007,0.222635,0.262621,1,0.003858,0.060111,0.12893,0.130896,0.026835,0.153594,0.006428,0.033385,0.023617,0.117189,0.050879,0.032759
3.515625,0.430744,0.25841,0.28364,1,0.000136,0.076222,0.159047,0.180316,0.042586,0.167,0.015827,0.065883,0.019352,0.111572,0.067968,0.048637
3.90625,0.422719,0.286455,0.260658,1,0.003358,0.083082,0.156487,0.18518,0.063543,0.182572,0.021609,0.105239,0.020948,0.121027,0.079889,0.054938
4.296875,0.421633,0.250932,0.298588,1,0.003396,0.096009,0.153054,0.183355,0.063951,0.164074,0.008132,0.096872,0.020759,0.137117,0.088992,0.061241
4.6875,0.437678,0.219782,0.316335,1,0.003404,0.104179,0.153237,0.174853,0.047666,0.124234,0.005826,0.04905,0.027826,0.123169,0.096822,0.046305
5.078125,0.39269,0.163581,0.304186,1,0.003302,0.121217,0.151236,0.210413,0.05079,0.140494,0.007545,0.036348,0.052232,0.096444,0.046072,0.028617
5.46875,0.374056,0.149184,0.285155,1,0.000384,0.134297,0.13824,0.230318,0.038136,0.124284,0.007203,0.018008,0.038109,0.080488,0.041712,0.027607
5.859375,0.434471,0.138499,0.329969,1,0.00266,0.100279,0.126533,0.171773,0.033114,0.090668,0.010721,0.033708,0.022446,0.045451,0.027469,0.012011
6.25,0.469109,0.141193,0.298758,1,0.002117,0.082021,0.100882,0.161135,0.029878,0.084935,0.008149,0.047554,0.026353,0.031778,0.011116,0.006733
6.640625,0.462406,0.156721,0.26329,1,0.00399,0.075157,0.100615,0.146243,0.027895,0.075274,0.013357,0.055059,0.008126,0.023517,0.024415,0.004143
7.03125,0.365486,0.185906,0.222475,1,0.007722,0.079591,0.112818,0.146959,0.020366,0.076755,0.008381,0.039365,0.008497,0.007387,0.032967,0.007412
7.421875,0.420947,0.194233,0.255975,1,0.001339,0.099324,0.115941,0.150738,0.009623,0.059689,0.013848,0.027985,0.003397,0.01393,0.019643,0.003738
7.8125,0.401132,0.180776,0.218437,1,0.001719,0.077262,0.080985,0.125215,0.013675,0.061741,0.016028,0.030434,0.007013,0.01439,0.016648,0.00986
8.203125,0.313259,0.12634,0.220263,1,0.008956,0.06908,0.083211,0.131887,0.008007,0.068244,0.00722,0.018477,0.009631,0.013246,0.012566,0.005114
8.59375,0.276617,0.098809,0.251345,1,0.013331,0.072871,0.062607,0.125206,0.009751,0.050963,0.01072,0.02926,0.009364,0.015896,0.012861,0.004662
8.984375,0.279186,0.126968,0.261859,1,0.018378,0.088774,0.099618,0.149405,0.012017,0.038118,0.017247,0.034386,0.028715,0.004037,0.02399,0.016776
