Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,1,0.042109,0.041012,0.040284,0.129838,0.151886,0.000619,0.006143,0.017723,0.073094,0.005446,0.146532,0.003632,0.170079,0.001571,0.029056
0.390625,1,0.103469,0.024244,0.141437,0.033472,0.048556,0.018214,0.0281,0.042466,0.100094,0.051303,0.203375,0.033233,0.0594,0.008209,0.040133
0.78125,1,0.262469,0.049,0.176226,0.019056,0.087761,0.096278,0.0944,0.150393,0.081721,0.161796,0.268125,0.158897,0.008882,0.013423,0.076161
1.171875,1,0.215658,0.011075,0.228157,0.006051,0.028913,0.038606,0.032891,0.056858,0.13778,0.074909,0.175847,0.056274,0.024144,0.017246,0.029804
1.5625,1,0.206246,0.0075,0.234394,0.00913,0.016907,0.030834,0.017745,0.033475,0.103069,0.053272,0.12764,0.057732,0.022674,0.004749,0.027226
1.953125,1,0.263499,0.030238,0.349582,0.016204,0.013555,0.070659,0.028459,0.022314,0.073413,0.041975,0.089431,0.054249,0.017425,0.014175,0.004069
2.34375,1,0.30023,0.070236,0.433237,0.008518,0.019441,0.088019,0.04026,0.008599,0.056186,0.031223,0.043774,0.041902,0.034866,0.002066,0.008231
2.734375,1,0.322772,0.120821,0.461448,0.009824,0.040178,0.09467,0.063925,0.004848,0.046122,0.028228,0.032292,0.043917,0.024274,0.003378,0.004718
3.125,1,0.297699,0.109345,0.447007,0.001033,0.053766,0.073332,0.098432,0.006539,0.037589,0.029782,0.036078,0.051232,0.017661,0.006375,0.006257
3.515625,1,0.302074,0.109349,0.430744,0.002444,0.058297,0.09441,0.112321,0.006268,0.034775,0.043753,0.032487,0.036416,0.010632,0.006919,0.002468
3.90625,1,0.247549,0.080119,0.422719,0.002304,0.059337,0.10129,0.123713,0.005192,0.028056,0.045669,0.025431,0.03229,0.005043,0.003849,0.001989
4.296875,1,0.292003,0.128494,0.421633,0.005994,0.067606,0.113261,0.138531,0.005567,0.034245,0.040149,0.022623,0.031271,0.006939,0.011556,0.000467
4.6875,1,0.313864,0.127162,0.437678,0.002021,0.060347,0.117844,0.116561,0.005071,0.032423,0.02474,0.019265,0.044253,0.011802,0.02276,0.000432
5.078125,1,0.325077,0.142295,0.39269,0.008536,0.050177,0.123871,0.091796,0.004178,0.042468,0.025079,0.022585,0.022276,0.016763,0.010945,0.000179
5.46875,1,0.283131,0.128418,0.374056,0.003929,0.048227,0.099787,0.083605,0.002269,0.062562,0.016182,0.018926,0.016399,0.013666,0.002414,0.001436
5.859375,1,0.289881,0.177733,0.434471,0.001683,0.052271,0.082927,0.091872,0.004886,0.05362,0.031501,0.012137,0.010495,0.016545,0.006183,0.000793
6.25,1,0.304354,0.160344,0.469109,0.000105,0.064496,0.086934,0.134063,0.004,0.048653,0.047522,0.015289,0.011771,0.012917,0.002712,0.000703
6.640625,1,0.288928,0.140173,0.462406,0.00313,0.067407,0.091705,0.156103,0.000564,0.055265,0.034296,0.018143,0.010688,0.013347,0.006888,0.000622
7.03125,1,0.30231,0.142103,0.365486,0.000841,0.059092,0.080174,0.10665,0.002079,0.096393,0.027635,0.021397,0.009715,0.019596,0.006201,0.002446
7.421875,1,0.292301,0.130334,0.420947,0.001473,0.088667,0.125231,0.142616,0.005403,0.0918,0.036794,0.016671,0.009779,0.015013,0.000831,0.003321
7.8125,1,0.286442,0.101574,0.401132,0.001286,0.052486,0.054902,0.094032,0.0042,0.074818,0.03175,0.018738,0.004422,0.023243,0.001709,0.005122
8.203125,1,0.291065,0.093433,0.313259,0.008209,0.050395,0.040137,0.070379,0.001776,0.073464,0.028446,0.022562,0.010103,0.02282,0.001302,0.006887
8.59375,1,0.306969,0.109368,0.276617,0.009237,0.073867,0.056867,0.067218,0.001382,0.073708,0.032627,0.018261,0.015359,0.018313,0.00606,0.011681
8.984375,1,0.305335,0.099024,0.279186,0.004586,0.044516,0.060083,0.058887,0.00066,0.065107,0.019595,0.031505,0.007408,0.02293,0.009302,0.010653
9.375,1,0.269791,0.086241,0.31353,0.001106,0.022487,0.030599,0.035353,0.001048,0.049683,0.016958,0.024418,0.007565,0.020567,0.009817,0.014094
9.765625,1,0.289637,0.093469,0.368859,0.002936,0.013864,0.006139,0.018629,0.002158,0.039046,0.01463,0.033896,0.021739,0.035316,0.026641,0.037104
10.15625,1,0.308659,0.156634,0.395134,0.019437,0.014371,0.002546,0.021863,0.001547,0.041415,0.010885,0.03061,0.016394,0.030927,0.022123,0.030961
10.546875,1,0.289664,0.146486,0.356867,0.024969,0.0213,0.003579,0.039208,0.001287,0.038302,0.025015,0.026216,0.014096,0.013548,0.016862,0.020101
10.9375,1,0.250257,0.109173,0.3944,0.005507,0.020492,0.002688,0.019455,0.001476,0.051109,0.03411,0.02364,0.011371,0.017672,0.008086,0.013933
11.328125,1,0.267793,0.136233,0.400583,0.00848,0.012364,0.004274,0.013835,0.005041,0.04322,0.040647,0.022934,0.005284,0.011033,0.010514,0.012054
11.71875,1,0.28419,0.139426,0.428988,0.011007,0.031484,0.015724,0.024943,0.00678,0.049995,0.04928,0.019811,0.002437,0.007772,0.010406,0.008458
12.109375,1,0.258767,0.154709,0.362962,0.010902,0.040349,0.013984,0.046271,0.002915,0.066671,0.030873,0.017989,0.000957,0.009997,0.002176,0.004021
12.5,1,0.281782,0.16763,0.29866,0.026194,0.030682,0.021155,0.039135,0.003373,0.078808,0.028395,0.022277,0.00031,0.005446,0.007489,0.004262
12.890625,1,0.272029,0.151172,0.319627,0.014697,0.036406,0.024528,0.043265,0.005388,0.082513,0.042499,0.031406,0.003122,0.011302,0.008386,0.00606
13.28125,1,0.227426,0.129151,0.392898,0.002372,0.043906,0.014071,0.051707,0.010677,0.065846,0.05916,0.036427,0.002509,0.001663,0.005305,0.000454
13.671875,1,0.173721,0.0983,0.412809,0.001335,0.035687,0.007132,0.042482,0.014226,0.051628,0.078508,0.036654,0.00026,0.001009,0.007615,0.00131
14.0625,1,0.214003,0.143565,0.373761,0.004866,0.048064,0.025024,0.076017,0.009772,0.06501,0.052702,0.030301,0.003731,0.002626,0.004797,0.001801
14.453125,1,0.235375,0.162235,0.353493,0.013538,0.038279,0.030654,0.068265,0.003412,0.066129,0.04634,0.029227,0.001115,0.004707,0.013796,0.005013
14.84375,1,0.239095,0.158142,0.321584,0.018598,0.050304,0.022083,0.081494,0.001493,0.088959,0.028758,0.042266,0.000412,0.003621,0.006409,0.002928
15.234375,1,0.196321,0.147911,0.417972,0.00653,0.058187,0.02258,0.076025,0.007919,0.065309,0.055208,0.028471,0.001514,0.001776,0.0025,0.00152
15.625,1,0.24613,0.200972,0.286849,0.047585,0.05038,0.027474,0.097668,0.008187,0.098777,0.03494,0.031503,0.003949,0.003964,0.015267,0.004966
16.015625,1,0.188425,0.153258,0.35519,0.031608,0.050937,0.022862,0.118581,0.003937,0.066042,0.038503,0.038081,0.003701,0.004558,0.008071,0.001243
16.40625,1,0.159182,0.13998,0.407686,0.00649,0.059646,0.029986,0.100818,0.010152,0.053894,0.059875,0.020133,0.005488,0.000448,0.014738,0.003978
16.796875,1,0.184093,0.149373,0.326756,0.013749,0.067295,0.020398,0.119215,0.005972,0.059634,0.042381,0.02994,0.001327,0.001589,0.010345,0.001594
17.1875,1,0.179731,0.129432,0.344029,0.00533,0.048998,0.004857,0.06464,0.005308,0.060754,0.038474,0.022987,0.000638,0.001887,0.008627,0.002415
17.578125,1,0.186636,0.134638,0.310675,0.019608,0.051596,0.005193,0.092273,0.003891,0.065684,0.036817,0.024675,0.003827,0.00034,0.016157,0.007107
17.96875,1,0.150024,0.129579,0.407197,0.005956,0.053982,0.018324,0.087534,0.004256,0.05258,0.0554,0.014997,0.000202,0.001748,0.004162,0.000855
18.359375,1,0.143691,0.14066,0.450678,0.006934,0.071984,0.014432,0.106574,0.005288,0.059453,0.063514,0.005983,0.003537,0.00186,0.012783,0.005848
18.75,1,0.137779,0.134108,0.395155,0.01434,0.080481,0.0231,0.122385,0.002074,0.063546,0.048845,0.012887,0.005334,0.001192,0.009771,0.003475
19.140625,1,0.124617,0.114763,0.377004,0.009659,0.085874,0.037687,0.122947,0.002944,0.046964,0.051942,0.019999,0.006155,0.001958,0.006143,0.002084
19.53125,1,0.141511,0.106553,0.403491,0.001387,0.059852,0.007991,0.054754,0.005854,0.035321,0.065573,0.015875,0.002144,0.001749,0.01137,0.002553
19.921875,1,0.188783,0.144523,0.426665,0.008116,0.052613,0.011125,0.084658,0.002464,0.037059,0.053996,0.012126,0.000941,0.005532,0.026673,0.010452
20.3125,1,0.117088,0.118294,0.438158,0.011374,0.05261,0.029119,0.108936,0.002468,0.052601,0.054887,0.008494,0.001913,0.004659,0.022336,0.011779
20.703125,1,0.105292,0.107233,0.417578,0.007299,0.058429,0.022078,0.090776,0.004374,0.043101,0.06681,0.013019,0.000806,0.000668,0.006022,0.001744
21.09375,1,0.148032,0.112371,0.400788,0.001908,0.037956,0.01848,0.049273,0.00519,0.046446,0.07002,0.018166,0.001008,0.004559,0.014619,0.005994
21.484375,1,0.095467,0.101484,0.417773,0.002653,0.047727,0.011607,0.057333,0.008421,0.046058,0.07994,0.007438,0.003142,0.001834,0.011854,0.005767
21.875,1,0.111254,0.09756,0.397538,0.003709,0.047795,0.014244,0.07451,0.011701,0.054106,0.085168,0.010288,0.002835,0.000871,0.008438,0.001952
22.265625,1,0.107602,0.121694,0.420142,0.007111,0.042829,0.008662,0.074572,0.006913,0.041158,0.083329,0.019471,0.004127,0.000839,0.008588,0.001203
22.65625,1,0.111205,0.114043,0.441489,0.003589,0.07923,0.021916,0.114173,0.004497,0.035425,0.09292,0.035243,0.002609,0.000294,0.013601,0.002737
23.046875,1,0.13038,0.08991,0.328105,0.00777,0.064439,0.020233,0.108582,0.004223,0.037518,0.072277,0.04434,0.001896,0.004313,0.002196,0.001559
23.4375,1,0.137134,0.111321,0.349447,0.007035,0.046706,0.009654,0.079832,0.010321,0.037235,0.082596,0.026472,0.004058,0.00008449719,0.002879,0.00006111427
23.828125,1,0.139257,0.117955,0.371247,0.011207,0.039736,0.009362,0.088478,0.004415,0.040288,0.069489,0.022269,0.004369,0.004097,0.005084,0.002448
24.21875,1,0.136891,0.131633,0.328329,0.031267,0.02806,0.006279,0.098105,0.00264,0.046134,0.049155,0.01948,0.011044,0.002223,0.003656,0.001972
24.609375,1,0.135284,0.12417,0.275947,0.023529,0.032789,0.012829,0.101164,0.00238,0.029862,0.033925,0.012834,0.00543,0.000929,0.009538,0.001548
25,1,0.327617,0.226876,0.034763,0.151989,0.048473,0.009313,0.211566,0.005793,0.040089,0.033363,0.007646,0.011718,0.002512,0.014044,0.001601
25.390625,1,0.155587,0.116799,0.235804,0.032232,0.032551,0.004514,0.092512,0.012141,0.03151,0.035466,0.021199,0.007167,0.00254,0.007149,0.001384
25.78125,1,0.095745,0.065512,0.332874,0.006273,0.037007,0.001841,0.056129,0.014726,0.021932,0.076287,0.024037,0.009934,0.002825,0.000911,0.002867
26.171875,1,0.111094,0.079123,0.374208,0.011894,0.039991,0.00416,0.08155,0.008216,0.020791,0.086451,0.014621,0.008879,0.001303,0.006311,0.00104
26.5625,1,0.104442,0.093115,0.388146,0.006019,0.030286,0.009411,0.07269,0.010537,0.036311,0.088723,0.011551,0.009031,0.001623,0.015246,0.001983
26.953125,1,0.108425,0.080415,0.381011,0.005169,0.029645,0.010221,0.059393,0.008993,0.050779,0.084598,0.017123,0.01343,0.002725,0.003756,0.00512
27.34375,1,0.123126,0.09249,0.320036,0.009159,0.031917,0.007446,0.065938,0.018278,0.031244,0.072002,0.033011,0.019726,0.003354,0.004216,0.002747
27.734375,1,0.108297,0.097494,0.354621,0.014263,0.031639,0.005762,0.076547,0.010406,0.037609,0.06108,0.027635,0.014781,0.00185,0.0021,0.001804
28.125,1,0.121804,0.098068,0.279628,0.019274,0.036142,0.007881,0.084705,0.001541,0.052661,0.037121,0.027929,0.013484,0.002225,0.003767,0.00167
28.515625,1,0.113247,0.110105,0.326367,0.015264,0.028217,0.00467,0.078905,0.005836,0.031575,0.062773,0.022932,0.007486,0.003861,0.005209,0.001757
28.90625,1,0.084241,0.070955,0.384859,0.00758,0.028258,0.009108,0.067054,0.00568,0.043296,0.093801,0.020223,0.019633,0.001818,0.001783,0.003121
29.296875,1,0.093288,0.079778,0.353591,0.018773,0.035034,0.01002,0.098174,0.010053,0.042353,0.079996,0.014566,0.017785,0.000679,0.00202,0.001816
29.6875,1,0.076556,0.096814,0.4095,0.00957,0.037752,0.011157,0.08866,0.011098,0.039398,0.093258,0.013664,0.015778,0.001557,0.00272,0.002106
30.078125,1,0.087616,0.096048,0.401841,0.001083,0.044331,0.01553,0.066948,0.008307,0.027653,0.092316,0.013457,0.018669,0.001876,0.002503,0.003997
30.46875,1,0.114756,0.085271,0.369727,0.010714,0.029948,0.012384,0.080745,0.003167,0.043181,0.066987,0.008718,0.007242,0.000196,0.007465,0.000644
30.859375,1,0.109008,0.077997,0.319473,0.021256,0.034494,0.013174,0.108388,0.002528,0.039262,0.054478,0.027087,0.010938,0.002629,0.002031,0.003223
31.25,1,0.125591,0.090765,0.290707,0.01794,0.037723,0.011788,0.097106,0.005234,0.04207,0.046489,0.022681,0.014767,0.000925,0.007929,0.001126
31.640625,1,0.095315,0.081008,0.360365,0.013632,0.033056,0.010741,0.076871,0.006349,0.05231,0.072212,0.009454,0.008652,0.003286,0.004498,0.001025
32.03125,1,0.08923,0.060775,0.290109,0.029048,0.023921,0.006747,0.091778,0.00517,0.053463,0.05445,0.018007,0.00186,0.000923,0.00173,0.00052
32.421875,1,0.080989,0.036189,0.286188,0.018256,0.024746,0.001584,0.065288,0.006834,0.041851,0.065901,0.012319,0.003981,0.002537,0.009106,0.001641
32.8125,1,0.130101,0.056742,0.205061,0.027402,0.037558,0.005626,0.096423,0.002807,0.036911,0.032392,0.019814,0.01271,0.00218,0.002962,0.001385
33.203125,1,0.093834,0.055877,0.291043,0.015544,0.037745,0.006429,0.089803,0.004291,0.038109,0.059642,0.020834,0.013987,0.004054,0.001592,0.003162
33.59375,1,0.093777,0.071684,0.306453,0.019632,0.01842,0.006081,0.068596,0.00535,0.040259,0.059919,0.017417,0.009959,0.000764,0.003623,0.000243
33.984375,1,0.137109,0.099261,0.229726,0.022679,0.026444,0.003919,0.075395,0.005882,0.036722,0.042328,0.031274,0.01747,0.001076,0.003721,0.003112
34.375,1,0.16781,0.097306,0.203518,0.043393,0.022052,0.005667,0.106576,0.003173,0.049766,0.024902,0.034526,0.0198,0.003404,0.002011,0.00406
34.765625,1,0.171527,0.101639,0.204383,0.041546,0.026101,0.007764,0.109985,0.004082,0.039913,0.029189,0.024397,0.015199,0.003941,0.005761,0.001657
35.15625,1,0.175168,0.085178,0.185892,0.057282,0.026419,0.008314,0.118759,0.001598,0.057355,0.018928,0.032224,0.012635,0.00306,0.002501,0.002066
35.546875,1,0.114118,0.057964,0.285434,0.028159,0.011703,0.013535,0.076998,0.008196,0.043222,0.052174,0.015781,0.01514,0.00127,0.001681,0.002475
35.9375,1,0.139256,0.069244,0.252198,0.027361,0.031984,0.012633,0.104022,0.004983,0.041102,0.042829,0.017164,0.0098,0.002831,0.00234,0.00153
36.328125,1,0.177955,0.082969,0.189848,0.038414,0.032385,0.012892,0.112268,0.003838,0.07178,0.035636,0.029529,0.013996,0.000552,0.011124,0.000671
36.71875,1,0.192362,0.08807,0.196277,0.046822,0.038498,0.0107,0.133227,0.002214,0.068873,0.027137,0.034329,0.016504,0.001829,0.006046,0.001106
37.109375,1,0.137804,0.073595,0.254258,0.027476,0.020868,0.009495,0.082038,0.006593,0.044193,0.034019,0.017592,0.013787,0.004433,0.000558,0.004174
37.5,1,0.18026,0.070178,0.174211,0.04516,0.023562,0.007761,0.106719,0.005641,0.044279,0.024815,0.017027,0.010321,0.00251,0.005205,0.003216
37.890625,1,0.154314,0.071338,0.212357,0.028211,0.029694,0.009699,0.08434,0.00578,0.037022,0.033584,0.012719,0.014292,0.001673,0.000394,0.002755
38.28125,1,0.13212,0.062313,0.245825,0.016335,0.019878,0.016706,0.076611,0.008811,0.024034,0.060572,0.012467,0.012124,0.000547,0.004614,0.000861
38.671875,1,0.19856,0.072357,0.174815,0.056966,0.02296,0.013175,0.120545,0.004134,0.040148,0.029217,0.027373,0.012385,0.001254,0.0046,0.002092
39.0625,1,0.195988,0.061561,0.164104,0.050091,0.026073,0.003029,0.110571,0.004579,0.046949,0.029621,0.021019,0.017454,0.004059,0.003194,0.004366
39.453125,1,0.146369,0.057444,0.250714,0.031382,0.023939,0.007755,0.092406,0.013847,0.037242,0.063172,0.014814,0.008845,0.00114,0.009354,0.000759
39.84375,1,0.12471,0.049282,0.294918,0.026208,0.016629,0.013955,0.063187,0.013827,0.045864,0.066511,0.018819,0.021865,0.002237,0.002707,0.004075
40.234375,1,0.138165,0.049163,0.233658,0.02446,0.030061,0.008713,0.086465,0.006704,0.036844,0.061354,0.019186,0.012622,0.002098,0.004318,0.001319
40.625,1,0.151354,0.050112,0.226721,0.022145,0.030692,0.004481,0.090018,0.008776,0.036022,0.069523,0.012811,0.012869,0.002514,0.005861,0.00201
41.015625,1,0.11898,0.038185,0.281461,0.010834,0.020464,0.006254,0.063511,0.025129,0.026913,0.082808,0.041213,0.018115,0.004948,0.006398,0.005437
41.40625,1,0.217396,0.074189,0.155044,0.058259,0.027578,0.009175,0.113772,0.012774,0.048461,0.035272,0.022252,0.010033,0.000582,0.01289,0.001855
41.796875,1,0.209212,0.082058,0.18004,0.046983,0.025217,0.010296,0.102494,0.012795,0.042057,0.035413,0.01839,0.019806,0.000775,0.007155,0.001127
