Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.151886,0.509624,0.36933,0.044143,0.256886,1,0.403907,0.649935,0.641028,0.061913,0.574979,0.33501,0.323271,0.124015,0.156557,0.196278
0.390625,0.048556,0.501309,0.521783,0.036127,0.226912,1,0.478614,0.651329,0.5325,0.01586,0.608368,0.089792,0.424684,0.057014,0.227574,0.158345
0.78125,0.087761,0.431173,0.635212,0.076469,0.235591,1,0.545994,0.698285,0.379162,0.067772,0.662516,0.021594,0.48456,0.013462,0.160141,0.163058
1.171875,0.028913,0.41583,0.628963,0.162588,0.14777,1,0.565182,0.718419,0.218756,0.014417,0.610716,0.061573,0.428912,0.027453,0.139944,0.112756
1.5625,0.016907,0.46273,0.71237,0.205156,0.226567,1,0.649425,0.74473,0.161899,0.001932,0.641889,0.122035,0.478957,0.020173,0.099838,0.069625
1.953125,0.013555,0.431682,0.685039,0.176595,0.276102,1,0.595005,0.697725,0.085282,0.004844,0.535497,0.118694,0.404829,0.029819,0.020578,0.026746
2.34375,0.019441,0.380365,0.641207,0.140857,0.232811,1,0.535472,0.656855,0.054603,0.009664,0.4245,0.076978,0.387755,0.022965,0.00746,0.024594
2.734375,0.040178,0.334815,0.542259,0.113695,0.272911,1,0.431012,0.622186,0.041667,0.015733,0.324484,0.046344,0.349758,0.017601,0.002813,0.022281
3.125,0.053766,0.253092,0.39165,0.060111,0.216105,1,0.35464,0.555655,0.03195,0.009946,0.201716,0.011925,0.277764,0.003613,0.003762,0.023683
3.515625,0.058297,0.138882,0.286637,0.076222,0.192556,1,0.270454,0.433965,0.017773,0.003936,0.122352,0.00273,0.156372,0.000487,0.001694,0.015259
3.90625,0.059337,0.128427,0.23307,0.083082,0.161205,1,0.207418,0.426291,0.009528,0.000539,0.088729,0.000264,0.07234,0.000381,0.001221,0.007674
4.296875,0.067606,0.156154,0.303109,0.096009,0.175091,1,0.241259,0.480487,0.011291,0.00108,0.113172,0.002616,0.11607,0.001319,0.00329,0.009269
4.6875,0.060347,0.161744,0.369671,0.104179,0.194553,1,0.274579,0.525532,0.010257,0.001024,0.128909,0.006864,0.192442,0.005384,0.010155,0.01584
5.078125,0.050177,0.158143,0.409288,0.121217,0.264675,1,0.309642,0.477132,0.008932,0.000826,0.179394,0.020206,0.193011,0.029541,0.005618,0.008053
5.46875,0.048227,0.151549,0.424417,0.134297,0.199248,1,0.296094,0.44706,0.010157,0.002197,0.212425,0.031387,0.176105,0.029985,0.005992,0.01103
5.859375,0.052271,0.153407,0.346467,0.100279,0.199504,1,0.232632,0.430242,0.009374,0.002844,0.189899,0.028236,0.145314,0.03148,0.003938,0.006429
6.25,0.064496,0.156574,0.288002,0.082021,0.206973,1,0.194124,0.383124,0.012551,0.003379,0.174127,0.016067,0.127101,0.020946,0.001497,0.006937
6.640625,0.067407,0.131833,0.218898,0.075157,0.153977,1,0.165806,0.362729,0.010138,0.003935,0.131658,0.00752,0.11446,0.016683,0.001825,0.010377
7.03125,0.059092,0.048817,0.184929,0.079591,0.107267,1,0.132231,0.330729,0.007097,0.003223,0.096791,0.007599,0.061811,0.009084,0.003924,0.007056
7.421875,0.088667,0.084531,0.184137,0.099324,0.125338,1,0.116889,0.328338,0.007779,0.001092,0.096288,0.004398,0.088118,0.009141,0.000751,0.005968
7.8125,0.052486,0.086701,0.247588,0.077262,0.119029,1,0.116571,0.370243,0.020644,0.005049,0.139276,0.004231,0.124373,0.005734,0.001459,0.013901
8.203125,0.050395,0.059699,0.263323,0.06908,0.126439,1,0.166098,0.41291,0.023897,0.012702,0.184331,0.008596,0.140109,0.009846,0.013185,0.02088
8.59375,0.073867,0.049015,0.25243,0.072871,0.103183,1,0.170825,0.450639,0.039349,0.02284,0.201994,0.006066,0.156512,0.006166,0.021214,0.029406
8.984375,0.044516,0.051062,0.272976,0.088774,0.083814,1,0.198293,0.475175,0.023325,0.008804,0.193871,0.018594,0.138702,0.004853,0.01998,0.028673
9.375,0.022487,0.059581,0.249758,0.077505,0.070753,1,0.226602,0.511678,0.023575,0.00637,0.204591,0.012516,0.178605,0.001509,0.029008,0.046177
9.765625,0.013864,0.040177,0.182309,0.040069,0.072469,1,0.207002,0.48532,0.015188,0.005589,0.170694,0.012731,0.21017,0.000393,0.02305,0.05792
10.15625,0.014371,0.045886,0.157107,0.042103,0.074581,1,0.180076,0.451009,0.009287,0.005879,0.131912,0.012495,0.179017,0.000289,0.011092,0.040198
10.546875,0.0213,0.034724,0.149449,0.046004,0.046958,1,0.127649,0.424199,0.00829,0.005674,0.118032,0.011378,0.140193,0.000396,0.016612,0.03589
10.9375,0.020492,0.033618,0.132531,0.047151,0.060896,1,0.137674,0.431995,0.010576,0.005278,0.135707,0.010901,0.159625,0.00065,0.026132,0.044815
11.328125,0.012364,0.039488,0.154889,0.052521,0.060267,1,0.126529,0.431654,0.007577,0.002841,0.130581,0.015308,0.114227,0.003111,0.018641,0.028179
11.71875,0.031484,0.073205,0.186535,0.046482,0.064338,1,0.08552,0.4114,0.008435,0.003282,0.154828,0.017099,0.064471,0.009116,0.005325,0.006384
12.109375,0.040349,0.063289,0.176502,0.050812,0.08478,1,0.099149,0.418807,0.008174,0.003532,0.147146,0.020386,0.076196,0.009214,0.004118,0.007025
12.5,0.030682,0.050761,0.180358,0.050693,0.082434,1,0.099158,0.397668,0.003965,0.002238,0.152286,0.03679,0.077318,0.009449,0.002107,0.004193
12.890625,0.036406,0.048259,0.170219,0.042096,0.065765,1,0.072843,0.384166,0.002971,0.001388,0.151152,0.046244,0.074467,0.011011,0.002405,0.004471
