Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.146532,0.430528,0.014205,0.324411,0.004543,0.33501,0.068702,0.272621,0.327929,0.397908,0.18033,1,0.141173,0.092639,0.102184,0.075565
0.390625,0.203375,0.205604,0.006253,0.236607,0.012426,0.089792,0.038985,0.102439,0.236047,0.262085,0.070353,1,0.044189,0.103708,0.023506,0.079889
0.78125,0.268125,0.056196,0.051759,0.271515,0.058868,0.021594,0.029732,0.008025,0.172526,0.125859,0.039535,1,0.039348,0.056754,0.045698,0.031866
1.171875,0.175847,0.011319,0.152586,0.205427,0.063458,0.061573,0.011975,0.008027,0.128525,0.078409,0.067815,1,0.017232,0.077038,0.026981,0.050911
1.5625,0.12764,0.024497,0.205528,0.189977,0.088975,0.122035,0.032925,0.032214,0.133605,0.064665,0.098094,1,0.01962,0.108656,0.073913,0.083022
1.953125,0.089431,0.021,0.158848,0.106211,0.076227,0.118694,0.0326,0.039411,0.254785,0.110858,0.058731,1,0.013482,0.158566,0.127933,0.168823
2.34375,0.043774,0.032811,0.090457,0.026243,0.064739,0.076978,0.024807,0.026391,0.427559,0.256526,0.079294,1,0.01368,0.216359,0.258713,0.268829
2.734375,0.032292,0.037236,0.052909,0.012113,0.066442,0.046344,0.014112,0.015005,0.527514,0.344794,0.107301,1,0.02554,0.256563,0.378113,0.350199
3.125,0.036078,0.029174,0.01543,0.033385,0.022377,0.011925,0.003953,0.016415,0.645589,0.428806,0.186014,1,0.075372,0.345481,0.439271,0.430186
3.515625,0.032487,0.030828,0.001859,0.065883,0.010247,0.00273,0.0058,0.014709,0.735265,0.499999,0.285429,1,0.158527,0.385735,0.412384,0.451341
3.90625,0.025431,0.052804,0.000332,0.105239,0.008137,0.000264,0.007021,0.012655,0.79166,0.601751,0.35179,1,0.211072,0.428257,0.460299,0.505048
4.296875,0.022623,0.068015,0.002934,0.096872,0.005688,0.002616,0.005828,0.008425,0.773889,0.586158,0.283472,1,0.186311,0.383948,0.419547,0.481348
4.6875,0.019265,0.072736,0.015661,0.04905,0.005864,0.006864,0.002816,0.000965,0.769317,0.586907,0.247818,1,0.171031,0.330437,0.296862,0.42365
