Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.017723,0.694762,0.556621,0.184595,0.267114,0.641028,0.760175,0.675573,1,0.002581,0.769674,0.327929,0.713277,0.014364,0.155972,0.40508
0.390625,0.042466,0.67439,0.53964,0.125431,0.266392,0.5325,0.69462,0.482465,1,0.010977,0.754701,0.236047,0.675892,0.026428,0.119246,0.438436
0.78125,0.150393,0.535709,0.376979,0.055112,0.217248,0.379162,0.557135,0.348607,1,0.048289,0.641517,0.172526,0.627404,0.023289,0.042447,0.407863
1.171875,0.056858,0.308211,0.237779,0.098319,0.124981,0.218756,0.369535,0.201053,1,0.197684,0.516816,0.128525,0.529108,0.055286,0.020493,0.392064
1.5625,0.033475,0.196443,0.167698,0.046806,0.111763,0.161899,0.252353,0.135752,1,0.435072,0.514456,0.133605,0.430633,0.17103,0.092573,0.502711
1.953125,0.022314,0.10982,0.083208,0.004884,0.064668,0.085282,0.140409,0.074441,1,0.567278,0.485569,0.254785,0.31556,0.288513,0.230573,0.589195
2.34375,0.008599,0.060722,0.048111,0.005292,0.039299,0.054603,0.074635,0.042031,1,0.725161,0.548161,0.427559,0.289966,0.394288,0.335537,0.617771
2.734375,0.004848,0.038441,0.035766,0.012603,0.035229,0.041667,0.064859,0.036904,1,0.77664,0.593928,0.527514,0.275013,0.434944,0.450155,0.645379
3.125,0.006539,0.040009,0.025,0.026835,0.030841,0.03195,0.053921,0.025158,1,0.80032,0.66311,0.645589,0.31351,0.516436,0.482186,0.692293
3.515625,0.006268,0.068394,0.011879,0.042586,0.019923,0.017773,0.029812,0.012756,1,0.808688,0.71509,0.735265,0.339113,0.540958,0.517323,0.68192
3.90625,0.005192,0.097406,0.013252,0.063543,0.010482,0.009528,0.022391,0.008462,1,0.837455,0.734537,0.79166,0.337675,0.53068,0.541836,0.666619
4.296875,0.005567,0.088428,0.011503,0.063951,0.01538,0.011291,0.026003,0.008785,1,0.831212,0.687847,0.773889,0.307914,0.488296,0.543654,0.660017
4.6875,0.005071,0.073793,0.006121,0.047666,0.002697,0.010257,0.016721,0.012019,1,0.839658,0.639428,0.769317,0.292507,0.415595,0.431087,0.614513
5.078125,0.004178,0.053738,0.006025,0.05079,0.006178,0.008932,0.019095,0.008657,1,0.798609,0.609909,0.750355,0.294723,0.316317,0.421358,0.539232
5.46875,0.002269,0.039591,0.004959,0.038136,0.011134,0.010157,0.016708,0.003496,1,0.750193,0.573947,0.713855,0.27658,0.322957,0.407791,0.522294
5.859375,0.004886,0.035109,0.004698,0.033114,0.007484,0.009374,0.018691,0.006818,1,0.771836,0.563166,0.71065,0.260957,0.262099,0.433484,0.488723
6.25,0.004,0.02308,0.006575,0.029878,0.004631,0.012551,0.020896,0.012259,1,0.780641,0.598236,0.718393,0.268073,0.250882,0.416014,0.474533
6.640625,0.000564,0.024018,0.000712,0.027895,0.00675,0.010138,0.010764,0.003143,1,0.756041,0.609853,0.752722,0.198603,0.251292,0.341209,0.433003
7.03125,0.002079,0.031844,0.000468,0.020366,0.006873,0.007097,0.009702,0.001251,1,0.693881,0.637362,0.763447,0.156014,0.24019,0.306114,0.416404
7.421875,0.005403,0.031515,0.002025,0.009623,0.006296,0.007779,0.005416,0.00063,1,0.730447,0.623395,0.760804,0.188916,0.24594,0.306321,0.402506
7.8125,0.0042,0.024058,0.001287,0.013675,0.009476,0.020644,0.002295,0.001923,1,0.728493,0.60321,0.764925,0.166376,0.211464,0.268132,0.355291
8.203125,0.001776,0.009468,0.000838,0.008007,0.008305,0.023897,0.005179,0.007478,1,0.668228,0.607137,0.737395,0.164183,0.220286,0.303536,0.368749
8.59375,0.001382,0.013758,0.000191,0.009751,0.009296,0.039349,0.009133,0.01319,1,0.670675,0.592993,0.742094,0.177292,0.219098,0.290759,0.356437
8.984375,0.00066,0.011002,0.000726,0.012017,0.011012,0.023325,0.005039,0.009676,1,0.685531,0.590035,0.743467,0.162029,0.22328,0.274234,0.343242
9.375,0.001048,0.002819,0.001036,0.004434,0.016497,0.023575,0.006044,0.014223,1,0.701622,0.582296,0.727706,0.114834,0.230635,0.261131,0.316906
9.765625,0.002158,0.002315,0.000233,0.005701,0.015694,0.015188,0.002828,0.011058,1,0.689629,0.584641,0.718881,0.084594,0.205936,0.204157,0.251255
10.15625,0.001547,0.000658,0.001212,0.004018,0.015644,0.009287,0.003827,0.006267,1,0.685735,0.620823,0.739196,0.090015,0.222363,0.202021,0.265615
10.546875,0.001287,0.002687,0.00107,0.002387,0.010844,0.00829,0.001125,0.003739,1,0.689934,0.618045,0.737693,0.082397,0.19019,0.196231,0.246493
10.9375,0.001476,0.004909,0.001143,0.003296,0.002947,0.010576,0.000826,0.001866,1,0.711991,0.602931,0.738918,0.078358,0.18704,0.250417,0.265837
11.328125,0.005041,0.009369,0.000847,0.004546,0.00449,0.007577,0.002463,0.000896,1,0.68008,0.583071,0.747736,0.092272,0.190962,0.274198,0.2956
11.71875,0.00678,0.013419,0.003777,0.004283,0.002663,0.008435,0.001276,0.001262,1,0.685742,0.586744,0.741269,0.126739,0.227876,0.298477,0.346034
12.109375,0.002915,0.007992,0.003167,0.004284,0.002476,0.008174,0.004858,0.00324,1,0.648345,0.54805,0.728322,0.124679,0.220792,0.293427,0.346751
12.5,0.003373,0.00401,0.000888,0.001397,0.005457,0.003965,0.00621,0.001991,1,0.581061,0.555211,0.72258,0.146178,0.204984,0.301158,0.344567
12.890625,0.005388,0.002658,0.003963,0.002755,0.003464,0.002971,0.007575,0.001129,1,0.546046,0.513211,0.675348,0.12704,0.212083,0.275789,0.335587
13.28125,0.010677,0.009016,0.009799,0.004591,0.002654,0.011324,0.011474,0.008708,1,0.62349,0.547101,0.676623,0.165427,0.210003,0.294264,0.353648
13.671875,0.014226,0.009563,0.0074,0.003098,0.00421,0.015775,0.020426,0.011291,1,0.649992,0.570815,0.679583,0.184783,0.24429,0.348378,0.401855
14.0625,0.009772,0.003071,0.010313,0.004302,0.005129,0.018655,0.015985,0.011361,1,0.620955,0.580364,0.692858,0.182332,0.252806,0.347962,0.404253
14.453125,0.003412,0.004065,0.004593,0.005557,0.001663,0.012247,0.007575,0.012595,1,0.624345,0.578673,0.71021,0.174183,0.22241,0.349945,0.377791
14.84375,0.001493,0.000596,0.005228,0.003462,0.004252,0.009214,0.009157,0.003118,1,0.527129,0.544024,0.67407,0.183132,0.253478,0.335576,0.390552
15.234375,0.007919,0.004558,0.006398,0.004286,0.001837,0.008617,0.007832,0.009087,1,0.606269,0.5521,0.671515,0.17673,0.249874,0.342539,0.394112
15.625,0.008187,0.000553,0.010101,0.003491,0.005611,0.011019,0.015561,0.010101,1,0.483087,0.579282,0.657132,0.155709,0.230815,0.357316,0.378027
16.015625,0.003937,0.001126,0.012011,0.008552,0.002575,0.010369,0.007876,0.009328,1,0.53108,0.55578,0.650222,0.183696,0.231297,0.338016,0.384825
16.40625,0.010152,0.005546,0.005315,0.005069,0.004745,0.011346,0.006867,0.004866,1,0.604383,0.55594,0.660599,0.168068,0.211766,0.292765,0.344895
