Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.009292,0.180812,0.004897,1,0.024475,0.039399,0.053151,0.00017,0.082652,0.042058,0.078252,0.13177,0.009929,0.00006275472,0.137681,0.128986
0.390625,0.092272,0.39729,0.065953,1,0.210875,0.089406,0.080765,0.156679,0.186782,0.141136,0.09223,0.285744,0.035398,0.087514,0.131881,0.083594
0.78125,0.242412,0.606585,0.156998,1,0.126873,0.100253,0.132979,0.164065,0.03598,0.041281,0.061251,0.104234,0.023673,0.08245,0.137248,0.03177
1.171875,0.053424,0.324492,0.262298,1,0.099983,0.027393,0.095394,0.072028,0.18711,0.17675,0.220794,0.296016,0.045877,0.135297,0.086233,0.113568
1.5625,0.004068,0.300869,0.122909,1,0.126442,0.028352,0.04747,0.071067,0.187329,0.163083,0.128208,0.311874,0.164111,0.212832,0.135608,0.241279
1.953125,0.181939,0.242123,0.107524,1,0.029614,0.048524,0.1207,0.013886,0.169315,0.245247,0.289807,0.074852,0.301693,0.193535,0.196294,0.28868
2.34375,0.103838,0.401699,0.035006,1,0.015554,0.039628,0.133994,0.014024,0.17045,0.192715,0.277268,0.086327,0.144761,0.047278,0.120375,0.110519
2.734375,0.153075,0.486018,0.123298,1,0.01826,0.028336,0.037395,0.041671,0.364733,0.333901,0.394696,0.289941,0.071061,0.086102,0.120428,0.125687
3.125,0.048868,0.665048,0.326565,1,0.147083,0.108969,0.088858,0.231724,0.342364,0.361182,0.338125,0.318519,0.06282,0.079914,0.122576,0.112459
3.515625,0.051314,0.375697,0.339639,1,0.289791,0.157918,0.020604,0.313402,0.199946,0.1827,0.203167,0.165136,0.304061,0.038034,0.167481,0.156202
3.90625,0.158672,0.54545,0.085054,1,0.106717,0.182242,0.110414,0.116994,0.156008,0.108107,0.091491,0.252235,0.085256,0.007341,0.048647,0.035357
4.296875,0.153829,0.786787,0.116835,1,0.056459,0.041283,0.106591,0.046893,0.265159,0.241054,0.348723,0.270389,0.059172,0.320807,0.174427,0.231081
4.6875,0.078562,0.75142,0.130294,1,0.10584,0.018878,0.083455,0.075591,0.092188,0.090381,0.143333,0.116691,0.072943,0.094985,0.11868,0.111834
5.078125,0.099573,0.637765,0.043997,1,0.046729,0.045607,0.038984,0.026577,0.158325,0.135964,0.148124,0.166,0.15556,0.132282,0.143989,0.122714
5.46875,0.103767,0.687301,0.023589,1,0.02248,0.015081,0.050458,0.007356,0.032901,0.017462,0.109913,0.067771,0.10708,0.128805,0.068049,0.045092
5.859375,0.083701,0.50424,0.031174,1,0.01552,0.057393,0.071713,0.011768,0.186244,0.174226,0.132467,0.183808,0.064314,0.048252,0.081014,0.086449
6.25,0.094631,0.579256,0.031255,1,0.103622,0.017474,0.064769,0.033055,0.328371,0.312827,0.215135,0.385299,0.318157,0.205446,0.393066,0.361126
6.640625,0.037556,0.62626,0.06961,1,0.109103,0.10565,0.05275,0.049762,0.149663,0.138566,0.039345,0.240197,0.048835,0.032053,0.115441,0.082672
7.03125,0.237038,0.653221,0.105993,1,0.038406,0.163484,0.047061,0.044697,0.015494,0.034711,0.003277,0.031021,0.04852,0.033224,0.041387,0.050098
7.421875,0.020348,0.536798,0.135616,1,0.051024,0.069908,0.00693,0.04975,0.094299,0.093418,0.064892,0.09567,0.069397,0.12008,0.091808,0.113746
7.8125,0.081323,0.660257,0.014591,1,0.044916,0.025403,0.022715,0.031836,0.011028,0.007116,0.00372,0.036693,0.007697,0.107759,0.008715,0.016652
8.203125,0.025851,0.362107,0.088896,1,0.052537,0.075321,0.015065,0.052027,0.086354,0.096449,0.105252,0.065043,0.03439,0.079818,0.049755,0.050528
8.59375,0.135956,0.258957,0.016545,1,0.071764,0.034785,0.112307,0.157273,0.115028,0.131695,0.105108,0.097069,0.078004,0.051537,0.098509,0.08858
8.984375,0.052744,0.550414,0.077769,1,0.017607,0.054274,0.04078,0.010155,0.057986,0.090513,0.033909,0.042268,0.033702,0.20607,0.103102,0.110687
9.375,0.200149,0.720354,0.068051,1,0.060798,0.027151,0.049525,0.040055,0.198071,0.208672,0.195332,0.159784,0.143501,0.134768,0.077576,0.095302
9.765625,0.015917,0.637286,0.118689,1,0.002087,0.013932,0.176266,0.07692,0.071727,0.080704,0.095198,0.035938,0.029826,0.09014,0.032701,0.075581
10.15625,0.058869,0.644967,0.269954,1,0.010774,0.212746,0.015247,0.055993,0.283035,0.287613,0.188918,0.267225,0.217783,0.127197,0.303915,0.293629
10.546875,0.05862,0.799012,0.081413,1,0.023903,0.145118,0.034613,0.123442,0.418884,0.419001,0.330316,0.414785,0.038552,0.12898,0.134057,0.118827
10.9375,0.042783,0.342816,0.25749,1,0.082533,0.065174,0.069545,0.076941,0.405549,0.344051,0.402163,0.386304,0.150414,0.272762,0.211763,0.265683
11.328125,0.004671,0.50457,0.268301,1,0.004144,0.138154,0.032218,0.082503,0.173251,0.144109,0.240244,0.12592,0.044488,0.193754,0.081368,0.15546
11.71875,0.037657,0.469501,0.10566,1,0.085562,0.054636,0.052378,0.062085,0.150261,0.196989,0.128507,0.110219,0.128482,0.283145,0.176101,0.317507
12.109375,0.023866,0.578771,0.188104,1,0.085217,0.020399,0.049727,0.094709,0.022311,0.036785,0.01191,0.039389,0.030774,0.052456,0.042567,0.049015
12.5,0.037984,0.776379,0.094755,1,0.089595,0.020136,0.087007,0.033796,0.03291,0.081445,0.019145,0.061324,0.056529,0.098905,0.06394,0.043608
12.890625,0.025958,0.735455,0.234264,1,0.069239,0.082841,0.133473,0.024136,0.133671,0.185804,0.092558,0.145556,0.06765,0.086023,0.153513,0.139622
13.28125,0.021098,0.687357,0.109669,1,0.07096,0.015421,0.065489,0.057866,0.143947,0.163435,0.122381,0.115185,0.092598,0.108449,0.075826,0.103163
13.671875,0.044928,0.755368,0.113542,1,0.017874,0.022581,0.02784,0.007185,0.094735,0.092691,0.115991,0.067763,0.09147,0.190733,0.192551,0.138971
14.0625,0.068828,0.752693,0.090399,1,0.219461,0.012685,0.045019,0.160711,0.363971,0.324938,0.568788,0.19215,0.042419,0.15309,0.125452,0.114172
14.453125,0.126937,0.714488,0.032346,1,0.166882,0.003411,0.040374,0.127058,0.217697,0.335572,0.34476,0.063547,0.056614,0.278626,0.141645,0.177269
14.84375,0.128451,0.629002,0.007589,1,0.029345,0.013381,0.007297,0.021195,0.295509,0.281291,0.308692,0.185847,0.067268,0.054034,0.089625,0.084439
15.234375,0.015386,0.791259,0.229723,1,0.032293,0.166246,0.131456,0.060374,0.345038,0.298592,0.310375,0.296609,0.059047,0.030005,0.058191,0.044368
15.625,0.006402,0.448999,0.271765,1,0.04322,0.044358,0.091876,0.137342,0.153428,0.153887,0.027679,0.173693,0.080808,0.234872,0.259048,0.267925
16.015625,0.044624,0.553505,0.287349,1,0.057782,0.036295,0.054506,0.137896,0.323477,0.319473,0.302842,0.233266,0.108996,0.167619,0.13583,0.190437
16.40625,0.02753,0.697034,0.280602,1,0.059564,0.069989,0.18405,0.073912,0.147636,0.171442,0.204618,0.06066,0.393951,0.043262,0.160844,0.177941
16.796875,0.005015,0.591223,0.229026,1,0.066174,0.06555,0.027699,0.021988,0.057009,0.090952,0.074159,0.016425,0.284025,0.015026,0.118774,0.094576
17.1875,0.142417,0.523157,0.126277,1,0.059679,0.081407,0.172918,0.023616,0.14209,0.220464,0.141872,0.067918,0.103772,0.050105,0.118548,0.068341
17.578125,0.16107,0.496806,0.196964,1,0.021715,0.038662,0.066022,0.074563,0.156739,0.291721,0.112702,0.074514,0.018438,0.082677,0.101409,0.046092
17.96875,0.12006,0.533489,0.221043,1,0.113392,0.066858,0.022171,0.032612,0.124305,0.126773,0.062986,0.151278,0.016506,0.192033,0.116805,0.108788
18.359375,0.134341,0.5349,0.099527,1,0.055033,0.067454,0.039865,0.077319,0.042794,0.044956,0.043196,0.03692,0.049707,0.056035,0.043744,0.043997
18.75,0.045904,0.454306,0.287983,1,0.042782,0.121093,0.075474,0.06039,0.063537,0.051415,0.058208,0.068015,0.058009,0.043331,0.042694,0.033591
19.140625,0.025388,0.48603,0.225922,1,0.072396,0.009039,0.013857,0.09498,0.036808,0.039794,0.055485,0.048034,0.097001,0.061334,0.031534,0.047047
19.53125,0.016649,0.409481,0.1568,1,0.035362,0.081446,0.061254,0.001465,0.217447,0.194397,0.227492,0.181629,0.053956,0.11282,0.206513,0.190575
19.921875,0.041886,0.446516,0.144898,1,0.018787,0.194728,0.319014,0.056249,0.072371,0.048883,0.106534,0.071161,0.07827,0.02408,0.070002,0.065333
20.3125,0.056807,0.408645,0.010968,1,0.020997,0.009064,0.052066,0.075577,0.034744,0.011653,0.021984,0.084629,0.163557,0.051612,0.003621,0.043962
