Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.008161,0.059213,0.146834,0.00017,0.801039,0.710218,0.127903,1,0.000119,0.431171,0.11043,0.207898,0.39129,0.071284,0.537583,0.303276
0.390625,0.025169,0.086503,0.046683,0.156679,0.632655,0.587189,0.183409,1,0.174415,0.087741,0.070769,0.363973,0.077192,0.145258,0.322693,0.158662
0.78125,0.092982,0.080061,0.079141,0.164065,0.462973,0.372571,0.171134,1,0.125376,0.068669,0.039203,0.197147,0.073427,0.09195,0.073817,0.022815
1.171875,0.018337,0.036808,0.022322,0.072028,0.399197,0.200044,0.0966,1,0.118831,0.109111,0.064073,0.084664,0.087224,0.034107,0.170131,0.09148
1.5625,0.038671,0.140837,0.04143,0.071067,0.320136,0.195566,0.27851,1,0.082663,0.054743,0.111928,0.059916,0.078539,0.072421,0.04019,0.031883
1.953125,0.155913,0.032461,0.030807,0.013886,0.448756,0.166854,0.205552,1,0.209163,0.088168,0.17312,0.260542,0.13391,0.003899,0.181383,0.079151
2.34375,0.115083,0.042872,0.085764,0.014024,0.334359,0.133326,0.096199,1,0.074857,0.03378,0.060038,0.084727,0.151186,0.107396,0.095908,0.084593
2.734375,0.261134,0.017597,0.143858,0.041671,0.148678,0.096235,0.085015,1,0.072391,0.073351,0.094193,0.046151,0.076371,0.077242,0.028998,0.043571
3.125,0.255024,0.066327,0.243252,0.231724,0.401155,0.149164,0.121471,1,0.091011,0.110779,0.134845,0.064857,0.03008,0.066854,0.137928,0.099122
3.515625,0.16175,0.050543,0.213772,0.313402,0.36666,0.097278,0.171598,1,0.043513,0.026895,0.040857,0.050183,0.104084,0.107066,0.02495,0.059639
3.90625,0.026421,0.013804,0.134218,0.116994,0.295546,0.044051,0.290666,1,0.03069,0.017788,0.013492,0.074396,0.082837,0.034052,0.044511,0.056408
4.296875,0.06108,0.021889,0.057575,0.046893,0.307004,0.017744,0.214933,1,0.020898,0.026204,0.033624,0.01744,0.019678,0.027288,0.061473,0.036159
4.6875,0.25271,0.057372,0.123358,0.075591,0.339115,0.097681,0.033575,1,0.073163,0.064105,0.025464,0.103656,0.078854,0.076801,0.053189,0.046663
5.078125,0.100625,0.051057,0.311917,0.026577,0.206637,0.01504,0.110289,1,0.022944,0.023727,0.014254,0.062018,0.047215,0.062029,0.09247,0.089525
5.46875,0.036947,0.037108,0.124279,0.007356,0.308112,0.019055,0.090023,1,0.027978,0.021679,0.016798,0.046798,0.117091,0.015396,0.022415,0.026634
5.859375,0.038758,0.048682,0.14925,0.011768,0.379105,0.055263,0.006069,1,0.007713,0.042166,0.005523,0.000194,0.0029,0.021442,0.007673,0.011447
6.25,0.029372,0.058692,0.066618,0.033055,0.625196,0.024669,0.139219,1,0.037542,0.027612,0.030655,0.046086,0.062614,0.057238,0.030797,0.032672
6.640625,0.040074,0.041959,0.025517,0.049762,0.580992,0.05807,0.028752,1,0.011008,0.009655,0.017181,0.012129,0.088438,0.038194,0.030414,0.019443
