Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.118972,0.551279,0.148832,0.676692,0.108663,1,0.352794,0.203833,0.359722,0.214371,0.116716,0.603325,0.005451,0.803868,0.10931,0.691297,0.022736,0.514364,0.17795,0.039741,0.03193,0.15671,0.103442,0.135014,0.645092,0.046232,0.051587,0.037347,0.313497,0.667958,0.353525,0.326104
0.390625,0.02208,0.231253,0.027742,0.321006,0.01658,1,0.197333,0.050083,0.243759,0.095051,0.016175,0.37913,0.047162,0.471651,0.053542,0.287134,0.01293,0.14858,0.093165,0.008817,0.008006,0.033367,0.011925,0.014782,0.228415,0.018638,0.018664,0.008639,0.081777,0.351642,0.113501,0.082241
0.78125,0.118257,0.186667,0.020294,0.062994,0.241649,1,0.005026,0.024467,0.128945,0.104417,0.123603,0.209378,0.158195,0.335599,0.120283,0.086107,0.147477,0.161409,0.042006,0.099572,0.09309,0.122157,0.094875,0.107747,0.058065,0.074475,0.133862,0.115671,0.150661,0.157904,0.120929,0.115655
1.171875,0.024803,0.32745,0.040461,0.044279,0.105312,1,0.012423,0.02465,0.018021,0.227927,0.082079,0.144206,0.061504,0.228954,0.18225,0.101832,0.091412,0.128755,0.019311,0.034781,0.062565,0.081643,0.045297,0.052911,0.04243,0.032986,0.099673,0.065766,0.12007,0.124369,0.088143,0.080578
1.5625,0.05702,0.366331,0.079038,0.047849,0.117554,1,0.018155,0.013861,0.0231,0.059879,0.083997,0.106576,0.177342,0.218544,0.123331,0.123948,0.083896,0.118373,0.012261,0.055016,0.053586,0.062656,0.044966,0.056118,0.040109,0.048502,0.070095,0.063253,0.082119,0.092858,0.057655,0.061589
1.953125,0.115927,0.333232,0.151037,0.086572,0.089189,1,0.096099,0.047482,0.000726,0.061611,0.067749,0.051217,0.18407,0.296114,0.178459,0.161425,0.022678,0.017534,0.098984,0.070875,0.046299,0.029071,0.065094,0.062123,0.073448,0.068601,0.018619,0.0485,0.057607,0.009314,0.022578,0.01933
2.34375,0.374744,0.439799,0.334099,0.305281,0.375492,1,0.293848,0.251205,0.08513,0.025858,0.108156,0.346415,0.392492,0.371104,0.148532,0.048435,0.056221,0.062927,0.060611,0.106912,0.065532,0.107163,0.086576,0.109415,0.120327,0.150509,0.097109,0.110947,0.169783,0.087771,0.080965,0.086272
2.734375,0.293779,0.465793,0.392367,0.408685,0.238413,1,0.336072,0.281702,0.152816,0.197046,0.035531,0.353676,0.419409,0.561328,0.209027,0.04361,0.173008,0.17097,0.176332,0.194232,0.193672,0.201538,0.199727,0.201251,0.210502,0.201538,0.189667,0.204285,0.011601,0.176228,0.186786,0.183392
3.125,0.360353,0.377937,0.457435,0.441188,0.461935,1,0.293132,0.27359,0.209366,0.176499,0.08405,0.388443,0.358372,0.44411,0.149701,0.067796,0.20382,0.208592,0.121673,0.197744,0.209249,0.205295,0.182845,0.200008,0.16188,0.176734,0.215485,0.213835,0.007787,0.214451,0.191894,0.220171
3.515625,0.272044,0.557309,0.435564,0.413952,0.478624,1,0.337246,0.288274,0.220922,0.264033,0.047824,0.396001,0.441241,0.438875,0.133496,0.112256,0.181875,0.18671,0.114172,0.17693,0.175841,0.191316,0.149207,0.176069,0.12988,0.171764,0.182324,0.185376,0.058068,0.209114,0.173104,0.199017
