Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.04934,1,0.31852,0.049238,0.296454,0.045412,0.591754,0.004694,0.01259,0.006218,0.022149,0.044419,0.040686,0.599767,0.005792,0.817799,0.197263,0.05888,0.107223,0.136974,0.160835,0.171403,0.320879,0.249034,0.018352,0.251741,0.248448,0.150012,0.105267,0.017601,0.064013,0.081282
0.390625,0.122831,1,0.2424,0.01538,0.250941,0.026227,0.588356,0.034187,0.064768,0.057701,0.11603,0.342383,0.139177,0.464554,0.120709,0.606295,0.221044,0.076415,0.046779,0.056406,0.110851,0.084937,0.134848,0.06565,0.010024,0.008037,0.203122,0.10249,0.230947,0.068449,0.030726,0.065873
0.78125,0.111143,1,0.189476,0.056766,0.013439,0.041513,0.312358,0.077681,0.035093,0.060693,0.038669,0.057336,0.036734,0.112618,0.12929,0.391664,0.032926,0.02957,0.008181,0.015234,0.004391,0.003407,0.009696,0.02123,0.037965,0.022693,0.029332,0.006777,0.155374,0.003089,0.004551,0.003395
1.171875,0.043413,1,0.09558,0.091426,0.150349,0.065832,0.062512,0.012571,0.028053,0.157582,0.118471,0.069629,0.158791,0.041789,0.13409,0.081761,0.006143,0.005651,0.008899,0.009252,0.015411,0.01329,0.008419,0.018311,0.026257,0.017951,0.010415,0.01526,0.029346,0.015949,0.023245,0.021029
1.5625,0.045119,1,0.208902,0.106345,0.265935,0.314962,0.048308,0.08013,0.031601,0.066652,0.024122,0.092872,0.300711,0.249718,0.063933,0.074132,0.032167,0.042628,0.039473,0.026357,0.027421,0.021126,0.024874,0.027387,0.014054,0.022871,0.020499,0.027064,0.012103,0.038874,0.02108,0.031657
1.953125,0.080453,1,0.205253,0.174712,0.11432,0.213174,0.142727,0.164988,0.073468,0.123947,0.046281,0.05295,0.358965,0.239031,0.061283,0.025479,0.093821,0.123122,0.028879,0.063997,0.051362,0.048882,0.053253,0.061114,0.018684,0.041168,0.064307,0.046617,0.194013,0.09683,0.057574,0.051962
2.34375,0.146131,1,0.133166,0.07515,0.136881,0.425796,0.04073,0.034399,0.029581,0.048577,0.032341,0.169657,0.233884,0.321348,0.336646,0.236096,0.072975,0.065709,0.114516,0.099285,0.086746,0.079286,0.088084,0.089908,0.07612,0.079841,0.065628,0.081422,0.065661,0.048464,0.0745,0.076772
2.734375,0.076763,1,0.228291,0.197547,0.109031,0.539052,0.046048,0.030214,0.010684,0.056101,0.076105,0.14048,0.276096,0.418897,0.434574,0.291652,0.069858,0.055523,0.102864,0.097276,0.101639,0.081059,0.084457,0.089479,0.077288,0.077788,0.067146,0.086732,0.02479,0.041267,0.066935,0.075886
3.125,0.132835,1,0.27217,0.212367,0.132688,0.381351,0.051951,0.068262,0.006295,0.147987,0.231725,0.242453,0.395109,0.48377,0.496784,0.432045,0.039217,0.032104,0.020345,0.028583,0.037345,0.015182,0.016923,0.02186,0.005805,0.013637,0.029786,0.024595,0.057605,0.028956,0.014434,0.025167
3.515625,0.25134,1,0.149166,0.121309,0.147081,0.503221,0.033585,0.060238,0.053787,0.101824,0.240039,0.35812,0.324147,0.408367,0.558289,0.464669,0.01328,0.011844,0.009278,0.010826,0.013497,0.012108,0.008243,0.009344,0.01096,0.010291,0.013645,0.014284,0.006102,0.011337,0.016444,0.017361
3.90625,0.283989,1,0.266229,0.244259,0.349815,0.505091,0.285534,0.271865,0.203715,0.08901,0.17742,0.397055,0.51002,0.441016,0.059904,0.181234,0.155829,0.167496,0.118478,0.151793,0.155671,0.170862,0.140887,0.155925,0.14324,0.170882,0.162048,0.176787,0.062034,0.15253,0.168563,0.184267
4.296875,0.332603,1,0.344352,0.34173,0.412509,0.647559,0.305047,0.294088,0.257437,0.150181,0.065774,0.311066,0.479945,0.453744,0.066132,0.17966,0.218041,0.229411,0.240343,0.273926,0.21936,0.217417,0.23906,0.264073,0.186784,0.247559,0.163332,0.231589,0.250696,0.139611,0.197556,0.208312
4.6875,0.186342,1,0.188866,0.157553,0.197861,0.410001,0.117746,0.14424,0.094204,0.102803,0.021287,0.194819,0.277385,0.386775,0.210662,0.131465,0.021637,0.022063,0.056351,0.06468,0.037615,0.028988,0.054723,0.062499,0.049489,0.067321,0.009834,0.045307,0.122026,0.0013,0.029357,0.031671
