Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.065349,0.055595,0.248063,0.123515,0.003207,0.010303,0.000305,0.011076,0.442061,0.024925,0.334846,0.107715,0.105367,0.001896,0.000315,0.14847,1,0.282151,0.024519,0.684375,0.877771,0.58048,0.642723,0.581759,0.058781,0.212748,0.906435,0.752851,0.239778,0.043698,0.007759,0.548398
0.390625,0.03384,0.057595,0.151501,0.067678,0.0561,0.011682,0.087688,0.039439,0.360489,0.018221,0.122603,0.029755,0.014475,0.013857,0.014166,0.027442,1,0.797936,0.468964,0.779746,0.936907,0.823223,0.786486,0.748353,0.472459,0.446981,0.907353,0.868218,0.398974,0.2574,0.531061,0.841581
0.78125,0.028531,0.009231,0.095949,0.049195,0.055815,0.006994,0.070679,0.070244,0.425207,0.01896,0.064613,0.036122,0.111031,0.076865,0.026962,0.021317,1,0.951613,0.58128,0.725008,0.924093,0.874609,0.769386,0.723712,0.581035,0.495134,0.899938,0.878225,0.30678,0.606312,0.821609,0.88573
1.171875,0.050292,0.101687,0.086914,0.068293,0.062202,0.100471,0.073499,0.026463,0.256661,0.069129,0.063073,0.008366,0.023057,0.050383,0.000963,0.14356,1,0.953589,0.652399,0.707904,0.896467,0.87526,0.752463,0.680716,0.660332,0.556531,0.849624,0.840966,0.056388,0.611166,0.833204,0.881006
1.5625,0.064344,0.078179,0.017997,0.015731,0.008639,0.109546,0.040263,0.076416,0.169888,0.006903,0.00203,0.076279,0.049223,0.038998,0.023428,0.040005,1,0.959527,0.590168,0.62663,0.883603,0.878031,0.715153,0.636987,0.623513,0.490589,0.880474,0.850235,0.090856,0.72202,0.900571,0.915291
1.953125,0.078521,0.011639,0.028133,0.012752,0.017884,0.018135,0.076101,0.093433,0.068969,0.02916,0.042455,0.01887,0.032034,0.001223,0.044068,0.05462,1,0.948488,0.656951,0.704966,0.900849,0.913809,0.787728,0.709417,0.684189,0.616164,0.900669,0.87639,0.06519,0.750186,0.916748,0.919412
2.34375,0.186915,0.044557,0.387091,0.228674,0.134109,0.092708,0.506364,0.490277,0.5023,0.212162,0.192454,0.252587,0.168626,0.224495,0.100476,0.077381,1,0.956405,0.546891,0.752602,0.911583,0.905597,0.795107,0.774033,0.706973,0.683232,0.879662,0.902056,0.018959,0.69678,0.907432,0.91925
2.734375,0.40469,0.039863,0.336034,0.237702,0.245143,0.031376,0.537944,0.479891,0.556799,0.17775,0.042916,0.278444,0.170357,0.119675,0.016882,0.188958,1,0.964462,0.54875,0.716136,0.924656,0.914473,0.803691,0.771589,0.698159,0.652366,0.86985,0.901046,0.125775,0.758004,0.905604,0.906684
3.125,0.258255,0.009271,0.269903,0.189729,0.222249,0.013244,0.384879,0.376237,0.435368,0.054677,0.02092,0.219247,0.111256,0.142008,0.005006,0.052549,1,0.965886,0.693169,0.78805,0.932575,0.920347,0.849715,0.796407,0.764482,0.727056,0.852215,0.921437,0.05039,0.678343,0.920541,0.905092
3.515625,0.064016,0.001539,0.20598,0.120066,0.107875,0.001768,0.367481,0.350901,0.371516,0.175963,0.040089,0.147444,0.069465,0.08239,0.020835,0.041275,1,0.953111,0.742435,0.79288,0.904464,0.911874,0.83204,0.777084,0.746796,0.681352,0.856009,0.88066,0.030118,0.688857,0.88029,0.898164
3.90625,0.147952,0.024437,0.16545,0.158372,0.137285,0.011885,0.374851,0.338026,0.444756,0.135083,0.057325,0.234308,0.14805,0.06043,0.020997,0.109695,1,0.956878,0.707135,0.755703,0.918486,0.934133,0.842444,0.761739,0.761293,0.751534,0.852436,0.918189,0.017302,0.707892,0.914464,0.934201
4.296875,0.168784,0.026797,0.308375,0.266162,0.209031,0.135833,0.431776,0.407172,0.451335,0.158078,0.062448,0.195066,0.175982,0.086337,0.019104,0.018392,1,0.974015,0.69632,0.720782,0.937798,0.932799,0.837218,0.75641,0.743211,0.639573,0.800435,0.918387,0.110344,0.69985,0.886954,0.925787
4.6875,0.187157,0.039148,0.303111,0.213423,0.248682,0.061394,0.427982,0.453009,0.418558,0.180089,0.02287,0.325419,0.21601,0.107434,0.012477,0.074366,1,0.960992,0.609484,0.672522,0.923549,0.940979,0.793153,0.714983,0.684153,0.585973,0.818191,0.898064,0.158856,0.685341,0.906632,0.91869
5.078125,0.154935,0.071188,0.082079,0.091702,0.113885,0.004541,0.303584,0.348083,0.462195,0.0553,0.00661,0.158429,0.045017,0.027271,0.060994,0.100327,1,0.951998,0.558421,0.630293,0.903215,0.915799,0.750599,0.661096,0.61817,0.535538,0.814563,0.870764,0.177956,0.691189,0.874844,0.897542
5.46875,0.116296,0.032355,0.149584,0.164114,0.102152,0.030845,0.248881,0.269653,0.358873,0.05096,0.016733,0.165321,0.047879,0.054606,0.039023,0.034606,1,0.921929,0.580495,0.643396,0.868466,0.898478,0.743909,0.666274,0.609964,0.536186,0.771883,0.848794,0.114943,0.589055,0.838725,0.866889
5.859375,0.079609,0.006197,0.13687,0.12973,0.096706,0.005588,0.265565,0.207014,0.400344,0.070196,0.027936,0.206213,0.144162,0.125838,0.052722,0.118889,1,0.970342,0.709215,0.738446,0.932853,0.941042,0.844714,0.776171,0.732026,0.67093,0.834396,0.91663,0.185813,0.747951,0.879835,0.916938
