Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,1,0.089401,0.540848,0.001582,0.211716,0.045896,0.105804,0.13413,0.013404,0.267545,0.004876,0.111596,0.147049,0.005701,0.094687,0.109468
0.390625,1,0.252251,0.095526,0.040014,0.107224,0.082153,0.21956,0.197133,0.265601,0.077249,0.126482,0.145071,0.414294,0.200017,0.364682,0.261857
0.78125,1,0.436667,0.235579,0.010914,0.086021,0.094094,0.451402,0.192403,0.183338,0.073241,0.085318,0.252987,0.541636,0.147077,0.441947,0.233885
1.171875,1,0.27926,0.078053,0.082541,0.039957,0.235954,0.397441,0.265661,0.099465,0.038284,0.100103,0.113422,0.384774,0.208233,0.137839,0.268302
1.5625,1,0.519261,0.05182,0.059133,0.13677,0.091053,0.163791,0.109863,0.027475,0.02118,0.133071,0.024919,0.425254,0.243803,0.248818,0.347772
1.953125,1,0.458645,0.034843,0.106941,0.074986,0.266474,0.210434,0.095846,0.145269,0.088632,0.248383,0.061832,0.206184,0.166308,0.212905,0.248212
2.34375,1,0.241192,0.071044,0.041227,0.032368,0.122845,0.078646,0.17389,0.143304,0.086023,0.134973,0.120629,0.293824,0.07696,0.21253,0.214027
2.734375,1,0.180996,0.074721,0.025407,0.041161,0.135947,0.243343,0.14874,0.244661,0.122368,0.200373,0.299442,0.334748,0.080362,0.143613,0.194177
3.125,1,0.096102,0.047634,0.019266,0.070129,0.077688,0.042432,0.086435,0.039149,0.043872,0.057939,0.058074,0.202528,0.102781,0.096341,0.123978
3.515625,1,0.062223,0.00416,0.084453,0.13534,0.091056,0.06626,0.040013,0.068191,0.069148,0.097029,0.026318,0.246376,0.024214,0.214636,0.132134
3.90625,1,0.104466,0.013629,0.025022,0.053955,0.010831,0.073885,0.054264,0.060771,0.091525,0.096561,0.014379,0.180927,0.054952,0.086747,0.04237
4.296875,1,0.122394,0.099825,0.018943,0.00921,0.037584,0.053977,0.005374,0.048447,0.03519,0.158289,0.051728,0.143829,0.050327,0.096308,0.086208
4.6875,1,0.158917,0.009715,0.015014,0.054732,0.057265,0.068798,0.056361,0.023097,0.025704,0.058876,0.01361,0.094281,0.035738,0.013216,0.028458
5.078125,1,0.00676,0.059448,0.05098,0.014718,0.014996,0.006489,0.065717,0.02148,0.026562,0.022295,0.020406,0.025276,0.024676,0.053168,0.041017
5.46875,1,0.081501,0.140226,0.020292,0.006151,0.094796,0.084373,0.106689,0.058144,0.046287,0.026049,0.09721,0.040971,0.007318,0.077095,0.043773
5.859375,1,0.021256,0.464271,0.034141,0.01201,0.151878,0.010022,0.22911,0.013762,0.009154,0.001489,0.028215,0.00351,0.030117,0.022655,0.027409
6.25,1,0.118146,0.263906,0.085776,0.032029,0.063674,0.003461,0.090739,0.04003,0.033597,0.06578,0.028522,0.029035,0.030573,0.073967,0.04999
6.640625,1,0.206599,0.114889,0.056294,0.043577,0.007943,0.068095,0.025795,0.107977,0.091372,0.091322,0.095937,0.056884,0.033845,0.184045,0.13524
7.03125,1,0.165842,0.169334,0.026924,0.028742,0.084432,0.08314,0.046471,0.033219,0.038633,0.020457,0.037509,0.037397,0.028345,0.048935,0.048866
7.421875,1,0.109907,0.108649,0.049501,0.070912,0.298898,0.036572,0.045218,0.041674,0.017842,0.036861,0.058961,0.148879,0.067372,0.072395,0.092776
7.8125,1,0.081354,0.113697,0.02421,0.030892,0.004716,0.143491,0.176424,0.052023,0.050738,0.037746,0.04992,0.016408,0.079779,0.00548,0.009179
8.203125,1,0.16328,0.159529,0.046892,0.045855,0.106388,0.204253,0.150756,0.175203,0.218208,0.093125,0.168499,0.199194,0.095925,0.165253,0.181005
8.59375,1,0.341974,0.081118,0.197538,0.038306,0.05327,0.076237,0.064599,0.279579,0.293099,0.2756,0.221126,0.052064,0.101147,0.130523,0.073817
8.984375,1,0.251721,0.014476,0.175158,0.020855,0.010856,0.053404,0.021594,0.231598,0.233829,0.141902,0.252004,0.060427,0.199431,0.244777,0.209262
9.375,1,0.238028,0.17818,0.061132,0.039745,0.127359,0.149301,0.234493,0.238723,0.259741,0.120673,0.295333,0.12838,0.420606,0.262692,0.302304
9.765625,1,0.406695,0.358477,0.15397,0.035065,0.378451,0.251888,0.472897,0.030893,0.069864,0.02135,0.018773,0.458768,0.248641,0.322433,0.441652
10.15625,1,0.348752,0.036943,0.082206,0.008844,0.079655,0.043655,0.081087,0.124073,0.089075,0.128881,0.136461,0.120522,0.28348,0.168201,0.212791
10.546875,1,0.239121,0.030627,0.021339,0.024105,0.077034,0.006054,0.131155,0.03252,0.026705,0.013996,0.060571,0.057511,0.075888,0.04772,0.02742
10.9375,1,0.476757,0.03286,0.179196,0.048752,0.103086,0.074442,0.273402,0.289255,0.30379,0.292753,0.183823,0.036208,0.005491,0.087889,0.046059
11.328125,1,0.224365,0.084112,0.100683,0.137383,0.150472,0.036325,0.040663,0.132976,0.125003,0.164783,0.09786,0.094669,0.064454,0.057568,0.112165
11.71875,1,0.208887,0.24011,0.012707,0.069111,0.031339,0.059122,0.233935,0.054538,0.020096,0.079599,0.065045,0.17698,0.046963,0.049042,0.106814
12.109375,1,0.195951,0.088727,0.046793,0.040282,0.10321,0.056875,0.21025,0.10188,0.100006,0.175433,0.05632,0.029959,0.074916,0.067497,0.072055
12.5,1,0.109057,0.245235,0.070156,0.213034,0.060296,0.016166,0.117509,0.077928,0.077661,0.147932,0.034361,0.019213,0.049325,0.079414,0.061241
12.890625,1,0.029453,0.165171,0.17395,0.076726,0.0582,0.007448,0.154055,0.053108,0.057414,0.092214,0.019811,0.146539,0.064354,0.0353,0.081875
13.28125,1,0.385359,0.085676,0.065677,0.02801,0.167457,0.149021,0.05277,0.01527,0.026215,0.027074,0.015761,0.226256,0.074144,0.078869,0.119944
13.671875,1,0.212238,0.125121,0.038114,0.066691,0.218016,0.313435,0.061564,0.012751,0.008049,0.039705,0.003488,0.13418,0.066237,0.002075,0.039653
14.0625,1,0.228164,0.079256,0.074311,0.057577,0.143221,0.10554,0.030224,0.066762,0.06813,0.081921,0.054786,0.018597,0.036328,0.102011,0.049122
14.453125,1,0.126617,0.150002,0.197659,0.130633,0.032952,0.099207,0.050196,0.089104,0.100724,0.026726,0.131611,0.024466,0.002107,0.010547,0.007442
14.84375,1,0.15655,0.172991,0.068322,0.079671,0.012502,0.186768,0.113338,0.101299,0.071154,0.057345,0.090361,0.111335,0.068886,0.137183,0.138005
15.234375,1,0.220768,0.112824,0.041187,0.102387,0.02872,0.041624,0.121832,0.08253,0.112454,0.069883,0.080979,0.106621,0.02536,0.111529,0.112542
15.625,1,0.070463,0.193739,0.091051,0.10006,0.018362,0.025697,0.101714,0.14485,0.186096,0.064159,0.156154,0.05189,0.121788,0.012903,0.022287
16.015625,1,0.319076,0.196984,0.034281,0.159631,0.092239,0.182578,0.062402,0.070605,0.107862,0.09811,0.027525,0.102848,0.104459,0.023254,0.010854
16.40625,1,0.20143,0.049285,0.059356,0.255723,0.288769,0.020463,0.182839,0.046632,0.027865,0.100784,0.023154,0.12855,0.011707,0.094478,0.0824
16.796875,1,0.245424,0.207688,0.078862,0.237276,0.318327,0.17153,0.089894,0.136845,0.118746,0.107186,0.136058,0.036828,0.023129,0.043426,0.030818
17.1875,1,0.550039,0.140226,0.200587,0.200735,0.168448,0.098917,0.071707,0.010774,0.029587,0.0117,0.01031,0.039478,0.067239,0.027415,0.043143
17.578125,1,0.30247,0.118216,0.023604,0.150233,0.240307,0.044091,0.173746,0.019615,0.000542,0.013031,0.072764,0.025812,0.005349,0.003007,0.00002322173
17.96875,1,0.264163,0.122427,0.061291,0.057942,0.117272,0.041688,0.052006,0.027486,0.026976,0.06596,0.01881,0.052469,0.036568,0.033723,0.048393
18.359375,1,0.12926,0.186444,0.063076,0.009856,0.089209,0.0804,0.020049,0.034216,0.064799,0.042941,0.018918,0.02844,0.071476,0.057097,0.061376
18.75,1,0.078915,0.116962,0.109593,0.049719,0.024461,0.017871,0.051732,0.066232,0.07601,0.079425,0.038385,0.02525,0.079529,0.088816,0.082954
19.140625,1,0.313108,0.237422,0.174781,0.01858,0.034997,0.031913,0.064419,0.051739,0.070626,0.024365,0.064708,0.041328,0.080933,0.070734,0.08847
19.53125,1,0.343497,0.352378,0.17846,0.021975,0.007365,0.018204,0.006445,0.12549,0.127486,0.033688,0.131956,0.099545,0.017965,0.011555,0.034565
19.921875,1,0.288241,0.123882,0.12999,0.03397,0.013347,0.00441,0.018947,0.039539,0.031716,0.028573,0.054428,0.068565,0.101564,0.040521,0.102632
20.3125,1,0.611749,0.172981,0.175682,0.073308,0.041097,0.02104,0.066288,0.043002,0.144561,0.062072,0.039428,0.008539,0.275726,0.134405,0.21754
20.703125,1,0.363022,0.030152,0.045772,0.001942,0.032509,0.016082,0.036588,0.054773,0.140423,0.043676,0.023853,0.021066,0.196546,0.105012,0.116238
21.09375,1,0.16939,0.117208,0.047074,0.035254,0.100911,0.055333,0.060857,0.029876,0.027708,0.035094,0.030789,0.081145,0.099188,0.039067,0.088953
21.484375,1,0.059901,0.294403,0.04682,0.070757,0.10322,0.010727,0.034024,0.02415,0.038307,0.006032,0.050645,0.052534,0.097599,0.136509,0.071016
21.875,1,0.190871,0.313445,0.03035,0.1518,0.024987,0.014031,0.239629,0.043909,0.029329,0.042537,0.07182,0.057627,0.027172,0.092785,0.041392
22.265625,1,0.283639,0.438306,0.127925,0.060318,0.051207,0.003105,0.129447,0.156054,0.16365,0.047419,0.228198,0.053865,0.019391,0.062746,0.067484
22.65625,1,0.167338,0.321552,0.011571,0.015252,0.011776,0.013529,0.034138,0.016792,0.022633,0.011751,0.034388,0.040632,0.040833,0.038509,0.056248
23.046875,1,0.186772,0.082424,0.096589,0.06915,0.091118,0.040856,0.032208,0.100641,0.049215,0.093475,0.103918,0.124761,0.025467,0.050236,0.063664
23.4375,1,0.202916,0.293322,0.183412,0.092409,0.004816,0.124798,0.048075,0.070296,0.069567,0.029705,0.082128,0.029024,0.090177,0.036094,0.072855
23.828125,1,0.224446,0.370895,0.094316,0.042777,0.014579,0.074149,0.077102,0.084804,0.105196,0.13033,0.066134,0.031419,0.054017,0.014483,0.039869
24.21875,1,0.186714,0.086495,0.208851,0.163099,0.043152,0.053071,0.101463,0.044839,0.086663,0.046498,0.052093,0.013976,0.064664,0.084056,0.07092
24.609375,1,0.305014,0.156847,0.101122,0.036545,0.064468,0.185228,0.050186,0.188362,0.18947,0.328148,0.061377,0.146429,0.109631,0.263719,0.249401
25,1,0.208533,0.116842,0.06079,0.142603,0.016674,0.01906,0.093383,0.040176,0.095065,0.074562,0.018876,0.089853,0.037393,0.142278,0.129493
25.390625,1,0.376397,0.088915,0.043682,0.070475,0.024896,0.04726,0.157591,0.067304,0.055404,0.113367,0.062908,0.024285,0.004364,0.004796,0.000209
25.78125,1,0.288526,0.280313,0.193267,0.013153,0.093326,0.047745,0.058946,0.05086,0.07541,0.071619,0.023124,0.084373,0.028394,0.054139,0.047029
26.171875,1,0.267292,0.382281,0.066429,0.063974,0.20918,0.010621,0.056984,0.026481,0.027528,0.046867,0.0322,0.016733,0.106712,0.103207,0.128344
26.5625,1,0.17356,0.184947,0.093217,0.057771,0.041923,0.009151,0.025112,0.005908,0.005138,0.081512,0.102253,0.015958,0.061782,0.037669,0.05948
26.953125,1,0.104793,0.219941,0.127474,0.018859,0.056227,0.07957,0.079991,0.071063,0.120055,0.041573,0.045414,0.101906,0.095019,0.083484,0.109503
27.34375,1,0.166464,0.125959,0.202309,0.01779,0.172166,0.065935,0.11632,0.010224,0.010087,0.068004,0.008206,0.218115,0.003601,0.142569,0.139218
27.734375,1,0.282796,0.193898,0.237787,0.094606,0.063353,0.094878,0.085828,0.087108,0.085459,0.146083,0.019623,0.149436,0.038457,0.082347,0.049285
28.125,1,0.07492,0.103694,0.043637,0.14234,0.069362,0.045969,0.033743,0.224209,0.171556,0.356966,0.043803,0.064106,0.118057,0.169956,0.160059
28.515625,1,0.099477,0.173999,0.12306,0.043339,0.054201,0.028891,0.035253,0.068112,0.062623,0.070316,0.074803,0.056558,0.034925,0.061948,0.038768
28.90625,1,0.299309,0.206395,0.048093,0.079813,0.056251,0.005021,0.016691,0.023859,0.03561,0.026194,0.037518,0.065652,0.041928,0.004096,0.001994
29.296875,1,0.485989,0.070731,0.22783,0.10394,0.101151,0.029708,0.055795,0.082922,0.159514,0.055229,0.054162,0.006226,0.116698,0.022516,0.060156
29.6875,1,0.38112,0.175278,0.250572,0.262222,0.116545,0.051944,0.05813,0.109895,0.249018,0.169639,0.020471,0.056702,0.197145,0.066292,0.092198
30.078125,1,0.331096,0.089355,0.247109,0.074009,0.115373,0.043023,0.068604,0.063233,0.194791,0.134589,0.069149,0.053335,0.036831,0.059427,0.070765
30.46875,1,0.042243,0.158126,0.165119,0.108196,0.009033,0.070439,0.067622,0.202126,0.139816,0.215601,0.056536,0.040491,0.047691,0.057755,0.005806
30.859375,1,0.251152,0.216447,0.182791,0.045225,0.038922,0.100898,0.069233,0.13511,0.093847,0.123651,0.147867,0.045002,0.069895,0.087931,0.068945
31.25,1,0.33796,0.202131,0.025263,0.099926,0.00557,0.070027,0.089268,0.008415,0.016657,0.011775,0.010232,0.037582,0.052071,0.022205,0.020719
31.640625,1,0.31366,0.318848,0.017598,0.073585,0.010368,0.073599,0.029149,0.097153,0.134204,0.027713,0.106579,0.009608,0.045647,0.03208,0.048091
32.03125,1,0.273957,0.178306,0.273403,0.039032,0.039762,0.063232,0.025835,0.152346,0.059756,0.194333,0.106719,0.029358,0.063143,0.06434,0.061605
32.421875,1,0.122173,0.287706,0.113755,0.267167,0.112766,0.041072,0.122732,0.122593,0.180561,0.068568,0.062821,0.018834,0.09086,0.100001,0.111018
32.8125,1,0.315998,0.177028,0.049627,0.05693,0.034071,0.032621,0.058321,0.074974,0.048741,0.150672,0.037994,0.037134,0.02755,0.076198,0.061869
33.203125,1,0.425117,0.018738,0.080529,0.025097,0.159507,0.127853,0.048247,0.028687,0.096341,0.03807,0.097357,0.290317,0.046839,0.00592,0.06701
33.59375,1,0.220378,0.263496,0.054679,0.070306,0.007518,0.056476,0.127924,0.014484,0.05795,0.024917,0.008185,0.188822,0.038752,0.156461,0.106649
33.984375,1,0.378151,0.304946,0.171532,0.202298,0.044305,0.015229,0.15514,0.088572,0.069539,0.103248,0.053082,0.072703,0.003969,0.117744,0.065487
34.375,1,0.397189,0.203654,0.138414,0.07524,0.069412,0.085032,0.143876,0.076635,0.034728,0.036587,0.112271,0.099244,0.021384,0.076638,0.109771
34.765625,1,0.17533,0.248182,0.086519,0.20617,0.023064,0.052489,0.205184,0.129974,0.012397,0.110627,0.088121,0.181341,0.039302,0.144222,0.180451
35.15625,1,0.232025,0.079558,0.085831,0.0314,0.020876,0.060925,0.047064,0.012861,0.038741,0.048646,0.037581,0.056886,0.194873,0.063255,0.181457
35.546875,1,0.431558,0.263617,0.166342,0.045933,0.009242,0.068944,0.006024,0.011797,0.047243,0.007937,0.013239,0.149659,0.020671,0.107144,0.097586
