Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.725662,0.257442,1,0.792264,0.525877,0.081887,0.902767,0.708805,0.737135,0.742888,0.034867,0.636717,0.805467,0.759196,0.325257,0.771452,0.034449,0.060901,0.025271,0.020043,0.04142,0.046759,0.029983,0.025761,0.069696,0.016636,0.038858,0.026903,0.071386,0.106187,0.069866,0.063247
0.390625,0.134776,0.432296,1,0.948128,0.257054,0.085744,0.888918,0.416189,0.62562,0.606667,0.235709,0.495071,0.726193,0.784123,0.452857,0.77177,0.087676,0.079115,0.098155,0.076182,0.093379,0.106996,0.09643,0.085656,0.107982,0.126581,0.11106,0.098365,0.065108,0.100313,0.113409,0.110465
0.78125,0.387069,0.449883,1,0.964766,0.488718,0.277356,0.912674,0.396671,0.510516,0.393449,0.210609,0.577258,0.684116,0.587904,0.228891,0.755838,0.03881,0.039287,0.015336,0.04166,0.025289,0.03189,0.027816,0.039063,0.017817,0.031175,0.027697,0.033833,0.024576,0.030885,0.030664,0.032981
1.171875,0.672716,0.375091,1,0.945947,0.449282,0.175414,0.856568,0.245966,0.351809,0.261811,0.202239,0.731575,0.398748,0.284567,0.140963,0.832491,0.092378,0.09518,0.046568,0.104064,0.06126,0.075992,0.068172,0.087881,0.041171,0.051027,0.062141,0.069679,0.054973,0.089861,0.064777,0.050877
1.5625,0.577154,0.244321,1,0.934307,0.522194,0.219267,0.867205,0.499953,0.394742,0.121449,0.132374,0.604889,0.387683,0.203241,0.074177,0.756575,0.068198,0.071382,0.077994,0.083456,0.056597,0.074009,0.075769,0.074917,0.061005,0.068155,0.052309,0.057198,0.052697,0.069801,0.053092,0.042438
1.953125,0.587854,0.268042,1,0.939243,0.624079,0.232474,0.920757,0.607649,0.593199,0.210712,0.211426,0.705814,0.337859,0.173938,0.159504,0.720576,0.020556,0.017124,0.020289,0.073945,0.02736,0.016143,0.047137,0.071997,0.028823,0.057195,0.006617,0.02392,0.055572,0.007328,0.016052,0.010134
2.34375,0.585823,0.048007,1,0.934399,0.667445,0.085372,0.93585,0.682378,0.705414,0.144799,0.017588,0.772187,0.37103,0.287956,0.015336,0.67494,0.251386,0.21835,0.284909,0.394359,0.285581,0.24965,0.356884,0.405911,0.304559,0.3485,0.109872,0.315982,0.258682,0.023191,0.242528,0.228226
2.734375,0.66725,0.11967,1,0.917671,0.688511,0.285766,0.935446,0.673394,0.678467,0.021039,0.130546,0.817882,0.243103,0.092651,0.071732,0.662539,0.195435,0.179096,0.212785,0.264064,0.218049,0.222492,0.261834,0.293158,0.246112,0.27163,0.11808,0.251108,0.134275,0.032288,0.215496,0.198681
3.125,0.457207,0.079668,1,0.915845,0.49567,0.115391,0.916416,0.569097,0.437755,0.019006,0.065988,0.708325,0.23097,0.055665,0.03867,0.65276,0.020489,0.0178,0.025826,0.043995,0.025275,0.025996,0.034721,0.046069,0.035847,0.049824,0.023102,0.029906,0.063813,0.016694,0.026341,0.022725
3.515625,0.482076,0.096968,1,0.90737,0.551928,0.191334,0.921282,0.673292,0.502731,0.111003,0.108006,0.596169,0.266006,0.122258,0.066398,0.694519,0.039526,0.024852,0.087689,0.106099,0.063051,0.050021,0.081639,0.098006,0.078555,0.085759,0.016383,0.054513,0.040159,0.008936,0.036416,0.037063
3.90625,0.501466,0.117369,1,0.909854,0.639754,0.23645,0.934133,0.716678,0.748847,0.141306,0.130265,0.590254,0.253829,0.112088,0.10702,0.700794,0.047207,0.038522,0.065139,0.082056,0.05517,0.040167,0.062791,0.077794,0.049448,0.038857,0.014108,0.034483,0.000163,0.004867,0.028801,0.011116
4.296875,0.463511,0.136202,1,0.889105,0.648986,0.268601,0.90821,0.713375,0.581969,0.063344,0.114852,0.481537,0.281847,0.120187,0.042975,0.561411,0.026041,0.026013,0.053025,0.049915,0.037714,0.030735,0.041021,0.039228,0.053641,0.030211,0.02253,0.033644,0.008568,0.012625,0.028231,0.039146
4.6875,0.274677,0.148475,1,0.899715,0.521326,0.279497,0.804871,0.40531,0.529459,0.100708,0.087554,0.343091,0.212331,0.091069,0.051411,0.500323,0.04872,0.049229,0.091348,0.094837,0.046883,0.048594,0.074339,0.071447,0.061689,0.04761,0.036571,0.03958,0.067537,0.036946,0.037096,0.032114
5.078125,0.138736,0.218645,1,0.928554,0.472661,0.355793,0.855847,0.479017,0.611056,0.333109,0.156669,0.227838,0.387839,0.431845,0.19928,0.39752,0.015252,0.013565,0.015922,0.027278,0.023313,0.02297,0.016196,0.022062,0.044286,0.052459,0.03655,0.021799,0.041365,0.036409,0.035736,0.028159
