Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.097302,0.105651,0.04469,0.00801,0.237744,0.001618,0.020412,0.032854,0.314792,0.001187,0.103798,0.190522,0.022861,1,0.032644,0.018478
0.390625,0.036281,0.055319,0.044733,0.079559,0.23454,0.094981,0.111228,0.187494,0.224336,0.045563,0.121754,0.247957,0.170231,1,0.17837,0.138292
0.78125,0.081334,0.045138,0.023496,0.052104,0.14693,0.071233,0.041151,0.163075,0.136406,0.049915,0.163596,0.16783,0.115923,1,0.022632,0.462407
1.171875,0.085511,0.06778,0.015242,0.199949,0.014365,0.045609,0.124737,0.004235,0.081281,0.144693,0.151121,0.033468,0.074098,1,0.225672,0.665257
1.5625,0.085382,0.041142,0.177265,0.006809,0.045405,0.032482,0.131758,0.065697,0.195459,0.219895,0.264011,0.100499,0.118357,1,0.516204,0.708904
1.953125,0.048748,0.016371,0.154406,0.095656,0.025366,0.039542,0.116235,0.032499,0.364545,0.432036,0.512381,0.101162,0.157234,1,0.521634,0.701941
2.34375,0.021988,0.029871,0.084009,0.058825,0.085059,0.019931,0.131996,0.017168,0.301654,0.305429,0.395432,0.111022,0.08097,1,0.429979,0.637126
2.734375,0.021667,0.079471,0.12838,0.132387,0.210529,0.085317,0.122064,0.086668,0.139018,0.11248,0.273366,0.039297,0.03651,1,0.304135,0.513135
3.125,0.016146,0.152459,0.179711,0.120976,0.045002,0.039028,0.06334,0.043029,0.211511,0.228482,0.392264,0.077573,0.040787,1,0.45081,0.696434
3.515625,0.121716,0.410789,0.323684,0.105083,0.06792,0.047327,0.091201,0.040982,0.189014,0.372622,0.336095,0.027648,0.129253,1,0.352866,0.525174
3.90625,0.028141,0.251035,0.095713,0.237712,0.085875,0.089684,0.008355,0.021636,0.294554,0.428079,0.266935,0.144862,0.141871,1,0.069171,0.256595
4.296875,0.093812,0.078154,0.008431,0.118233,0.025113,0.022787,0.044024,0.014773,0.445558,0.490598,0.395002,0.362863,0.021943,1,0.227329,0.410309
4.6875,0.046564,0.07839,0.061961,0.18414,0.011311,0.062291,0.009253,0.014538,0.26579,0.350226,0.339927,0.147401,0.008878,1,0.219697,0.465011
5.078125,0.021579,0.173642,0.043792,0.096846,0.07048,0.164625,0.015597,0.030451,0.356024,0.450485,0.539429,0.164283,0.025818,1,0.280358,0.533579
5.46875,0.213064,0.086048,0.027936,0.027415,0.131078,0.080038,0.133463,0.239399,0.126728,0.179105,0.320587,0.054336,0.03125,1,0.290711,0.471535
5.859375,0.198972,0.014324,0.023906,0.103074,0.136211,0.01621,0.016365,0.164973,0.472517,0.477316,0.641563,0.408825,0.211121,1,0.345571,0.62168
6.25,0.09228,0.030894,0.079825,0.102038,0.0285,0.134898,0.056627,0.051227,0.330376,0.378595,0.447471,0.274581,0.15381,1,0.500831,0.675267
6.640625,0.095964,0.021383,0.033696,0.033361,0.055844,0.069297,0.036295,0.05822,0.204675,0.206821,0.356643,0.14352,0.091514,1,0.55496,0.708625
7.03125,0.374867,0.066619,0.028793,0.01728,0.078027,0.076752,0.022686,0.091137,0.248468,0.31722,0.360074,0.138793,0.028772,1,0.353749,0.537435
7.421875,0.087465,0.053081,0.053531,0.102233,0.063723,0.055053,0.016378,0.035032,0.229618,0.243204,0.240591,0.166927,0.027925,1,0.283574,0.403389
7.8125,0.130545,0.227269,0.02777,0.337574,0.027891,0.079545,0.128465,0.033559,0.332009,0.301103,0.516406,0.188835,0.035962,1,0.453966,0.59551
8.203125,0.130007,0.043535,0.01943,0.05342,0.071606,0.083134,0.109733,0.026288,0.28879,0.333431,0.381365,0.192916,0.099285,1,0.279336,0.517819
8.59375,0.427272,0.207042,0.038241,0.005236,0.11743,0.069299,0.047563,0.138506,0.364883,0.356433,0.446944,0.278052,0.149484,1,0.588743,0.722933
8.984375,0.382052,0.120028,0.007851,0.020246,0.075688,0.143664,0.118823,0.166789,0.176237,0.159293,0.155764,0.193213,0.253558,1,0.462998,0.667249
9.375,0.123582,0.042037,0.040453,0.162366,0.044502,0.126533,0.041559,0.081013,0.419459,0.376361,0.462364,0.424397,0.036608,1,0.457702,0.583199
9.765625,0.240879,0.016569,0.080417,0.091008,0.014278,0.015241,0.018586,0.002111,0.202413,0.273561,0.343395,0.122108,0.066573,1,0.621222,0.757268
