Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,1,0.275173,0.165441,0.080411,0.237662,0.00002299507,0.159881,0.241623,0.066234,0.01619,0.236893,0.015605,0.026097,0.348541,0.039311,0.16543
0.390625,1,0.485175,0.183641,0.208687,0.342486,0.06769,0.134667,0.323797,0.23585,0.220263,0.410208,0.09694,0.067874,0.034547,0.081251,0.107155
0.78125,1,0.547559,0.091091,0.140222,0.508632,0.053922,0.223656,0.454647,0.11097,0.031082,0.404195,0.034491,0.494122,0.107412,0.194081,0.289929
1.171875,1,0.783029,0.086926,0.04842,0.349756,0.495675,0.530093,0.608395,0.047689,0.072004,0.274,0.069731,0.654334,0.422508,0.547973,0.528216
1.5625,1,0.71459,0.059011,0.066977,0.088628,0.291353,0.10407,0.101675,0.377218,0.104057,0.571584,0.268225,0.639246,0.182714,0.325829,0.417066
1.953125,1,0.245015,0.128654,0.069054,0.205355,0.208262,0.157519,0.068584,0.099064,0.039659,0.243492,0.084968,0.124362,0.070443,0.000821,0.068403
2.34375,1,0.540419,0.074955,0.038734,0.106759,0.153298,0.113319,0.328848,0.271451,0.164999,0.344973,0.251547,0.488802,0.124789,0.330292,0.369581
2.734375,1,0.569999,0.206041,0.02596,0.107118,0.041094,0.23955,0.256699,0.29951,0.27727,0.297341,0.262873,0.383662,0.185565,0.457522,0.4059
3.125,1,0.233548,0.218059,0.040571,0.02752,0.078615,0.049091,0.096597,0.061812,0.05767,0.076893,0.04861,0.117102,0.071087,0.182341,0.142962
3.515625,1,0.170246,0.325089,0.029578,0.019205,0.012477,0.032343,0.073167,0.012809,0.02436,0.028044,0.006437,0.016303,0.042887,0.122902,0.082124
3.90625,1,0.247205,0.140848,0.062114,0.0083,0.072177,0.034139,0.16813,0.06249,0.102519,0.057808,0.049968,0.11368,0.275646,0.033578,0.065909
4.296875,1,0.308665,0.161342,0.054153,0.058625,0.027519,0.018397,0.044661,0.123396,0.083656,0.127262,0.123965,0.449755,0.099701,0.25664,0.288807
4.6875,1,0.413927,0.176331,0.090376,0.072602,0.119036,0.026306,0.084206,0.111487,0.06317,0.104799,0.139903,0.472695,0.113298,0.247684,0.276707
5.078125,1,0.083201,0.135266,0.045267,0.028587,0.09193,0.105047,0.061118,0.076758,0.086939,0.100436,0.051838,0.177133,0.042158,0.195087,0.173975
5.46875,1,0.131789,0.031799,0.028413,0.127869,0.071312,0.145856,0.039964,0.117143,0.120695,0.085246,0.153114,0.311782,0.019892,0.137156,0.116648
5.859375,1,0.288618,0.064148,0.003606,0.018113,0.022467,0.079233,0.038126,0.048721,0.007663,0.039341,0.1125,0.098975,0.030272,0.004888,0.024557
6.25,1,0.246948,0.083953,0.054685,0.065896,0.029592,0.138321,0.034609,0.141885,0.168613,0.14921,0.13251,0.163221,0.012755,0.062564,0.061934
6.640625,1,0.369314,0.193139,0.130877,0.166247,0.036115,0.058231,0.044029,0.061217,0.011791,0.022018,0.140222,0.084851,0.023151,0.146853,0.10052
7.03125,1,0.299135,0.107132,0.057057,0.014144,0.076456,0.127509,0.055331,0.137898,0.143905,0.10514,0.140651,0.027437,0.050815,0.087693,0.066001
7.421875,1,0.304711,0.124362,0.069481,0.135573,0.039103,0.208645,0.222675,0.167929,0.202766,0.15981,0.13745,0.051353,0.077048,0.193547,0.136703
7.8125,1,0.146754,0.124032,0.057801,0.07668,0.100533,0.167154,0.01677,0.135625,0.141483,0.149421,0.127422,0.185993,0.210885,0.154098,0.234864
8.203125,1,0.212262,0.111897,0.100822,0.088346,0.068484,0.099435,0.270161,0.089519,0.090664,0.056684,0.095788,0.108807,0.176183,0.232712,0.218838
8.59375,1,0.512756,0.040679,0.049636,0.05497,0.238131,0.078692,0.243316,0.203778,0.176659,0.184328,0.209724,0.330729,0.200886,0.403335,0.371924
8.984375,1,0.544485,0.055974,0.213487,0.155043,0.172357,0.134437,0.24403,0.078501,0.036352,0.151721,0.092077,0.340482,0.152823,0.349193,0.344643
9.375,1,0.66818,0.062541,0.240294,0.186475,0.320505,0.134951,0.317277,0.244424,0.196687,0.246281,0.250616,0.276562,0.279392,0.412241,0.42241
9.765625,1,0.595102,0.112037,0.190878,0.199662,0.344792,0.318422,0.456207,0.276458,0.240792,0.311866,0.266243,0.478443,0.204407,0.341884,0.411239
10.15625,1,0.568773,0.05508,0.193539,0.160528,0.271678,0.105905,0.353514,0.173207,0.165266,0.190738,0.152958,0.401629,0.278144,0.239887,0.349655
10.546875,1,0.586911,0.026363,0.115533,0.031834,0.242309,0.159979,0.454751,0.110826,0.117749,0.155187,0.077223,0.556846,0.081381,0.28969,0.445112
10.9375,1,0.4888,0.019968,0.174788,0.064745,0.20239,0.274143,0.264086,0.020309,0.009986,0.02272,0.030911,0.342046,0.115505,0.290642,0.292266
11.328125,1,0.285386,0.070285,0.08681,0.016764,0.299219,0.112097,0.266295,0.064585,0.094136,0.067104,0.044028,0.114148,0.218124,0.191922,0.183959
11.71875,1,0.317222,0.07374,0.007298,0.060249,0.138798,0.002971,0.022094,0.156725,0.091846,0.14723,0.185753,0.076242,0.042997,0.253232,0.226793
12.109375,1,0.554671,0.04198,0.127087,0.006836,0.025524,0.10933,0.045239,0.077019,0.050238,0.100358,0.078278,0.099688,0.044106,0.297253,0.230598
12.5,1,0.507509,0.117018,0.106661,0.022715,0.010866,0.006049,0.019224,0.048734,0.02765,0.031158,0.053106,0.062162,0.084638,0.199453,0.17014
12.890625,1,0.441992,0.374985,0.107463,0.060781,0.018301,0.072704,0.046732,0.068479,0.067955,0.062478,0.062168,0.108104,0.070652,0.141887,0.133551
13.28125,1,0.450151,0.27487,0.048209,0.050639,0.0053,0.108383,0.107244,0.118442,0.137186,0.150661,0.07667,0.12381,0.138232,0.180818,0.175604
13.671875,1,0.513813,0.119818,0.079517,0.111729,0.109807,0.241058,0.373349,0.017744,0.013862,0.012865,0.022655,0.029311,0.113015,0.291135,0.167866
14.0625,1,0.303951,0.057006,0.074878,0.112754,0.021847,0.038639,0.123333,0.013621,0.012298,0.06595,0.004724,0.206261,0.104188,0.213906,0.214622
14.453125,1,0.407897,0.025612,0.035846,0.095624,0.067865,0.072158,0.153461,0.045147,0.042917,0.070311,0.02377,0.021567,0.075891,0.131735,0.102328
14.84375,1,0.419403,0.144815,0.092514,0.074984,0.202702,0.031163,0.169254,0.030273,0.013367,0.066466,0.057572,0.046755,0.106087,0.061157,0.079592
15.234375,1,0.267139,0.002069,0.011407,0.02769,0.147243,0.099767,0.07547,0.140648,0.090448,0.088447,0.18436,0.039946,0.110985,0.048157,0.065065
15.625,1,0.342859,0.108745,0.001018,0.058353,0.12324,0.016794,0.253875,0.015769,0.015773,0.013711,0.055622,0.203301,0.059206,0.04166,0.133422
