Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.043156,0.395542,0.460037,0.180821,0.014034,0.00701,0.500656,0.335554,0.218366,0.512201,1,0.023984,0.089496,0.559149,0.473011,0.311119,0.190055,0.216973,0.179732,0.137822,0.226521,0.217765,0.20061,0.150566,0.209876,0.180534,0.205407,0.187794,0.069237,0.16704,0.286211,0.210624
0.390625,0.026824,0.275781,0.394783,0.372429,0.051163,0.160786,0.328591,0.322745,0.1507,0.691101,1,0.216814,0.15782,0.337497,0.626163,0.048519,0.230439,0.262402,0.23931,0.19736,0.214796,0.261396,0.17192,0.132229,0.258384,0.242075,0.293564,0.214991,0.346138,0.361661,0.288914,0.279322
0.78125,0.07294,0.181667,0.46476,0.345708,0.131355,0.132131,0.415151,0.282676,0.022532,0.653913,1,0.234892,0.106018,0.458845,0.6801,0.041815,0.214035,0.215282,0.175935,0.146722,0.190578,0.240756,0.121764,0.083865,0.196083,0.182401,0.302441,0.164698,0.410694,0.344451,0.250031,0.287508
1.171875,0.118901,0.072745,0.176647,0.189798,0.22749,0.033905,0.129737,0.0725,0.039656,0.302293,1,0.251862,0.018052,0.147709,0.510977,0.144134,0.040181,0.045569,0.011877,0.036874,0.017925,0.029656,0.009289,0.019627,0.019786,0.038755,0.050961,0.016809,0.122737,0.065583,0.043798,0.04851
1.5625,0.218741,0.053949,0.095323,0.173249,0.243801,0.0889,0.04573,0.04795,0.118308,0.369336,1,0.271321,0.039613,0.135187,0.561708,0.272786,0.093422,0.080507,0.110145,0.171402,0.111789,0.114133,0.11559,0.118536,0.122041,0.140333,0.079417,0.116186,0.041678,0.057421,0.099822,0.095119
1.953125,0.120522,0.029789,0.064478,0.104792,0.140459,0.057997,0.0337,0.080668,0.091086,0.308177,1,0.12381,0.046252,0.13105,0.472002,0.211932,0.039328,0.02823,0.076726,0.100886,0.063996,0.041703,0.088817,0.090771,0.078218,0.094677,0.022464,0.063912,0.076438,0.009909,0.043222,0.052125
2.34375,0.417927,0.017793,0.225286,0.233047,0.29466,0.003462,0.20287,0.183091,0.27387,0.377722,1,0.313934,0.076131,0.129943,0.392189,0.274669,0.088502,0.08921,0.092053,0.169029,0.101957,0.118928,0.131869,0.15874,0.108762,0.135597,0.061617,0.124682,0.066528,0.054337,0.07819,0.10723
2.734375,0.142269,0.082657,0.071979,0.137985,0.021841,0.070561,0.009914,0.012881,0.011125,0.299904,1,0.103622,0.046621,0.129713,0.392114,0.082493,0.015126,0.032052,0.065372,0.038352,0.011247,0.015508,0.018427,0.022392,0.024579,0.013777,0.047017,0.006928,0.089167,0.069269,0.020428,0.012457
3.125,0.022998,0.033527,0.096626,0.186712,0.065887,0.064497,0.021549,0.003058,0.025446,0.437527,1,0.080774,0.113356,0.142631,0.549193,0.048507,0.064155,0.051389,0.043352,0.028775,0.054274,0.054148,0.037843,0.028182,0.032298,0.043633,0.07127,0.05246,0.0536,0.06087,0.067621,0.065194
3.515625,0.134791,0.107881,0.211377,0.272635,0.265417,0.228903,0.046779,0.023276,0.019656,0.614803,1,0.236944,0.226455,0.200681,0.679822,0.028784,0.030616,0.020852,0.033066,0.009034,0.034913,0.029888,0.01029,0.005735,0.016388,0.009807,0.042127,0.023419,0.025355,0.056772,0.036209,0.052214
3.90625,0.121496,0.294616,0.186405,0.244054,0.348019,0.394841,0.071234,0.052925,0.012429,0.586694,1,0.234429,0.230494,0.23556,0.547364,0.007442,0.192011,0.178468,0.157272,0.130231,0.16005,0.182926,0.132602,0.123994,0.114449,0.093159,0.146794,0.151898,0.028487,0.13819,0.156854,0.180866
4.296875,0.184191,0.138902,0.080489,0.131837,0.354695,0.219923,0.032382,0.073969,0.07183,0.48061,1,0.295297,0.140022,0.122954,0.456549,0.077454,0.062589,0.053983,0.057449,0.068749,0.054056,0.061468,0.059423,0.067302,0.042655,0.076988,0.04693,0.061221,0.038176,0.024863,0.060693,0.058338
4.6875,0.167788,0.061949,0.01329,0.026281,0.140935,0.067762,0.001389,0.006454,0.046438,0.247024,1,0.201313,0.033967,0.046777,0.420715,0.241096,0.042405,0.032638,0.048482,0.034612,0.044136,0.034927,0.036641,0.030347,0.033443,0.037761,0.032045,0.044192,0.020155,0.008466,0.050469,0.05094
5.078125,0.218807,0.143876,0.020146,0.035113,0.171976,0.106102,0.016243,0.013135,0.046438,0.218427,1,0.282901,0.04103,0.068419,0.564284,0.40507,0.014705,0.014994,0.012358,0.012655,0.014746,0.012036,0.01045,0.01213,0.009381,0.015801,0.011517,0.015625,0.014937,0.009774,0.016752,0.025199
5.46875,0.183302,0.057606,0.060629,0.061756,0.197789,0.069536,0.016348,0.022887,0.101037,0.274405,1,0.224208,0.064849,0.041691,0.469211,0.314325,0.07725,0.080674,0.087125,0.093707,0.070198,0.06944,0.087501,0.093974,0.098545,0.072812,0.053063,0.071707,0.046209,0.055632,0.068282,0.067137
5.859375,0.277495,0.068115,0.015738,0.010335,0.108349,0.010783,0.021376,0.029125,0.184958,0.138142,1,0.185812,0.006286,0.020919,0.352171,0.30056,0.028001,0.025757,0.043383,0.031494,0.045534,0.040516,0.046568,0.040887,0.063239,0.04763,0.032993,0.042852,0.040255,0.02182,0.055032,0.035729
6.25,0.2022,0.025597,0.060736,0.059919,0.129533,0.046822,0.020485,0.016499,0.023253,0.403358,1,0.118048,0.050819,0.04777,0.35475,0.164348,0.002696,0.006745,0.006606,0.007407,0.004892,0.00947,0.014602,0.011148,0.02014,0.019582,0.007975,0.01055,0.012114,0.006241,0.013171,0.004194
6.640625,0.188734,0.047099,0.004455,0.008948,0.198289,0.087816,0.018588,0.027083,0.006846,0.262605,1,0.062079,0.091814,0.007779,0.255462,0.149486,0.035462,0.031577,0.039055,0.025967,0.033557,0.031748,0.024998,0.020793,0.013425,0.017279,0.01943,0.021861,0.027691,0.022208,0.023228,0.031648
7.03125,0.118273,0.021998,0.013141,0.039953,0.127247,0.151722,0.009236,0.03173,0.03295,0.258617,1,0.135551,0.081977,0.002304,0.192284,0.066607,0.005943,0.003333,0.016851,0.012683,0.024939,0.007477,0.022566,0.020366,0.027142,0.024623,0.005308,0.01951,0.015359,0.001409,0.015154,0.01635
7.421875,0.08004,0.122416,0.166841,0.244443,0.214749,0.22671,0.075774,0.012412,0.012855,0.504398,1,0.10913,0.195459,0.100378,0.308128,0.240769,0.00748,0.022537,0.036664,0.028707,0.0022,0.002081,0.015747,0.022647,0.020202,0.02535,0.016554,0.002641,0.052184,0.037598,0.003399,0.009888
7.8125,0.095144,0.031902,0.141471,0.213989,0.083974,0.168621,0.085284,0.034156,0.062303,0.660567,1,0.162011,0.074501,0.082705,0.347886,0.145109,0.062129,0.081788,0.031911,0.019674,0.019915,0.055874,0.013367,0.015973,0.010363,0.015258,0.097526,0.036198,0.099225,0.114261,0.062941,0.070067
8.203125,0.384421,0.023323,0.04452,0.038045,0.291608,0.015329,0.142062,0.10036,0.011127,0.42529,1,0.303451,0.117803,0.004414,0.36316,0.294787,0.009273,0.015989,0.034848,0.02677,0.016307,0.026334,0.025314,0.023778,0.027762,0.041749,0.014755,0.011072,0.020295,0.020043,0.013967,0.013407
8.59375,0.424517,0.044589,0.018983,0.019507,0.317244,0.01979,0.073133,0.088432,0.088689,0.367912,1,0.495467,0.062117,0.043191,0.473219,0.365276,0.034633,0.045121,0.035599,0.036074,0.04092,0.026952,0.04099,0.034526,0.042722,0.054708,0.037856,0.04746,0.026667,0.036746,0.037105,0.035769
8.984375,0.115745,0.016402,0.170215,0.182921,0.140732,0.021853,0.150317,0.16144,0.046768,0.411407,1,0.146192,0.037423,0.088034,0.266933,0.167193,0.020895,0.013118,0.039016,0.033592,0.054339,0.043073,0.046032,0.036617,0.06995,0.056731,0.028884,0.046662,0.009537,0.011589,0.043445,0.038841
9.375,0.291596,0.040645,0.083721,0.068053,0.084783,0.034729,0.051455,0.063375,0.107087,0.395573,1,0.189251,0.011067,0.133866,0.337719,0.192253,0.00787,0.021734,0.024669,0.008865,0.007661,0.006999,0.016036,0.009268,0.020804,0.011146,0.023143,0.011485,0.065251,0.051881,0.015438,0.015157
9.765625,0.125981,0.068862,0.1029,0.073917,0.081522,0.005233,0.05571,0.089881,0.067978,0.454535,1,0.156087,0.000571,0.116672,0.325297,0.223384,0.062453,0.071725,0.006507,0.02857,0.032135,0.04388,0.020799,0.022803,0.00615,0.020932,0.063577,0.033779,0.078092,0.063118,0.047086,0.032883
10.15625,0.199828,0.026991,0.074664,0.059473,0.097457,0.071944,0.080494,0.106297,0.007681,0.346512,1,0.090979,0.018142,0.12817,0.350996,0.232507,0.023246,0.017398,0.051835,0.072643,0.038644,0.035212,0.065564,0.069734,0.046565,0.070916,0.014408,0.045893,0.036459,0.014888,0.022592,0.020574
10.546875,0.164161,0.046184,0.054182,0.053563,0.126104,0.122911,0.044243,0.070257,0.044444,0.378525,1,0.127169,0.029663,0.062982,0.332476,0.162665,0.009305,0.008333,0.005623,0.001289,0.004035,0.002692,0.001522,0.0006,0.002924,0.006149,0.009629,0.001422,0.008871,0.007647,0.005758,0.002032
10.9375,0.068476,0.016614,0.045511,0.100292,0.078868,0.077113,0.033012,0.035384,0.00499,0.316107,1,0.070445,0.00659,0.070355,0.323134,0.088637,0.004434,0.00344,0.013725,0.005651,0.003379,0.003505,0.00313,0.001472,0.010277,0.0188,0.012941,0.002399,0.015843,0.013144,0.009817,0.001205
11.328125,0.103177,0.031152,0.092668,0.112263,0.064772,0.051944,0.03869,0.022514,0.015891,0.306522,1,0.14154,0.060936,0.094931,0.329245,0.160762,0.062117,0.052903,0.058057,0.040189,0.069957,0.056344,0.051975,0.035691,0.06707,0.02968,0.075859,0.053119,0.074102,0.065743,0.069052,0.055247
11.71875,0.075267,0.019592,0.065305,0.124556,0.036968,0.004987,0.048668,0.067986,0.012765,0.338201,1,0.15834,0.005864,0.114548,0.360218,0.280781,0.054834,0.048881,0.019969,0.026883,0.051059,0.044246,0.04171,0.034821,0.025128,0.027414,0.064844,0.032322,0.105906,0.069826,0.058387,0.023596
12.109375,0.028747,0.020344,0.193792,0.251574,0.016876,0.030903,0.136138,0.145192,0.014084,0.342384,1,0.034026,0.019458,0.148766,0.455218,0.167341,0.065387,0.053042,0.111119,0.103506,0.116606,0.083459,0.106596,0.099338,0.129425,0.111418,0.057238,0.093774,0.024161,0.060282,0.074929,0.068347
12.5,0.045726,0.051716,0.059219,0.024986,0.099296,0.072205,0.072149,0.055824,0.028217,0.249619,1,0.052716,0.070485,0.065213,0.233582,0.130762,0.049493,0.044071,0.083273,0.075885,0.087,0.087604,0.089568,0.070613,0.11982,0.131313,0.061469,0.090762,0.020239,0.047449,0.073519,0.06471
12.890625,0.025968,0.048713,0.07173,0.0428,0.095905,0.085669,0.109111,0.190209,0.010627,0.499534,1,0.027358,0.039557,0.098293,0.23359,0.134667,0.111685,0.115605,0.039045,0.073954,0.097585,0.087339,0.086232,0.084227,0.039487,0.0419,0.072883,0.094279,0.059075,0.08453,0.079927,0.11489
13.28125,0.102199,0.051888,0.040366,0.029397,0.137372,0.164386,0.020953,0.045298,0.077398,0.332199,1,0.089546,0.137146,0.019705,0.367611,0.270259,0.007529,0.007156,0.012169,0.003146,0.009845,0.002178,0.002039,0.004837,0.001803,0.030002,0.005889,0.002015,0.008445,0.012294,0.002967,0.006764
13.671875,0.081125,0.011718,0.080181,0.087918,0.068552,0.008289,0.082288,0.136399,0.024151,0.399674,1,0.082428,0.071866,0.105199,0.267929,0.121835,0.012533,0.013237,0.063341,0.02663,0.007444,0.013768,0.019831,0.016445,0.003758,0.006474,0.033437,0.009155,0.071345,0.032736,0.023515,0.00314
14.0625,0.073375,0.006687,0.095568,0.074414,0.101385,0.012233,0.144196,0.132395,0.037293,0.408501,1,0.055177,0.021907,0.087788,0.426532,0.275645,0.044674,0.044833,0.073019,0.094865,0.042193,0.041682,0.063015,0.090488,0.037914,0.050601,0.021047,0.046603,0.056347,0.033167,0.01927,0.035949
14.453125,0.230977,0.012153,0.052147,0.046307,0.129777,0.051361,0.028773,0.042767,0.032202,0.260893,1,0.142336,0.002966,0.058362,0.307059,0.205852,0.018667,0.015007,0.076283,0.098453,0.044374,0.019207,0.070167,0.104759,0.071731,0.067565,0.003651,0.041254,0.041815,0.006633,0.012674,0.035273
