Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.048592,0.039597,0.021149,0.112646,0.000703,0.322773,0.105565,0.204743,0.023009,0.292257,0.000664,0.118235,0.023005,0.005428,0.207906,0.000399,0.696911,0.744952,0.896977,0.818397,0.817044,0.904744,0.75581,0.721825,1,0.824765,0.695431,0.814893,0.167805,0.610555,0.86376,0.874348
0.390625,0.070681,0.051663,0.072428,0.16421,0.024901,0.106115,0.061434,0.11946,0.011335,0.286621,0.207181,0.05487,0.035713,0.041667,0.20704,0.009948,0.691709,0.696598,0.885826,0.798368,0.82017,0.871033,0.798839,0.785449,1,0.87304,0.729248,0.803133,0.30505,0.623675,0.858304,0.846877
0.78125,0.025358,0.015994,0.015519,0.019861,0.010113,0.026588,0.029993,0.012521,0.023807,0.1321,0.069184,0.096846,0.018273,0.032158,0.024366,0.014028,0.600925,0.571271,0.857298,0.84447,0.830146,0.843655,0.887051,0.831832,1,0.914657,0.688888,0.831809,0.077874,0.525171,0.841871,0.821909
1.171875,0.032935,0.022045,0.027609,0.019037,0.020035,0.069085,0.067168,0.073896,0.163578,0.084618,0.08484,0.055642,0.034828,0.064612,0.046249,0.008385,0.489626,0.391292,0.756498,0.765362,0.803796,0.770193,0.844777,0.771916,1,0.881984,0.598729,0.804342,0.087521,0.42709,0.749177,0.744701
1.5625,0.055791,0.052441,0.04616,0.022071,0.013826,0.130305,0.071414,0.110873,0.214954,0.051331,0.056644,0.076798,0.03774,0.005155,0.027937,0.024948,0.596947,0.469727,0.780831,0.827012,0.864554,0.828013,0.89307,0.832015,1,0.872758,0.66632,0.844247,0.066769,0.512018,0.808093,0.780192
1.953125,0.100825,0.034966,0.221571,0.116098,0.031573,0.051534,0.270204,0.223963,0.398881,0.056505,0.078685,0.064879,0.017615,0.020237,0.097495,0.017382,0.683032,0.577767,0.753149,0.824256,0.856277,0.839623,0.898528,0.833837,1,0.852315,0.681737,0.833221,0.102835,0.495342,0.838724,0.804464
2.34375,0.073942,0.040207,0.099582,0.071276,0.019148,0.044407,0.153926,0.182357,0.261632,0.023265,0.044088,0.076664,0.016779,0.028213,0.04562,0.017451,0.588872,0.482294,0.76081,0.796325,0.795274,0.785362,0.886042,0.815572,1,0.84345,0.579748,0.808337,0.110472,0.356384,0.761932,0.707876
2.734375,0.043529,0.055263,0.161972,0.084455,0.057474,0.05752,0.141499,0.136725,0.301336,0.022606,0.009914,0.084101,0.051934,0.068395,0.030517,0.022091,0.659478,0.530557,0.816724,0.806206,0.876673,0.837181,0.912385,0.839058,1,0.874692,0.705527,0.865967,0.093103,0.472739,0.856606,0.80646
3.125,0.29478,0.069175,0.43054,0.279999,0.202057,0.117933,0.413873,0.364808,0.568762,0.125267,0.068715,0.290988,0.178807,0.215705,0.079472,0.174037,0.676278,0.546895,0.824847,0.821561,0.8711,0.854287,0.906841,0.833603,1,0.893208,0.655329,0.881685,0.124985,0.370504,0.85688,0.841577
3.515625,0.167683,0.050129,0.450422,0.385563,0.282816,0.133233,0.456914,0.397359,0.563897,0.124753,0.006048,0.231053,0.204056,0.252307,0.026596,0.062677,0.606076,0.475055,0.765301,0.827901,0.838163,0.801422,0.910994,0.854863,1,0.922531,0.60018,0.887594,0.084843,0.27957,0.818954,0.807641
3.90625,0.164405,0.020219,0.301107,0.210992,0.192863,0.070151,0.364689,0.331194,0.443667,0.057736,0.019071,0.225019,0.105341,0.097907,0.036178,0.085854,0.601899,0.520579,0.716265,0.786205,0.780106,0.793377,0.870811,0.824192,1,0.883559,0.616438,0.845229,0.063384,0.359528,0.81493,0.785884
4.296875,0.281916,0.025552,0.320659,0.208476,0.256477,0.02305,0.338419,0.331105,0.493318,0.020766,0.048522,0.379603,0.108207,0.026742,0.093274,0.190567,0.683021,0.559141,0.815669,0.835165,0.86641,0.817354,0.916608,0.873806,1,0.908199,0.611215,0.895223,0.11897,0.314766,0.853087,0.830918
4.6875,0.150533,0.05305,0.404725,0.221477,0.241881,0.059194,0.414431,0.372592,0.55276,0.091921,0.023167,0.32687,0.119145,0.118037,0.006643,0.08977,0.738071,0.620008,0.859397,0.860678,0.891167,0.85238,0.934072,0.889695,1,0.90189,0.638096,0.914817,0.039524,0.36726,0.847694,0.84756
5.078125,0.220977,0.149725,0.426079,0.35372,0.31186,0.190489,0.401396,0.394636,0.588424,0.124236,0.089754,0.369444,0.272689,0.232351,0.015427,0.13134,0.780457,0.697696,0.879954,0.866311,0.89658,0.872445,0.922104,0.885486,1,0.901296,0.714245,0.918214,0.01891,0.437486,0.88074,0.88505
5.46875,0.295403,0.119176,0.394435,0.352322,0.205798,0.206197,0.368354,0.329126,0.491084,0.196251,0.021188,0.274728,0.174022,0.202738,0.010825,0.093881,0.735185,0.639359,0.866116,0.848956,0.876624,0.838184,0.91823,0.87038,1,0.902365,0.614933,0.900977,0.05105,0.312894,0.835398,0.843948
5.859375,0.209068,0.022573,0.335472,0.272802,0.235048,0.007099,0.478188,0.484341,0.51166,0.154658,0.025179,0.218677,0.066155,0.094204,0.021969,0.063416,0.764996,0.650409,0.87992,0.872732,0.910483,0.886019,0.945279,0.901576,1,0.959522,0.680155,0.930653,0.101837,0.34319,0.875122,0.875466
6.25,0.311209,0.150168,0.466472,0.378725,0.398298,0.234445,0.447821,0.383732,0.54612,0.014514,0.046317,0.37134,0.168557,0.121189,0.040841,0.133557,0.772487,0.638427,0.867849,0.877908,0.909213,0.858194,0.94376,0.900169,1,0.956795,0.642991,0.911581,0.13282,0.35313,0.841436,0.850151
6.640625,0.198707,0.183127,0.367301,0.322659,0.338175,0.2417,0.315976,0.29558,0.420876,0.065281,0.09565,0.206485,0.19667,0.232776,0.128489,0.179338,0.596831,0.44592,0.833411,0.857823,0.823048,0.77339,0.921199,0.883071,1,0.91528,0.431706,0.840403,0.05128,0.185604,0.699645,0.725251
7.03125,0.195132,0.069063,0.213426,0.199225,0.19183,0.073661,0.20703,0.201179,0.407835,0.039686,0.131575,0.21396,0.129351,0.087589,0.153099,0.179268,0.600513,0.47584,0.784517,0.812127,0.81071,0.790861,0.91375,0.866049,1,0.914983,0.497134,0.858439,0.025539,0.24463,0.736998,0.754732
7.421875,0.055762,0.031807,0.087622,0.062447,0.100736,0.036212,0.094254,0.075419,0.264747,0.087658,0.005974,0.124149,0.013434,0.010473,0.069706,0.066,0.557485,0.428931,0.773148,0.799999,0.785921,0.742143,0.882032,0.828749,1,0.888474,0.424337,0.822128,0.074831,0.178218,0.6876,0.680975
7.8125,0.207409,0.081785,0.177905,0.164337,0.23148,0.070312,0.200599,0.161824,0.27967,0.136553,0.067374,0.254332,0.110055,0.062166,0.041018,0.132734,0.631591,0.494205,0.758231,0.807162,0.853503,0.802856,0.878372,0.832207,1,0.912033,0.540194,0.868422,0.016693,0.247566,0.784015,0.746673
8.203125,0.232273,0.151616,0.360295,0.278875,0.409678,0.140497,0.313506,0.274397,0.358118,0.048136,0.074739,0.377938,0.249923,0.148605,0.223352,0.273707,0.584841,0.404117,0.810726,0.790705,0.865142,0.791656,0.904203,0.834156,1,0.939268,0.547583,0.864794,0.101164,0.176808,0.805556,0.72825
8.59375,0.040791,0.238534,0.288511,0.251744,0.256562,0.225923,0.281723,0.223001,0.234985,0.050699,0.012958,0.142617,0.288599,0.338588,0.158815,0.019402,0.55804,0.332868,0.793892,0.830356,0.853493,0.772384,0.909089,0.861767,1,0.925186,0.477823,0.840888,0.147432,0.16004,0.747525,0.658563
8.984375,0.010687,0.263671,0.376267,0.341747,0.14467,0.194614,0.341838,0.284863,0.358155,0.15834,0.034022,0.052056,0.196344,0.251034,0.26491,0.132326,0.637921,0.423412,0.795159,0.874343,0.883072,0.796909,0.935765,0.90953,1,0.920833,0.430029,0.849823,0.117951,0.166389,0.687432,0.657793
9.375,0.043018,0.263613,0.358324,0.287325,0.20846,0.229018,0.362443,0.340587,0.37521,0.193059,0.041603,0.229427,0.298856,0.27386,0.129257,0.062531,0.66683,0.484616,0.757896,0.854244,0.889993,0.800201,0.934833,0.888529,1,0.924366,0.48784,0.842429,0.111187,0.268972,0.704237,0.645026
9.765625,0.100141,0.301162,0.356419,0.240098,0.24299,0.348696,0.326308,0.318356,0.161063,0.102349,0.048229,0.134562,0.257047,0.233522,0.080781,0.043779,0.593236,0.405384,0.719559,0.764507,0.849561,0.756055,0.908876,0.823707,1,0.888009,0.528001,0.798276,0.160857,0.33512,0.69989,0.583739
10.15625,0.08773,0.321543,0.38326,0.250117,0.212608,0.393897,0.345543,0.342157,0.3506,0.257087,0.056108,0.174212,0.207876,0.332432,0.151661,0.082657,0.659937,0.478214,0.720266,0.775435,0.844424,0.790415,0.898356,0.817797,1,0.863392,0.551519,0.839835,0.029509,0.32481,0.739918,0.690069
10.546875,0.032284,0.213628,0.290607,0.252965,0.268494,0.260817,0.303939,0.26642,0.225507,0.21048,0.021543,0.087884,0.13237,0.099592,0.101686,0.027886,0.557649,0.399119,0.743521,0.763444,0.779,0.732614,0.878281,0.805509,1,0.850244,0.448089,0.788662,0.041725,0.239239,0.648546,0.619779
10.9375,0.01068,0.234108,0.24907,0.232633,0.249308,0.238228,0.195368,0.160899,0.313152,0.273869,0.070755,0.10031,0.170158,0.096892,0.051729,0.002452,0.593872,0.492714,0.732782,0.767103,0.784995,0.771753,0.864506,0.795822,1,0.873665,0.57998,0.789073,0.156637,0.412127,0.718186,0.674897
11.328125,0.026076,0.125439,0.165482,0.080105,0.072036,0.103552,0.056746,0.061798,0.294398,0.198115,0.022655,0.048547,0.038036,0.06035,0.052924,0.014558,0.543345,0.468076,0.716557,0.776668,0.750981,0.761561,0.858752,0.799607,1,0.907499,0.529052,0.804079,0.077358,0.362231,0.689306,0.684023
11.71875,0.023284,0.084041,0.228187,0.103038,0.094115,0.107831,0.190096,0.221868,0.405373,0.106273,0.075594,0.09383,0.040559,0.01976,0.025358,0.007848,0.643634,0.590447,0.6628,0.764118,0.801758,0.841168,0.874339,0.794268,1,0.92616,0.662782,0.844619,0.228934,0.552588,0.781772,0.787748
12.109375,0.040313,0.120005,0.255307,0.154588,0.059474,0.068668,0.151261,0.153189,0.099865,0.023996,0.029373,0.039539,0.065044,0.062139,0.066582,0.007671,0.404287,0.322901,0.655598,0.646715,0.643224,0.595744,0.79097,0.656743,1,0.874352,0.394476,0.652876,0.075782,0.269948,0.571406,0.489396
