Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.024119,0.021403,0.629148,1,0.120105,0.588586,0.004563,0.356152,0.349385,0.645279,0.058026,0.522473,0.013326,0.325076,0.275611,0.215043,0.034463,0.323959,0.018158,0.038956,0.011022,0.000826,0.17229,0.148391,0.19567,0.016131,0.040333,0.020895,0.297444,0.334244,0.144534,0.05035
0.390625,0.246284,0.311191,0.709629,1,0.3086,0.294137,0.466067,0.578644,0.426674,0.745446,0.090307,0.277095,0.279191,0.215347,0.497802,0.229856,0.081603,0.113207,0.006369,0.054125,0.050547,0.032099,0.075762,0.064969,0.016436,0.026339,0.048428,0.057392,0.167399,0.143264,0.029135,0.059246
0.78125,0.458155,0.566297,0.76988,1,0.159342,0.127495,0.636307,0.534726,0.460935,0.704611,0.102036,0.105454,0.314463,0.462614,0.502472,0.473492,0.047624,0.075264,0.059134,0.028332,0.044601,0.055471,0.047529,0.047042,0.053234,0.053733,0.088777,0.032268,0.174176,0.127932,0.078911,0.0456
1.171875,0.38439,0.29782,0.821635,1,0.204041,0.052755,0.724328,0.318301,0.381132,0.728163,0.061658,0.218805,0.622302,0.671634,0.581919,0.472187,0.042235,0.035473,0.128392,0.115231,0.073557,0.110299,0.138055,0.141516,0.150577,0.192637,0.100441,0.090234,0.263801,0.097419,0.103511,0.104058
1.5625,0.143983,0.12465,0.748595,1,0.161754,0.046491,0.713155,0.37629,0.472038,0.598445,0.164264,0.09631,0.551022,0.640964,0.522306,0.274238,0.054944,0.036429,0.146147,0.237982,0.121583,0.093332,0.187667,0.219324,0.162969,0.242901,0.041563,0.14298,0.144332,0.008297,0.090423,0.101063
1.953125,0.047822,0.009551,0.777221,1,0.076305,0.21953,0.697478,0.365506,0.500604,0.505385,0.338969,0.184116,0.6352,0.690797,0.534563,0.050393,0.057154,0.025566,0.143189,0.208882,0.152233,0.128258,0.180867,0.212439,0.23182,0.282474,0.088389,0.156487,0.183656,0.021075,0.126792,0.125698
2.34375,0.132452,0.007918,0.798152,1,0.300241,0.066185,0.695352,0.328167,0.428365,0.478969,0.097874,0.102115,0.456554,0.532737,0.477352,0.027902,0.152003,0.120362,0.219464,0.30401,0.23411,0.236851,0.262635,0.285453,0.27591,0.2799,0.14163,0.25056,0.039852,0.062456,0.184637,0.213132
2.734375,0.095747,0.11781,0.786423,1,0.356443,0.105106,0.709795,0.345717,0.298559,0.44792,0.063774,0.04147,0.513553,0.600412,0.483816,0.023832,0.152066,0.1459,0.124846,0.213508,0.182676,0.198612,0.198207,0.21513,0.208822,0.232701,0.143986,0.205829,0.041883,0.10197,0.176084,0.199949
3.125,0.210568,0.10834,0.850618,1,0.259864,0.210442,0.767547,0.43384,0.603686,0.439205,0.142594,0.066468,0.479861,0.635551,0.431459,0.032008,0.123237,0.121251,0.173541,0.331259,0.178158,0.174916,0.250422,0.330946,0.22693,0.309898,0.053226,0.216945,0.159456,0.029811,0.110962,0.199296
3.515625,0.179614,0.066449,0.889761,1,0.425359,0.254091,0.76978,0.544235,0.514669,0.449471,0.048495,0.121732,0.582438,0.601722,0.327499,0.009865,0.089276,0.079063,0.160605,0.232722,0.1153,0.095398,0.169842,0.211874,0.111568,0.175042,0.028094,0.135237,0.182295,0.001695,0.07717,0.114586
3.90625,0.158049,0.118417,0.880379,1,0.550244,0.259992,0.7672,0.523067,0.474997,0.518633,0.077341,0.187807,0.580114,0.589232,0.242366,0.058401,0.366674,0.3513,0.212841,0.315192,0.349258,0.321348,0.327228,0.325197,0.271717,0.273676,0.289284,0.387365,0.053256,0.159253,0.366377,0.386167
