Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.065298,0.043007,0.012591,0.097656,0.012124,0.001273,0.019804,0.06162,0.009699,0.177018,0.059391,0.041512,0.002655,0.008328,0.140914,0.0013,0.728128,0.664276,0.527664,0.651544,0.79005,0.86021,0.5711,0.4454,0.84782,0.599516,0.718807,0.792536,0.248514,0.262384,0.594689,1
0.390625,0.081166,0.066525,0.062843,0.148741,0.02447,0.041132,0.040063,0.081399,0.032123,0.144572,0.016502,0.074136,0.049598,0.038913,0.11484,0.019799,0.858508,0.805843,0.69225,0.788291,0.89459,0.920572,0.749937,0.666683,0.850084,0.654846,0.8429,0.922455,0.183516,0.554862,0.865082,1
0.78125,0.070789,0.06683,0.030408,0.058738,0.010892,0.023843,0.058498,0.069822,0.171861,0.063134,0.038087,0.013471,0.045381,0.041897,0.05963,0.025196,0.866435,0.819364,0.662713,0.743168,0.930008,0.952164,0.802387,0.688369,0.820672,0.658855,0.864168,0.937927,0.219505,0.678896,0.93325,1
1.171875,0.084884,0.051106,0.056624,0.044498,0.002852,0.088038,0.091793,0.10889,0.226619,0.065677,0.11003,0.018339,0.02823,0.021161,0.103195,0.066121,0.855666,0.805257,0.68625,0.778574,0.921218,0.951708,0.839147,0.760173,0.836419,0.684781,0.846608,0.938756,0.260846,0.692688,0.936047,1
1.5625,0.035717,0.129731,0.07066,0.026791,0.066896,0.162504,0.114212,0.167881,0.283525,0.045175,0.156224,0.073814,0.142314,0.075905,0.061269,0.015017,0.851696,0.797624,0.629133,0.773593,0.932101,0.937217,0.824278,0.757688,0.770096,0.639484,0.854657,0.944954,0.17337,0.683974,0.932785,1
1.953125,0.054964,0.058622,0.094989,0.043013,0.084373,0.098764,0.098498,0.093406,0.314772,0.145542,0.210534,0.121628,0.007155,0.025646,0.128271,0.055798,0.854787,0.775317,0.674117,0.723112,0.92742,0.940217,0.821807,0.731276,0.803808,0.605591,0.805104,0.946294,0.103864,0.592262,0.941276,1
2.34375,0.157054,0.047641,0.100007,0.095185,0.223663,0.031411,0.150842,0.21765,0.30752,0.111476,0.298871,0.232874,0.030704,0.040151,0.185538,0.038694,0.884532,0.809533,0.632509,0.703525,0.919113,0.933632,0.802691,0.721595,0.74993,0.647919,0.803929,0.936562,0.143069,0.596601,0.948551,1
2.734375,0.147864,0.011629,0.221654,0.08958,0.130332,0.039355,0.258525,0.30323,0.335117,0.020936,0.110149,0.211753,0.073729,0.052179,0.018417,0.021817,0.884616,0.851976,0.634387,0.756734,0.924475,0.942137,0.827824,0.771978,0.787674,0.702874,0.811103,0.951706,0.028953,0.582819,0.958314,1
3.125,0.194403,0.008649,0.296577,0.186638,0.222437,0.057676,0.340965,0.358823,0.478742,0.078277,0.086038,0.183557,0.091923,0.06177,0.023535,0.079293,0.885281,0.812,0.711921,0.803851,0.943865,0.945272,0.864016,0.821096,0.853022,0.771628,0.790759,0.965244,0.094318,0.460428,0.95648,1
3.515625,0.258828,0.009694,0.305588,0.212234,0.195277,0.041231,0.39711,0.408609,0.525546,0.175432,0.059732,0.31282,0.2097,0.167914,0.048163,0.174146,0.874292,0.810329,0.718011,0.77416,0.932341,0.950209,0.851745,0.784939,0.829707,0.724841,0.788987,0.948636,0.198701,0.543203,0.949978,1
