time,motion
4344.056625,1.0
4344.08995,1.0
4344.1233,1.0
4344.156625,1.0
4344.18995,68.0
4344.223275,1.0
4344.256625,68.0
4344.28995,68.0
4344.323275,68.0
4344.356625,63.0
4344.38995,63.0
4344.423275,68.0
4344.456625,68.0
4344.48995,68.0
4344.523275,68.0
4344.556625,1.0
4344.58995,68.0
4344.623275,68.0
4344.656625,1.0
4344.68995,68.0
4344.723275,68.0
4344.756625,68.0
4344.78995,68.0
4344.823275,68.0
4344.856625,68.0
4344.88995,1.0
4344.923275,1.0
4344.956625,1.0
4344.98995,1.0
4345.023275,1.0
4345.0566,1.0
4345.08995,68.0
4345.123275,68.0
4345.1566,1.0
4345.18995,68.0
4345.223275,68.0
4345.2566,68.0
4345.28995,68.0
4345.323275,68.0
4345.3566,68.0
4345.38995,68.0
4345.423275,68.0
4345.4566,1.0
4345.48995,1.0
4345.523275,1.0
4345.5566,1.0
4345.58995,1.0
4345.623275,1.0
4345.6566,68.0
4345.68995,1.0
4345.723275,68.0
4345.7566,1.0
4345.78995,1.0
4345.823275,1.0
4345.8566,1.0
4345.889925,1.0
4345.923275,1.0
4345.9566,63.0
4345.989925,63.0
4346.023275,68.0
4346.0566,68.0
4346.089925,1.0
4346.123275,1.0
4346.1566,68.0
4346.189925,68.0
4346.223275,1.0
4346.2566,1.0
4346.289925,1.0
4346.323275,1.0
4346.3566,1.0
4346.389925,1.0
4346.423275,1.0
4346.4566,1.0
4346.489925,1.0
4346.523275,1.0
4346.5566,1.0
4346.589925,68.0
4346.623275,68.0
4346.6566,63.0
4346.689925,63.0
4346.72325,68.0
4346.7566,68.0
4346.789925,1.0
4346.82325,1.0
4346.8566,68.0
4346.889925,1.0
4346.92325,127.0
4346.9566,63.0
4346.989925,68.0
4347.02325,68.0
4347.0566,1.0
4347.089925,1.0
4347.12325,1.0
4347.1566,1.0
4347.189925,1.0
4347.22325,1.0
4347.2566,1.0
4347.289925,1.0
4347.32325,1.0
4347.3566,68.0
4347.389925,68.0
4347.42325,1.0
4347.456575,68.0
4347.489925,68.0
4347.52325,1.0
4347.556575,68.0
4347.589925,1.0
4347.62325,68.0
4347.656575,1.0
4347.689925,68.0
4347.72325,1.0
4347.756575,68.0
4347.789925,68.0
4347.82325,1.0
4347.856575,127.0
4347.889925,127.0
4347.92325,68.0
4347.956575,1.0
4347.989925,68.0
4348.02325,1.0
4348.056575,1.0
4348.089925,1.0
4348.12325,127.0
4348.156575,63.0
4348.189925,1.0
4348.22325,1.0
4348.256575,1.0
4348.289925,1.0
4348.32325,1.0
4348.356575,1.0
4348.3899,1.0
4348.42325,1.0
4348.456575,1.0
4348.4899,1.0
4348.52325,1.0
4348.556575,1.0
4348.5899,1.0
4348.62325,1.0
4348.656575,1.0
4348.6899,1.0
4348.72325,1.0
4348.756575,1.0
4348.7899,1.0
4348.82325,63.0
4348.856575,63.0
4348.8899,1.0
4348.92325,1.0
4348.956575,1.0
4348.9899,68.0
4349.02325,68.0
4349.056575,1.0
4349.0899,63.0
4349.12325,127.0
4349.156575,68.0
4349.1899,1.0
4349.223225,1.0
4349.256575,68.0
4349.2899,68.0
4349.323225,63.0
4349.356575,63.0
4349.3899,68.0
4349.423225,68.0
4349.456575,1.0
4349.4899,68.0
4349.523225,1.0
4349.556575,68.0
4349.5899,1.0
4349.623225,68.0
4349.656575,68.0
4349.6899,1.0
4349.723225,68.0
4349.756575,1.0
4349.7899,68.0
4349.823225,68.0
4349.856575,68.0
4349.8899,1.0
4349.923225,68.0
4349.956575,68.0
4349.9899,68.0
4350.023225,127.0
4350.05655,127.0
4350.0899,68.0
4350.123225,68.0
4350.15655,68.0
4350.1899,68.0
4350.223225,1.0
4350.25655,1.0
4350.2899,1.0
4350.323225,1.0
4350.35655,68.0
4350.3899,1.0
4350.423225,1.0
4350.45655,68.0
4350.4899,1.0
4350.523225,1.0
4350.55655,68.0
4350.5899,1.0
4350.623225,1.0
4350.65655,1.0
4350.6899,68.0
4350.723225,68.0
4350.75655,1.0
4350.7899,1.0
4350.823225,1.0
4350.85655,1.0
4350.889875,68.0
4350.923225,68.0
4350.95655,63.0
4350.989875,63.0
4351.023225,1.0
4351.05655,1.0
4351.089875,1.0
4351.123225,68.0
4351.15655,1.0
4351.189875,1.0
4351.223225,68.0
4351.25655,1.0
4351.289875,1.0
4351.323225,1.0
4351.35655,68.0
4351.389875,68.0
4351.423225,1.0
4351.45655,1.0
4351.489875,1.0
4351.523225,1.0
4351.55655,68.0
4351.589875,68.0
4351.623225,68.0
4351.65655,68.0
4351.689875,68.0
4351.7232,68.0
4351.75655,1.0
4351.789875,1.0
4351.8232,1.0
4351.85655,1.0
4351.889875,1.0
4351.9232,1.0
4351.95655,1.0
4351.989875,1.0
4352.0232,1.0
4352.05655,1.0
4352.089875,1.0
4352.1232,1.0
4352.15655,1.0
4352.189875,1.0
4352.2232,1.0
4352.25655,1.0
4352.289875,1.0
4352.3232,68.0
4352.35655,68.0
4352.389875,1.0
4352.4232,1.0
4352.45655,68.0
4352.489875,68.0
4352.5232,1.0
4352.556525,68.0
4352.589875,68.0
4352.6232,1.0
4352.656525,68.0
4352.689875,1.0
4352.7232,68.0
4352.756525,1.0
4352.789875,1.0
4352.8232,1.0
4352.856525,68.0
4352.889875,1.0
4352.9232,1.0
4352.956525,68.0
4352.989875,1.0
4353.0232,68.0
4353.056525,1.0
4353.089875,68.0
4353.1232,1.0
4353.156525,1.0
4353.189875,1.0
4353.2232,1.0
4353.256525,68.0
4353.28985,1.0
4353.3232,68.0
4353.356525,68.0
4353.38985,68.0
4353.4232,1.0
4353.456525,1.0
4353.48985,1.0
4353.5232,68.0
4353.556525,68.0
4353.58985,1.0
4353.6232,68.0
4353.656525,1.0
4353.68985,1.0
4353.7232,1.0
4353.756525,68.0
4353.78985,1.0
4353.8232,68.0
4353.856525,1.0
4353.88985,68.0
4353.9232,68.0
4353.956525,68.0
4353.98985,1.0
4354.0232,1.0
4354.056525,1.0
4354.08985,68.0
4354.1232,68.0
4354.156525,68.0
4354.18985,1.0
4354.223175,1.0
4354.256525,68.0
4354.28985,68.0
4354.323175,68.0
4354.356525,68.0
4354.38985,68.0
4354.423175,68.0
4354.456525,68.0
4354.48985,1.0
4354.523175,68.0
4354.556525,1.0
4354.58985,1.0
4354.623175,68.0
4354.656525,68.0
4354.68985,1.0
4354.723175,68.0
4354.756525,1.0
4354.78985,1.0
4354.823175,1.0
4354.856525,1.0
4354.88985,1.0
4354.923175,68.0
4354.956525,1.0
4354.98985,68.0
4355.023175,1.0
4355.0565,68.0
4355.08985,68.0
4355.123175,1.0
4355.1565,1.0
4355.18985,1.0
4355.223175,1.0
4355.2565,1.0
4355.28985,1.0
4355.323175,1.0
4355.3565,63.0
4355.38985,1.0
4355.423175,1.0
4355.4565,1.0
4355.48985,1.0
4355.523175,60.0
4355.5565,60.0
4355.58985,60.0
4355.623175,1.0
4355.6565,1.0
4355.68985,107.0
4355.723175,53.0
4355.7565,53.0
4355.78985,53.0
4355.823175,53.0
4355.8565,53.0
4355.889825,56.0
4355.923175,56.0
4355.9565,1.0
4355.989825,56.0
4356.023175,56.0
4356.0565,53.0
4356.089825,1.0
4356.123175,53.0
4356.1565,107.0
4356.189825,107.0
4356.223175,107.0
4356.2565,107.0
4356.289825,53.0
4356.323175,1.0
4356.3565,1.0
4356.389825,53.0
4356.423175,53.0
4356.4565,53.0
4356.489825,107.0
4356.523175,107.0
4356.5565,53.0
4356.589825,107.0
4356.623175,56.0
4356.6565,53.0
4356.689825,53.0
4356.72315,107.0
4356.7565,1.0
4356.789825,1.0
4356.82315,56.0
4356.8565,1.0
4356.889825,1.0
4356.92315,1.0
4356.9565,1.0
4356.989825,1.0
4357.02315,1.0
4357.0565,1.0
4357.089825,1.0
4357.12315,1.0
4357.1565,1.0
4357.189825,1.0
4357.22315,1.0
4357.2565,1.0
4357.289825,1.0
4357.32315,1.0
4357.3565,1.0
4357.389825,1.0
4357.42315,1.0
4357.4565,1.0
4357.489825,1.0
4357.52315,1.0
4357.556475,1.0
4357.589825,1.0
4357.62315,1.0
4357.656475,1.0
4357.689825,1.0
4357.72315,1.0
4357.756475,1.0
4357.789825,1.0
4357.82315,1.0
4357.856475,60.0
4357.889825,1.0
4357.92315,60.0
4357.956475,60.0
4357.989825,60.0
4358.02315,60.0
4358.056475,60.0
4358.089825,1.0
4358.12315,1.0
4358.156475,1.0
4358.189825,1.0
4358.22315,1.0
4358.256475,1.0
4358.289825,1.0
4358.32315,1.0
4358.356475,1.0
4358.3898,1.0
4358.42315,56.0
4358.456475,56.0
4358.4898,60.0
4358.52315,60.0
4358.556475,1.0
4358.5898,1.0
4358.62315,1.0
4358.656475,1.0
4358.6898,1.0
4358.72315,1.0
4358.756475,1.0
4358.7898,1.0
4358.82315,60.0
4358.856475,60.0
4358.8898,1.0
4358.92315,1.0
4358.956475,60.0
4358.9898,60.0
4359.02315,60.0
4359.056475,60.0
4359.0898,1.0
4359.12315,1.0
4359.156475,1.0
4359.1898,1.0
4359.223125,60.0
4359.256475,1.0
4359.2898,60.0
4359.323125,1.0
4359.356475,1.0
4359.3898,1.0
4359.423125,60.0
4359.456475,1.0
4359.4898,60.0
4359.523125,1.0
4359.556475,1.0
4359.5898,1.0
4359.623125,1.0
4359.656475,1.0
4359.6898,1.0
4359.723125,1.0
4359.756475,60.0
4359.7898,60.0
4359.823125,1.0
4359.856475,1.0
4359.8898,1.0
4359.923125,60.0
4359.956475,60.0
4359.9898,1.0
4360.023125,1.0
4360.05645,1.0
4360.0898,1.0
4360.123125,1.0
4360.15645,1.0
4360.1898,1.0
4360.223125,1.0
4360.25645,1.0
4360.2898,1.0
4360.323125,1.0
4360.35645,1.0
4360.3898,1.0
4360.423125,1.0
4360.45645,1.0
4360.4898,1.0
4360.523125,1.0
4360.55645,1.0
4360.5898,56.0
4360.623125,107.0
4360.65645,56.0
4360.6898,56.0
4360.723125,56.0
4360.75645,1.0
4360.7898,56.0
4360.823125,1.0
4360.85645,56.0
4360.889775,56.0
4360.923125,107.0
4360.95645,56.0
4360.989775,1.0
4361.023125,56.0
4361.05645,56.0
4361.089775,56.0
4361.123125,1.0
4361.15645,107.0
4361.189775,107.0
4361.223125,53.0
4361.25645,1.0
4361.289775,1.0
4361.323125,1.0
4361.35645,1.0
4361.389775,51.0
4361.423125,51.0
4361.45645,1.0
4361.489775,1.0
4361.523125,53.0
4361.55645,56.0
4361.589775,1.0
4361.623125,1.0
4361.65645,60.0
4361.689775,1.0
4361.7231,1.0
4361.75645,1.0
4361.789775,1.0
4361.8231,1.0
4361.85645,1.0
4361.889775,1.0
4361.9231,1.0
4361.95645,1.0
4361.989775,63.0
4362.0231,1.0
4362.05645,63.0
4362.089775,63.0
4362.1231,1.0
4362.15645,63.0
4362.189775,127.0
4362.2231,68.0
4362.25645,1.0
4362.289775,1.0
4362.3231,68.0
4362.35645,68.0
4362.389775,1.0
4362.4231,1.0
4362.45645,1.0
4362.489775,1.0
4362.5231,1.0
4362.556425,1.0
4362.589775,1.0
4362.6231,68.0
4362.656425,68.0
4362.689775,1.0
4362.7231,1.0
4362.756425,1.0
4362.789775,1.0
4362.8231,68.0
4362.856425,1.0
4362.889775,1.0
4362.9231,1.0
4362.956425,68.0
4362.989775,1.0
4363.0231,1.0
4363.056425,1.0
4363.089775,68.0
4363.1231,1.0
4363.156425,1.0
4363.189775,68.0
4363.2231,68.0
4363.256425,68.0
4363.289775,68.0
4363.3231,1.0
4363.356425,68.0
4363.38975,68.0
4363.4231,68.0
4363.456425,1.0
4363.48975,1.0
4363.5231,68.0
4363.556425,68.0
4363.58975,1.0
4363.6231,1.0
4363.656425,68.0
4363.68975,68.0
4363.7231,68.0
4363.756425,68.0
4363.78975,1.0
4363.8231,68.0
4363.856425,68.0
4363.88975,68.0
4363.9231,68.0
4363.956425,1.0
4363.98975,1.0
4364.0231,68.0
4364.056425,1.0
4364.08975,1.0
4364.1231,1.0
4364.156425,68.0
4364.18975,68.0
4364.223075,68.0
4364.256425,1.0
4364.28975,68.0
4364.323075,68.0
4364.356425,1.0
4364.38975,1.0
4364.423075,1.0
4364.456425,68.0
4364.48975,1.0
4364.523075,68.0
4364.556425,68.0
4364.58975,68.0
4364.623075,1.0
4364.656425,68.0
4364.68975,68.0
4364.723075,1.0
4364.756425,68.0
4364.78975,68.0
4364.823075,1.0
4364.856425,68.0
4364.88975,68.0
4364.923075,68.0
4364.956425,68.0
4364.98975,68.0
4365.023075,1.0
4365.0564,68.0
4365.08975,1.0
4365.123075,68.0
4365.1564,1.0
4365.18975,68.0
4365.223075,68.0
4365.2564,68.0
4365.28975,68.0
4365.323075,1.0
4365.3564,68.0
4365.38975,68.0
4365.423075,68.0
4365.4564,68.0
4365.48975,1.0
4365.523075,1.0
4365.5564,68.0
4365.58975,1.0
4365.623075,1.0
4365.6564,1.0
4365.68975,68.0
4365.723075,1.0
4365.7564,1.0
4365.78975,1.0
4365.823075,1.0
4365.8564,68.0
4365.889725,1.0
4365.923075,68.0
4365.9564,73.0
4365.989725,136.0
4366.023075,68.0
4366.0564,1.0
4366.089725,1.0
4366.123075,1.0
4366.1564,1.0
4366.189725,1.0
4366.223075,68.0
4366.2564,1.0
4366.289725,68.0
4366.323075,1.0
4366.3564,68.0
4366.389725,68.0
4366.423075,1.0
4366.4564,1.0
4366.489725,1.0
4366.523075,1.0
4366.5564,1.0
4366.589725,1.0
4366.62305,68.0
4366.6564,68.0
4366.689725,68.0
4366.72305,68.0
4366.7564,1.0
4366.789725,1.0
4366.82305,68.0
4366.8564,68.0
4366.889725,1.0
4366.92305,68.0
4366.9564,1.0
4366.989725,68.0
4367.02305,1.0
4367.0564,68.0
4367.089725,1.0
4367.12305,1.0
4367.1564,68.0
4367.189725,1.0
4367.22305,1.0
4367.2564,1.0
4367.289725,68.0
4367.32305,1.0
4367.3564,1.0
4367.389725,68.0
4367.42305,1.0
4367.4564,68.0
4367.489725,68.0
4367.52305,68.0
4367.556375,1.0
4367.589725,68.0
4367.62305,1.0
4367.656375,68.0
4367.689725,68.0
4367.72305,68.0
4367.756375,1.0
4367.789725,68.0
4367.82305,1.0
4367.856375,68.0
4367.889725,68.0
4367.92305,68.0
4367.956375,68.0
4367.989725,1.0
4368.02305,1.0
4368.056375,1.0
4368.089725,68.0
4368.12305,1.0
4368.156375,1.0
4368.189725,1.0
4368.22305,1.0
4368.256375,1.0
4368.289725,68.0
4368.32305,1.0
4368.356375,68.0
4368.3897,68.0
4368.42305,1.0
4368.456375,1.0
4368.4897,68.0
4368.52305,1.0
4368.556375,1.0
4368.5897,1.0
4368.62305,1.0
4368.656375,68.0
4368.6897,68.0
4368.72305,1.0
4368.756375,1.0
4368.7897,68.0
4368.82305,68.0
4368.856375,68.0
4368.8897,68.0
4368.92305,68.0
4368.956375,68.0
4368.9897,1.0
4369.02305,1.0
4369.056375,68.0
4369.0897,1.0
4369.12305,68.0
4369.156375,1.0
4369.1897,68.0
4369.223025,1.0
4369.256375,1.0
4369.2897,1.0
4369.323025,1.0
4369.356375,68.0
4369.3897,68.0
4369.423025,68.0
4369.456375,1.0
4369.4897,68.0
4369.523025,1.0
4369.556375,1.0
4369.5897,1.0
4369.623025,68.0
4369.656375,68.0
4369.6897,1.0
4369.723025,1.0
4369.756375,68.0
4369.7897,68.0
4369.823025,68.0
4369.856375,68.0
4369.8897,1.0
4369.923025,68.0
4369.956375,68.0
4369.9897,68.0
4370.023025,1.0
4370.05635,68.0
4370.0897,1.0
4370.123025,1.0
4370.15635,1.0
4370.1897,1.0
4370.223025,68.0
4370.25635,1.0
4370.2897,1.0
4370.323025,1.0
4370.35635,1.0
4370.3897,68.0
4370.423025,1.0
4370.45635,1.0
4370.4897,68.0
4370.523025,1.0
4370.55635,68.0
4370.5897,68.0
4370.623025,68.0
4370.65635,68.0
4370.6897,1.0
4370.723025,68.0
4370.75635,1.0
4370.7897,68.0
4370.823025,1.0
4370.85635,68.0
4370.889675,68.0
4370.923025,68.0
4370.95635,1.0
4370.989675,68.0
4371.023025,1.0
4371.05635,1.0
4371.089675,68.0
4371.123025,1.0
4371.15635,68.0
4371.189675,68.0
4371.223025,1.0
4371.25635,1.0
4371.289675,1.0
4371.323025,1.0
4371.35635,68.0
4371.389675,68.0
4371.423025,68.0
4371.45635,68.0
4371.489675,68.0
4371.523025,68.0
4371.55635,68.0
4371.589675,68.0
4371.623025,1.0
4371.65635,68.0
4371.689675,68.0
4371.723,1.0
4371.75635,1.0
4371.789675,1.0
4371.823,1.0
4371.85635,68.0
4371.889675,1.0
4371.923,68.0
4371.95635,68.0
4371.989675,1.0
4372.023,1.0
4372.05635,1.0
4372.089675,1.0
4372.123,68.0
4372.15635,1.0
4372.189675,1.0
4372.223,1.0
4372.25635,1.0
4372.289675,68.0
4372.323,68.0
4372.35635,1.0
4372.389675,1.0
4372.423,1.0
4372.456325,1.0
4372.489675,1.0
4372.523,68.0
4372.556325,68.0
4372.589675,1.0
4372.623,1.0
4372.656325,1.0
4372.689675,1.0
4372.723,1.0
4372.756325,68.0
4372.789675,1.0
4372.823,68.0
4372.856325,1.0
4372.889675,1.0
4372.923,1.0
4372.956325,1.0
4372.989675,68.0
4373.023,1.0
4373.056325,68.0
4373.089675,1.0
4373.123,68.0
4373.156325,68.0
4373.189675,1.0
4373.223,1.0
4373.256325,1.0
4373.289675,1.0
4373.323,1.0
4373.356325,1.0
4373.38965,68.0
4373.423,68.0
4373.456325,1.0
4373.48965,68.0
4373.523,68.0
4373.556325,1.0
4373.58965,1.0
4373.623,1.0
4373.656325,1.0
4373.68965,1.0
4373.723,1.0
4373.756325,1.0
4373.78965,1.0
4373.823,68.0
4373.856325,68.0
4373.88965,68.0
4373.923,68.0
4373.956325,68.0
4373.98965,68.0
4374.023,1.0
4374.056325,68.0
4374.08965,1.0
4374.123,68.0
4374.156325,1.0
4374.18965,1.0
4374.222975,68.0
4374.256325,1.0
4374.28965,68.0
4374.322975,1.0
4374.356325,68.0
4374.38965,1.0
4374.422975,68.0
4374.456325,68.0
4374.48965,68.0
4374.522975,1.0
4374.556325,1.0
4374.58965,1.0
4374.622975,1.0
4374.656325,1.0
4374.68965,1.0
4374.722975,1.0
4374.756325,1.0
4374.78965,1.0
4374.822975,1.0
4374.856325,1.0
4374.88965,1.0
4374.922975,1.0
4374.956325,68.0
4374.98965,68.0
4375.022975,1.0
4375.0563,1.0
4375.08965,68.0
4375.122975,1.0
4375.1563,68.0
4375.18965,68.0
4375.222975,1.0
4375.2563,68.0
4375.28965,68.0
4375.322975,68.0
4375.3563,1.0
4375.38965,68.0
4375.422975,68.0
4375.4563,1.0
4375.48965,68.0
4375.522975,68.0
4375.5563,1.0
4375.58965,1.0
4375.622975,1.0
4375.6563,68.0
4375.68965,1.0
4375.722975,68.0
4375.7563,68.0
4375.78965,68.0
4375.822975,1.0
4375.8563,68.0
4375.889625,68.0
4375.922975,68.0
4375.9563,68.0
4375.989625,1.0
4376.022975,1.0
4376.0563,1.0
4376.089625,1.0
4376.122975,1.0
4376.1563,1.0
4376.189625,68.0
4376.222975,68.0
4376.2563,1.0
4376.289625,1.0
4376.322975,68.0
4376.3563,68.0
4376.389625,68.0
4376.422975,68.0
4376.4563,68.0
4376.489625,68.0
4376.522975,1.0
4376.5563,1.0
4376.589625,1.0
4376.622975,68.0
4376.6563,68.0
4376.689625,68.0
4376.72295,1.0
4376.7563,68.0
4376.789625,1.0
4376.82295,1.0
4376.8563,1.0
4376.889625,1.0
4376.92295,1.0
4376.9563,1.0
4376.989625,1.0
4377.02295,68.0
4377.0563,1.0
4377.089625,68.0
4377.12295,127.0
4377.1563,63.0
4377.189625,1.0
4377.22295,1.0
4377.2563,68.0
4377.289625,68.0
4377.32295,1.0
4377.3563,68.0
4377.389625,68.0
4377.42295,68.0
4377.4563,1.0
4377.489625,1.0
4377.52295,68.0
4377.556275,68.0
4377.589625,1.0
4377.62295,1.0
4377.656275,1.0
4377.689625,68.0
4377.72295,1.0
4377.756275,68.0
4377.789625,136.0
4377.82295,136.0
4377.856275,1.0
4377.889625,68.0
4377.92295,68.0
4377.956275,1.0
4377.989625,1.0
4378.02295,68.0
4378.056275,68.0
4378.089625,1.0
4378.12295,68.0
4378.156275,68.0
4378.189625,68.0
4378.22295,68.0
4378.256275,1.0
4378.289625,1.0
4378.32295,68.0
4378.356275,68.0
4378.3896,68.0
4378.42295,68.0
4378.456275,68.0
4378.4896,68.0
4378.52295,1.0
4378.556275,68.0
4378.5896,1.0
4378.62295,1.0
4378.656275,1.0
4378.6896,68.0
4378.72295,68.0
4378.756275,68.0
4378.7896,1.0
4378.82295,68.0
4378.856275,68.0
4378.8896,1.0
4378.92295,1.0
4378.956275,68.0
4378.9896,68.0
4379.02295,68.0
4379.056275,68.0
4379.0896,68.0
4379.12295,1.0
4379.156275,68.0
4379.1896,68.0
4379.222925,68.0
4379.256275,68.0
4379.2896,68.0
4379.322925,68.0
4379.356275,1.0
4379.3896,68.0
4379.422925,1.0
4379.456275,68.0
4379.4896,1.0
4379.522925,1.0
4379.556275,68.0
4379.5896,68.0
4379.622925,68.0
4379.656275,68.0
4379.6896,68.0
4379.722925,1.0
4379.756275,68.0
4379.7896,68.0
4379.822925,68.0
4379.856275,1.0
4379.8896,68.0
4379.922925,1.0
4379.95625,1.0
4379.9896,1.0
4380.022925,1.0
4380.05625,1.0
4380.0896,68.0
4380.122925,68.0
4380.15625,1.0
4380.1896,1.0
4380.222925,1.0
4380.25625,1.0
4380.2896,1.0
4380.322925,1.0
4380.35625,1.0
4380.3896,68.0
4380.422925,68.0
4380.45625,1.0
4380.4896,1.0
4380.522925,1.0
4380.55625,127.0
4380.5896,127.0
4380.622925,1.0
4380.65625,68.0
4380.6896,1.0
4380.722925,1.0
4380.75625,68.0
4380.7896,1.0
4380.822925,1.0
4380.85625,68.0
4380.889575,68.0
4380.922925,1.0
4380.95625,1.0
4380.989575,68.0
4381.022925,68.0
4381.05625,68.0
4381.089575,68.0
4381.122925,1.0
4381.15625,68.0
4381.189575,1.0
4381.222925,1.0
4381.25625,1.0
4381.289575,68.0
4381.322925,1.0
4381.35625,1.0
4381.389575,1.0
4381.422925,1.0
4381.45625,1.0
4381.489575,1.0
4381.522925,68.0
4381.55625,68.0
4381.589575,68.0
4381.622925,68.0
4381.65625,68.0
4381.689575,1.0
4381.7229,1.0
4381.75625,68.0
4381.789575,68.0
4381.8229,1.0
4381.85625,68.0
4381.889575,1.0
4381.9229,68.0
4381.95625,68.0
4381.989575,1.0
4382.0229,1.0
4382.05625,1.0
4382.089575,1.0
4382.1229,1.0
4382.15625,1.0
4382.189575,68.0
4382.2229,68.0
4382.25625,1.0
4382.289575,68.0
4382.3229,1.0
4382.35625,68.0
4382.389575,1.0
4382.4229,1.0
4382.45625,1.0
4382.489575,1.0
4382.5229,1.0
4382.556225,1.0
4382.589575,68.0
4382.6229,68.0
4382.656225,68.0
4382.689575,68.0
4382.7229,68.0
4382.756225,68.0
4382.789575,68.0
4382.8229,68.0
4382.856225,1.0
4382.889575,1.0
4382.9229,68.0
4382.956225,68.0
4382.989575,1.0
4383.0229,1.0
4383.056225,68.0
4383.089575,68.0
4383.1229,1.0
4383.156225,1.0
4383.189575,1.0
4383.2229,1.0
4383.256225,1.0
4383.289575,68.0
4383.3229,1.0
4383.356225,68.0
4383.38955,68.0
4383.4229,1.0
4383.456225,1.0
4383.48955,1.0
4383.5229,1.0
4383.556225,68.0
4383.58955,1.0
4383.6229,1.0
4383.656225,68.0
4383.68955,1.0
4383.7229,68.0
4383.756225,68.0
4383.78955,68.0
4383.8229,68.0
4383.856225,68.0
4383.88955,1.0
4383.9229,1.0
4383.956225,1.0
4383.98955,1.0
4384.0229,68.0
4384.056225,68.0
4384.08955,68.0
4384.1229,68.0
4384.156225,68.0
4384.18955,68.0
4384.222875,1.0
4384.256225,1.0
4384.28955,68.0
4384.322875,1.0
4384.356225,1.0
4384.38955,1.0
4384.422875,1.0
4384.456225,68.0
4384.48955,1.0
4384.522875,68.0
4384.556225,68.0
4384.58955,1.0
4384.622875,1.0
4384.656225,68.0
4384.68955,68.0
4384.722875,1.0
4384.756225,68.0
4384.78955,68.0
4384.822875,1.0
4384.856225,68.0
4384.88955,1.0
4384.922875,1.0
4384.956225,1.0
4384.98955,68.0
4385.022875,68.0
4385.0562,1.0
4385.08955,1.0
4385.122875,68.0
4385.1562,1.0
4385.18955,1.0
4385.222875,1.0
4385.2562,68.0
4385.28955,68.0
4385.322875,1.0
4385.3562,1.0
4385.38955,1.0
4385.422875,1.0
4385.4562,68.0
4385.48955,68.0
4385.522875,1.0
4385.5562,1.0
4385.58955,68.0
4385.622875,68.0
4385.6562,1.0
4385.68955,68.0
4385.722875,68.0
4385.7562,1.0
4385.789525,1.0
4385.822875,68.0
4385.8562,1.0
4385.889525,68.0
4385.922875,1.0
4385.9562,1.0
4385.989525,1.0
4386.022875,68.0
4386.0562,1.0
4386.089525,68.0
4386.122875,1.0
4386.1562,68.0
4386.189525,68.0
4386.222875,1.0
4386.2562,1.0
4386.289525,68.0
4386.322875,68.0
4386.3562,1.0
4386.389525,68.0
4386.422875,1.0
4386.4562,68.0
4386.489525,68.0
4386.522875,1.0
4386.5562,1.0
4386.589525,1.0
4386.622875,68.0
4386.6562,68.0
4386.689525,68.0
4386.72285,1.0
4386.7562,68.0
4386.789525,68.0
4386.82285,1.0
4386.8562,1.0
4386.889525,68.0
4386.92285,1.0
4386.9562,68.0
4386.989525,1.0
4387.02285,68.0
4387.0562,1.0
4387.089525,1.0
4387.12285,1.0
4387.1562,68.0
4387.189525,68.0
4387.22285,68.0
4387.2562,68.0
4387.289525,68.0
4387.32285,68.0
4387.3562,1.0
4387.389525,1.0
4387.42285,68.0
4387.4562,1.0
4387.489525,1.0
4387.52285,68.0
4387.556175,68.0
4387.589525,1.0
4387.62285,1.0
4387.656175,68.0
4387.689525,68.0
4387.72285,68.0
4387.756175,1.0
4387.789525,68.0
4387.82285,1.0
4387.856175,1.0
4387.889525,1.0
4387.92285,68.0
4387.956175,68.0
4387.989525,1.0
4388.02285,68.0
4388.056175,68.0
4388.089525,1.0
4388.12285,1.0
4388.156175,68.0
4388.189525,68.0
4388.22285,68.0
4388.256175,1.0
4388.289525,1.0
4388.32285,68.0
4388.356175,1.0
4388.3895,1.0
4388.42285,1.0
4388.456175,1.0
4388.4895,1.0
4388.52285,1.0
4388.556175,68.0
4388.5895,68.0
4388.62285,68.0
4388.656175,1.0
4388.6895,1.0
4388.72285,68.0
4388.756175,1.0
4388.7895,1.0
4388.82285,68.0
4388.856175,68.0
4388.8895,68.0
4388.92285,1.0
4388.956175,68.0
4388.9895,1.0
4389.02285,1.0
4389.056175,1.0
4389.0895,68.0
4389.12285,68.0
4389.156175,68.0
4389.1895,68.0
4389.222825,1.0
4389.256175,68.0
4389.2895,1.0
4389.322825,1.0
4389.356175,1.0
4389.3895,68.0
4389.422825,68.0
4389.456175,68.0
4389.4895,1.0
4389.522825,68.0
4389.556175,68.0
4389.5895,1.0
4389.622825,68.0
4389.656175,1.0
4389.6895,68.0
4389.722825,1.0
4389.756175,1.0
4389.7895,1.0
4389.822825,1.0
4389.856175,1.0
4389.8895,68.0
4389.922825,68.0
4389.956175,1.0
4389.9895,1.0
4390.022825,68.0
4390.05615,68.0
4390.0895,68.0
4390.122825,68.0
4390.15615,68.0
4390.1895,68.0
4390.222825,68.0
4390.25615,68.0
4390.2895,68.0
4390.322825,68.0
4390.35615,1.0
4390.3895,68.0
4390.422825,68.0
4390.45615,68.0
4390.4895,68.0
4390.522825,1.0
4390.55615,1.0
4390.5895,1.0
4390.622825,1.0
4390.65615,1.0
4390.6895,1.0
4390.722825,1.0
4390.75615,1.0
