time,motion
0.0334,52.0
0.066725,27.0
0.10005,28.0
0.1334,43.0
0.166725,42.0
0.20005,31.0
0.2334,30.0
0.266725,20.0
0.30005,23.0
0.3334,27.0
0.366725,28.0
0.40005,24.0
0.4334,33.0
0.466725,54.0
0.50005,63.0
0.5334,65.0
0.566725,58.0
0.60005,51.0
0.6334,43.0
0.666725,46.0
0.70005,36.0
0.7334,39.0
0.766725,59.0
0.80005,47.0
0.8334,53.0
0.866725,36.0
0.90005,24.0
0.933375,16.0
0.966725,25.0
1.00005,48.0
1.033375,65.0
1.066725,64.0
1.10005,80.0
1.133375,90.0
1.166725,78.0
1.20005,82.0
1.233375,63.0
1.266725,34.0
1.30005,55.0
1.333375,76.0
1.366725,67.0
1.40005,80.0
1.433375,76.0
1.466725,44.0
1.50005,44.0
1.533375,43.0
1.566725,28.0
1.60005,51.0
1.633375,76.0
1.666725,52.0
1.70005,37.0
1.733375,54.0
1.7667,13.0
1.80005,37.0
1.833375,29.0
1.8667,53.0
1.90005,54.0
1.933375,51.0
1.9667,79.0
2.00005,90.0
2.033375,78.0
2.0667,57.0
2.10005,19.0
2.133375,29.0
2.1667,50.0
2.20005,77.0
2.233375,74.0
2.2667,97.0
2.30005,110.0
2.333375,110.0
2.3667,91.0
2.40005,78.0
2.433375,98.0
2.4667,173.0
2.50005,105.0
2.533375,98.0
2.5667,50.0
2.600025,37.0
2.633375,25.0
2.6667,16.0
2.700025,11.0
2.733375,21.0
2.7667,29.0
2.800025,14.0
2.833375,19.0
2.8667,21.0
2.900025,18.0
2.933375,17.0
2.9667,13.0
3.000025,16.0
3.033375,16.0
3.0667,23.0
3.100025,29.0
3.133375,23.0
3.1667,31.0
3.200025,32.0
3.233375,20.0
3.2667,11.0
3.300025,20.0
3.333375,23.0
3.3667,18.0
3.400025,13.0
3.43335,15.0
3.4667,20.0
3.500025,21.0
3.53335,14.0
3.5667,13.0
3.600025,13.0
3.63335,11.0
3.6667,18.0
3.700025,30.0
3.73335,41.0
3.7667,36.0
3.800025,33.0
3.83335,16.0
3.8667,16.0
3.900025,25.0
3.93335,20.0
3.9667,16.0
4.000025,18.0
4.03335,23.0
4.0667,21.0
4.100025,21.0
4.13335,19.0
4.1667,21.0
4.200025,11.0
4.23335,10.0
4.266675,19.0
4.300025,16.0
4.33335,32.0
4.366675,45.0
4.400025,89.0
4.43335,92.0
4.466675,82.0
4.500025,73.0
4.53335,44.0
4.566675,33.0
4.600025,43.0
4.63335,40.0
4.666675,33.0
4.700025,37.0
4.73335,30.0
4.766675,34.0
4.800025,32.0
4.83335,39.0
4.866675,47.0
4.900025,36.0
4.93335,38.0
4.966675,48.0
5.000025,54.0
5.03335,31.0
5.066675,49.0
5.1,86.0
5.13335,35.0
5.166675,32.0
5.2,36.0
5.23335,58.0
5.266675,67.0
5.3,52.0
5.33335,49.0
5.366675,47.0
5.4,49.0
5.43335,58.0
5.466675,59.0
5.5,53.0
5.53335,41.0
5.566675,15.0
5.6,12.0
5.63335,17.0
5.666675,33.0
5.7,38.0
5.73335,38.0
5.766675,42.0
5.8,42.0
5.83335,33.0
5.866675,30.0
5.9,25.0
5.933325,23.0
5.966675,14.0
6.0,17.0
6.033325,23.0
6.066675,26.0
6.1,24.0
6.133325,23.0
6.166675,12.0
6.2,16.0
6.233325,13.0
6.266675,10.0
6.3,7.0
6.333325,8.0
6.366675,18.0
6.4,20.0
6.433325,14.0
6.466675,15.0
6.5,12.0
6.533325,10.0
6.566675,4.0
6.6,2.0
6.633325,5.0
6.666675,8.0
6.7,13.0
6.733325,15.0
6.76665,15.0
6.8,10.0
6.833325,12.0
6.86665,51.0
6.9,27.0
6.933325,45.0
6.96665,53.0
7.0,37.0
7.033325,29.0
7.06665,37.0
7.1,53.0
7.133325,36.0
7.16665,47.0
7.2,60.0
7.233325,32.0
7.26665,50.0
7.3,23.0
7.333325,27.0
7.36665,31.0
7.4,26.0
7.433325,32.0
7.46665,30.0
7.5,30.0
7.533325,33.0
7.56665,28.0
7.599975,27.0
7.633325,18.0
7.66665,16.0
7.699975,32.0
7.733325,28.0
7.76665,33.0
7.799975,35.0
7.833325,27.0
7.86665,13.0
7.899975,15.0
7.933325,11.0
7.96665,17.0
7.999975,24.0
8.033325,20.0
8.06665,27.0
8.099975,29.0
8.133325,26.0
8.16665,26.0
8.199975,21.0
8.233325,26.0
8.26665,50.0
8.299975,41.0
8.333325,47.0
8.36665,27.0
8.399975,13.0
8.4333,16.0
8.46665,11.0
8.499975,24.0
8.5333,40.0
8.56665,48.0
8.599975,32.0
8.6333,15.0
8.66665,11.0
8.699975,30.0
8.7333,33.0
8.76665,31.0
8.799975,20.0
8.8333,25.0
8.86665,29.0
8.899975,23.0
8.9333,30.0
8.96665,27.0
8.999975,37.0
9.0333,23.0
9.06665,38.0
9.099975,44.0
9.1333,41.0
9.16665,38.0
9.199975,35.0
9.2333,38.0
9.266625,19.0
9.299975,38.0
9.3333,23.0
9.366625,12.0
9.399975,10.0
9.4333,15.0
9.466625,20.0
9.499975,16.0
9.5333,21.0
9.566625,36.0
9.599975,36.0
9.6333,29.0
9.666625,30.0
9.699975,30.0
9.7333,21.0
9.766625,28.0
9.799975,35.0
9.8333,23.0
9.866625,15.0
9.899975,29.0
9.9333,26.0
9.966625,51.0
9.999975,32.0
10.0333,18.0
10.066625,20.0
10.09995,24.0
10.1333,26.0
10.166625,32.0
10.19995,44.0
10.2333,39.0
10.266625,41.0
10.29995,31.0
10.3333,7.0
10.366625,16.0
10.39995,17.0
10.4333,13.0
10.466625,10.0
10.49995,21.0
10.5333,31.0
10.566625,36.0
10.59995,24.0
10.6333,23.0
10.666625,16.0
10.69995,8.0
10.7333,7.0
10.766625,18.0
10.79995,18.0
10.8333,26.0
10.866625,22.0
10.89995,17.0
10.933275,12.0
10.966625,13.0
10.99995,9.0
11.033275,9.0
11.066625,1.0
11.09995,10.0
11.133275,16.0
11.166625,51.0
11.19995,68.0
11.233275,75.0
11.266625,59.0
11.29995,50.0
11.333275,25.0
11.366625,39.0
11.39995,39.0
11.433275,17.0
11.466625,13.0
11.49995,21.0
11.533275,25.0
11.566625,28.0
11.59995,21.0
11.633275,25.0
11.666625,54.0
11.69995,56.0
11.733275,62.0
11.7666,62.0
11.79995,62.0
11.833275,69.0
11.8666,94.0
11.89995,119.0
11.933275,125.0
11.9666,125.0
11.99995,99.0
12.033275,79.0
12.0666,65.0
12.09995,57.0
12.133275,39.0
12.1666,67.0
12.19995,75.0
12.233275,65.0
12.2666,50.0
12.29995,49.0
12.333275,36.0
12.3666,72.0
12.39995,61.0
12.433275,47.0
12.4666,40.0
12.49995,95.0
12.533275,70.0
12.5666,55.0
12.599925,44.0
12.633275,12.0
12.6666,33.0
12.699925,45.0
12.733275,35.0
12.7666,53.0
12.799925,65.0
12.833275,41.0
12.8666,34.0
12.899925,52.0
12.933275,80.0
12.9666,43.0
12.999925,37.0
13.033275,35.0
13.0666,48.0
13.099925,53.0
13.133275,64.0
13.1666,44.0
13.199925,41.0
13.233275,52.0
13.2666,42.0
13.299925,41.0
13.333275,72.0
13.3666,66.0
13.399925,92.0
13.43325,69.0
13.4666,61.0
13.499925,58.0
13.53325,66.0
13.5666,76.0
13.599925,63.0
13.63325,47.0
13.6666,41.0
13.699925,23.0
13.73325,34.0
13.7666,39.0
13.799925,46.0
13.83325,50.0
13.8666,61.0
13.899925,49.0
13.93325,45.0
13.9666,31.0
13.999925,24.0
14.03325,39.0
14.0666,42.0
14.099925,12.0
14.13325,24.0
14.1666,53.0
14.199925,44.0
14.23325,52.0
14.266575,43.0
14.299925,36.0
14.33325,27.0
14.366575,23.0
14.399925,39.0
14.43325,51.0
14.466575,29.0
14.499925,37.0
14.53325,33.0
14.566575,20.0
14.599925,34.0
14.63325,31.0
14.666575,46.0
14.699925,59.0
14.73325,41.0
14.766575,73.0
14.799925,67.0
14.83325,49.0
14.866575,46.0
14.899925,43.0
14.93325,26.0
14.966575,35.0
14.999925,23.0
15.03325,46.0
15.066575,60.0
15.0999,32.0
15.13325,14.0
15.166575,40.0
15.1999,43.0
15.23325,49.0
15.266575,33.0
15.2999,22.0
15.33325,24.0
15.366575,36.0
15.3999,26.0
15.43325,20.0
15.466575,52.0
15.4999,67.0
15.53325,61.0
15.566575,47.0
15.5999,42.0
15.63325,21.0
15.666575,44.0
15.6999,32.0
15.73325,34.0
15.766575,68.0
15.7999,48.0
15.83325,65.0
15.866575,53.0
15.8999,25.0
15.933225,37.0
15.966575,39.0
15.9999,20.0
16.033225,27.0
16.066575,42.0
16.0999,43.0
16.133225,41.0
16.166575,41.0
16.1999,54.0
16.233225,52.0
16.266575,37.0
16.2999,28.0
16.333225,28.0
16.366575,21.0
16.3999,20.0
16.433225,23.0
16.466575,13.0
16.4999,39.0
16.533225,24.0
16.566575,25.0
16.5999,36.0
16.633225,43.0
16.666575,49.0
16.6999,32.0
16.733225,29.0
16.76655,42.0
16.7999,39.0
16.833225,39.0
16.86655,25.0
16.8999,26.0
16.933225,34.0
16.96655,39.0
16.9999,36.0
17.033225,32.0
17.06655,36.0
17.0999,33.0
17.133225,28.0
17.16655,12.0
17.1999,16.0
17.233225,36.0
17.26655,40.0
17.2999,38.0
17.333225,26.0
17.36655,17.0
17.3999,7.0
17.433225,4.0
17.46655,2.0
17.4999,5.0
17.533225,5.0
17.56655,14.0
17.599875,19.0
17.633225,30.0
17.66655,28.0
17.699875,18.0
17.733225,6.0
17.76655,6.0
17.799875,18.0
17.833225,34.0
17.86655,43.0
17.899875,36.0
17.933225,26.0
17.96655,13.0
17.999875,31.0
18.033225,31.0
18.06655,48.0
18.099875,19.0
18.133225,9.0
18.16655,10.0
18.199875,6.0
18.233225,5.0
18.26655,7.0
18.299875,6.0
18.333225,9.0
18.36655,15.0
18.399875,20.0
18.4332,21.0
18.46655,12.0
18.499875,3.0
18.5332,6.0
18.56655,9.0
18.599875,9.0
18.6332,6.0
18.66655,23.0
18.699875,39.0
18.7332,35.0
18.76655,40.0
18.799875,44.0
18.8332,32.0
18.86655,26.0
18.899875,35.0
18.9332,39.0
18.96655,47.0
18.999875,51.0
19.0332,61.0
19.06655,65.0
19.099875,56.0
19.1332,28.0
19.16655,60.0
19.199875,70.0
19.2332,64.0
19.266525,65.0
19.299875,65.0
19.3332,63.0
19.366525,77.0
19.399875,76.0
19.4332,64.0
19.466525,54.0
19.499875,50.0
19.5332,14.0
19.566525,38.0
19.599875,51.0
19.6332,48.0
19.666525,38.0
19.699875,32.0
19.7332,39.0
19.766525,20.0
19.799875,36.0
19.8332,9.0
19.866525,25.0
19.899875,27.0
19.9332,40.0
19.966525,32.0
19.999875,17.0
20.0332,18.0
20.066525,29.0
20.09985,45.0
20.1332,18.0
20.166525,16.0
20.19985,40.0
20.2332,41.0
20.266525,39.0
20.29985,24.0
20.3332,10.0
20.366525,15.0
20.39985,28.0
20.4332,28.0
20.466525,39.0
20.49985,28.0
20.5332,31.0
20.566525,32.0
20.59985,37.0
20.6332,41.0
20.666525,37.0
20.69985,45.0
20.7332,39.0
20.766525,36.0
20.79985,31.0
20.8332,16.0
20.866525,11.0
20.89985,21.0
20.933175,17.0
20.966525,24.0
20.99985,25.0
21.033175,27.0
21.066525,31.0
21.09985,36.0
21.133175,34.0
21.166525,33.0
21.19985,22.0
21.233175,11.0
21.266525,15.0
21.29985,22.0
21.333175,31.0
21.366525,29.0
21.39985,29.0
21.433175,27.0
21.466525,15.0
21.49985,14.0
21.533175,7.0
21.566525,8.0
21.59985,13.0
21.633175,11.0
21.666525,12.0
21.69985,17.0
21.733175,18.0
21.7665,14.0
21.79985,14.0
21.833175,12.0
21.8665,18.0
21.89985,21.0
21.933175,21.0
21.9665,57.0
21.99985,44.0
22.033175,63.0
22.0665,61.0
22.09985,52.0
22.133175,52.0
22.1665,52.0
22.19985,39.0
22.233175,32.0
22.2665,30.0
22.29985,12.0
22.333175,10.0
22.3665,15.0
22.39985,13.0
22.433175,18.0
22.4665,41.0
22.49985,19.0
22.533175,18.0
22.5665,50.0
22.599825,40.0
22.633175,31.0
22.6665,8.0
22.699825,26.0
22.733175,26.0
22.7665,24.0
22.799825,35.0
22.833175,33.0
22.8665,21.0
22.899825,18.0
22.933175,19.0
22.9665,25.0
22.999825,27.0
23.033175,22.0
23.0665,24.0
23.099825,20.0
23.133175,13.0
23.1665,21.0
23.199825,22.0
23.233175,27.0
23.2665,23.0
23.299825,33.0
23.333175,36.0
23.3665,33.0
23.399825,14.0
23.43315,21.0
23.4665,18.0
23.499825,13.0
23.53315,11.0
23.5665,19.0
23.599825,19.0
23.63315,27.0
23.6665,30.0
23.699825,30.0
23.73315,17.0
23.7665,16.0
23.799825,9.0
23.83315,10.0
23.8665,10.0
23.899825,9.0
23.93315,14.0
23.9665,14.0
23.999825,12.0
24.03315,10.0
24.0665,5.0
24.099825,4.0
24.13315,11.0
24.1665,9.0
24.199825,6.0
24.23315,8.0
24.266475,7.0
24.299825,11.0
24.33315,13.0
24.366475,9.0
24.399825,7.0
24.43315,5.0
24.466475,6.0
24.499825,7.0
24.53315,5.0
24.566475,5.0
24.599825,7.0
24.63315,6.0
24.666475,6.0
24.699825,7.0
24.73315,4.0
24.766475,3.0
24.799825,4.0
24.83315,6.0
24.866475,10.0
24.899825,10.0
24.93315,9.0
24.966475,5.0
24.999825,5.0
25.03315,2.0
25.066475,3.0
25.0998,6.0
25.13315,5.0
25.166475,2.0
25.1998,2.0
25.23315,9.0
25.266475,8.0
25.2998,4.0
25.33315,4.0
25.366475,4.0
25.3998,3.0
25.43315,6.0
25.466475,6.0
25.4998,7.0
25.53315,8.0
25.566475,25.0
25.5998,67.0
25.63315,80.0
25.666475,80.0
25.6998,71.0
25.73315,41.0
25.766475,54.0
25.7998,64.0
25.83315,55.0
25.866475,57.0
25.8998,58.0
25.933125,50.0
25.966475,54.0
25.9998,51.0
26.033125,40.0
26.066475,36.0
26.0998,42.0
26.133125,54.0
26.166475,49.0
26.1998,36.0
26.233125,50.0
26.266475,7.0
26.2998,37.0
26.333125,36.0
26.366475,37.0
26.3998,30.0
26.433125,33.0
26.466475,40.0
26.4998,41.0
26.533125,35.0
26.566475,27.0
26.5998,40.0
26.633125,29.0
26.666475,26.0
26.6998,28.0
26.733125,19.0
26.76645,35.0
26.7998,42.0
26.833125,33.0
26.86645,35.0
26.8998,33.0
26.933125,22.0
26.96645,22.0
26.9998,54.0
27.033125,60.0
27.06645,51.0
27.0998,40.0
27.133125,45.0
27.16645,63.0
27.1998,48.0
27.233125,56.0
27.26645,44.0
27.2998,35.0
27.333125,40.0
27.36645,55.0
27.3998,62.0
27.433125,60.0
27.46645,65.0
27.4998,62.0
27.533125,59.0
27.56645,44.0
27.599775,50.0
27.633125,52.0
27.66645,49.0
27.699775,33.0
27.733125,40.0
27.76645,41.0
27.799775,37.0
27.833125,66.0
27.86645,48.0
27.899775,26.0
27.933125,37.0
27.96645,37.0
27.999775,36.0
28.033125,34.0
28.06645,26.0
28.099775,33.0
28.133125,47.0
28.16645,77.0
28.199775,107.0
28.233125,110.0
28.26645,114.0
28.299775,85.0
28.333125,43.0
28.36645,61.0
28.399775,70.0
28.4331,58.0
28.46645,57.0
28.499775,68.0
28.5331,62.0
28.56645,86.0
28.599775,111.0
28.6331,134.0
28.66645,99.0
28.699775,95.0
28.7331,83.0
28.76645,122.0
28.799775,106.0
28.8331,48.0
28.86645,60.0
28.899775,61.0
28.9331,50.0
28.96645,32.0
28.999775,35.0
29.0331,55.0
29.06645,71.0
29.099775,102.0
29.1331,72.0
29.16645,66.0
29.199775,49.0
29.2331,68.0
29.266425,64.0
29.299775,64.0
29.3331,92.0
29.366425,94.0
29.399775,88.0
29.4331,103.0
29.466425,70.0
29.499775,56.0
29.5331,85.0
29.566425,89.0
29.599775,140.0
29.6331,142.0
29.666425,155.0
29.699775,178.0
29.7331,147.0
29.766425,192.0
29.799775,183.0
29.8331,163.0
29.866425,128.0
29.899775,134.0
29.9331,81.0
29.966425,102.0
29.999775,140.0
30.0331,152.0
30.066425,109.0
30.09975,80.0
30.1331,51.0
30.166425,58.0
30.19975,82.0
30.2331,86.0
30.266425,90.0
30.29975,42.0
30.3331,67.0
30.366425,53.0
30.39975,46.0
30.4331,48.0
30.466425,56.0
30.49975,43.0
30.5331,40.0
30.566425,26.0
30.59975,52.0
30.6331,30.0
30.666425,34.0
30.69975,57.0
30.7331,14.0
30.766425,39.0
30.79975,48.0
30.8331,52.0
30.866425,53.0
30.89975,48.0
30.933075,74.0
30.966425,66.0
30.99975,50.0
31.033075,75.0
31.066425,49.0
31.09975,43.0
31.133075,80.0
31.166425,77.0
31.19975,122.0
31.233075,117.0
31.266425,51.0
31.29975,32.0
31.333075,48.0
31.366425,51.0
31.39975,33.0
31.433075,28.0
31.466425,39.0
31.49975,31.0
31.533075,37.0
31.566425,32.0
31.59975,19.0
31.633075,37.0
31.666425,29.0
31.69975,76.0
31.733075,99.0
31.7664,101.0
31.79975,81.0
31.833075,72.0
31.8664,53.0
31.89975,41.0
31.933075,42.0
31.9664,52.0
31.99975,41.0
32.033075,68.0
32.0664,81.0
32.09975,96.0
32.133075,110.0
32.1664,106.0
32.19975,98.0
32.233075,60.0
32.2664,59.0
32.29975,43.0
32.333075,49.0
32.3664,37.0
32.39975,60.0
32.433075,55.0
32.4664,66.0
32.49975,74.0
32.533075,73.0
32.5664,84.0
32.599725,96.0
32.633075,65.0
32.6664,54.0
32.699725,98.0
32.733075,129.0
32.7664,94.0
32.799725,99.0
32.833075,118.0
32.8664,86.0
32.899725,122.0
32.933075,80.0
32.9664,83.0
32.999725,111.0
33.033075,123.0
33.0664,123.0
33.099725,92.0
33.133075,90.0
33.1664,78.0
33.199725,92.0
33.233075,64.0
33.2664,133.0
33.299725,130.0
33.333075,110.0
33.3664,148.0
33.399725,86.0
33.43305,64.0
33.4664,67.0
33.499725,51.0
33.53305,36.0
33.5664,70.0
33.599725,76.0
33.63305,68.0
33.6664,73.0
33.699725,47.0
33.73305,65.0
33.7664,37.0
33.799725,41.0
33.83305,62.0
33.8664,58.0
33.899725,60.0
33.93305,80.0
33.9664,75.0
33.999725,84.0
34.03305,95.0
34.0664,93.0
34.099725,95.0
34.13305,93.0
34.1664,52.0
34.199725,100.0
34.23305,109.0
34.266375,123.0
34.299725,97.0
34.33305,151.0
34.366375,126.0
34.399725,107.0
34.43305,123.0
34.466375,141.0
34.499725,95.0
34.53305,76.0
34.566375,82.0
34.599725,93.0
34.63305,92.0
34.666375,111.0
34.699725,102.0
34.73305,57.0
34.766375,76.0
34.799725,76.0
34.83305,63.0
34.866375,66.0
34.899725,79.0
34.93305,117.0
34.966375,70.0
34.999725,59.0
35.03305,68.0
35.066375,96.0
35.0997,105.0
35.13305,78.0
35.166375,19.0
35.1997,64.0
35.23305,95.0
35.266375,99.0
35.2997,108.0
35.33305,77.0
35.366375,34.0
35.3997,57.0
35.43305,78.0
35.466375,90.0
35.4997,54.0
35.53305,58.0
35.566375,48.0
35.5997,39.0
35.63305,53.0
35.666375,51.0
35.6997,48.0
35.73305,53.0
35.766375,19.0
35.7997,29.0
35.83305,47.0
35.866375,52.0
35.8997,50.0
35.933025,51.0
35.966375,58.0
35.9997,68.0
36.033025,67.0
36.066375,58.0
36.0997,62.0
36.133025,39.0
36.166375,59.0
36.1997,95.0
36.233025,39.0
36.266375,39.0
36.2997,76.0
36.333025,46.0
36.366375,73.0
36.3997,79.0
36.433025,58.0
36.466375,88.0
36.4997,105.0
36.533025,98.0
36.566375,76.0
36.5997,46.0
36.633025,23.0
36.666375,19.0
36.6997,39.0
36.733025,40.0
36.76635,42.0
36.7997,28.0
36.833025,21.0
36.86635,40.0
36.8997,47.0
36.933025,55.0
36.96635,13.0
36.9997,57.0
37.033025,67.0
37.06635,54.0
37.0997,12.0
37.133025,55.0
37.16635,87.0
37.1997,53.0
37.233025,15.0
37.26635,16.0
37.2997,16.0
37.333025,10.0
37.36635,35.0
37.3997,34.0
37.433025,37.0
37.46635,19.0
37.4997,43.0
37.533025,37.0
37.56635,11.0
37.599675,38.0
37.633025,50.0
37.66635,34.0
37.699675,6.0
37.733025,24.0
37.76635,28.0
37.799675,35.0
37.833025,37.0
37.86635,13.0
37.899675,26.0
37.933025,32.0
37.96635,23.0
37.999675,18.0
38.033025,42.0
38.06635,35.0
38.099675,44.0
38.133025,62.0
38.16635,43.0
38.199675,51.0
38.233025,59.0
38.26635,42.0
38.299675,33.0
38.333025,42.0
38.36635,32.0
38.399675,47.0
38.433,64.0
38.46635,51.0
38.499675,40.0
38.533,27.0
38.56635,31.0
38.599675,24.0
38.633,13.0
38.66635,24.0
38.699675,38.0
38.733,50.0
38.76635,63.0
38.799675,53.0
38.833,53.0
38.86635,42.0
38.899675,51.0
38.933,69.0
38.96635,108.0
38.999675,103.0
39.033,83.0
39.06635,50.0
39.099675,27.0
39.133,41.0
39.16635,61.0
39.199675,95.0
39.233,103.0
39.266325,82.0
39.299675,86.0
39.333,54.0
39.366325,27.0
39.399675,57.0
39.433,53.0
39.466325,38.0
39.499675,29.0
39.533,21.0
39.566325,19.0
39.599675,34.0
39.633,48.0
39.666325,45.0
39.699675,34.0
39.733,35.0
39.766325,51.0
39.799675,50.0
39.833,29.0
39.866325,8.0
39.899675,13.0
39.933,21.0
39.966325,19.0
39.999675,21.0
40.033,11.0
40.066325,20.0
40.09965,32.0
40.133,19.0
40.166325,16.0
40.19965,26.0
40.233,16.0
40.266325,16.0
40.29965,16.0
40.333,28.0
40.366325,24.0
40.39965,15.0
40.433,15.0
40.466325,25.0
40.49965,34.0
40.533,43.0
40.566325,29.0
40.59965,23.0
40.633,27.0
40.666325,27.0
40.69965,29.0
40.733,13.0
40.766325,9.0
40.79965,28.0
40.833,28.0
40.866325,8.0
40.89965,24.0
40.932975,23.0
40.966325,13.0
40.99965,28.0
41.032975,22.0
41.066325,25.0
41.09965,22.0
41.132975,19.0
41.166325,24.0
41.19965,25.0
41.232975,20.0
41.266325,15.0
41.29965,9.0
41.332975,8.0
41.366325,8.0
41.39965,16.0
41.432975,26.0
41.466325,12.0
41.49965,11.0
41.532975,11.0
41.566325,13.0
41.59965,20.0
41.632975,6.0
41.666325,14.0
41.69965,10.0
41.732975,18.0
41.7663,10.0
41.79965,35.0
41.832975,27.0
41.8663,23.0
41.89965,44.0
41.932975,32.0
41.9663,36.0
41.99965,47.0
42.032975,26.0
42.0663,36.0
42.09965,42.0
42.132975,29.0
42.1663,34.0
42.19965,25.0
42.232975,44.0
42.2663,31.0
42.29965,33.0
42.332975,41.0
42.3663,35.0
42.39965,36.0
42.432975,42.0
42.4663,41.0
42.49965,47.0
42.532975,39.0
42.5663,49.0
42.599625,39.0
42.632975,37.0
42.6663,49.0
42.699625,29.0
42.732975,29.0
42.7663,28.0
42.799625,29.0
42.832975,21.0
42.8663,49.0
42.899625,56.0
42.932975,42.0
42.9663,31.0
42.999625,16.0
43.032975,32.0
43.0663,52.0
43.099625,40.0
43.132975,34.0
43.1663,43.0
43.199625,38.0
43.232975,38.0
43.2663,50.0
43.299625,36.0
43.332975,16.0
43.3663,39.0
43.399625,44.0
43.43295,23.0
43.4663,28.0
43.499625,33.0
43.53295,26.0
43.5663,43.0
43.599625,42.0
43.63295,12.0
43.6663,49.0
43.699625,36.0
43.73295,22.0
43.7663,23.0
43.799625,29.0
43.83295,19.0
43.8663,34.0
43.899625,30.0
43.93295,26.0
43.9663,31.0
43.999625,22.0
44.03295,12.0
44.0663,33.0
44.099625,33.0
44.13295,36.0
44.1663,28.0
44.199625,24.0
44.23295,19.0
44.266275,19.0
44.299625,30.0
44.33295,27.0
44.366275,31.0
44.399625,33.0
44.43295,41.0
44.466275,17.0
44.499625,45.0
44.53295,54.0
44.566275,51.0
44.599625,49.0
44.63295,50.0
44.666275,43.0
44.699625,52.0
44.73295,36.0
44.766275,36.0
44.799625,67.0
44.83295,51.0
44.866275,35.0
44.899625,32.0
44.93295,44.0
44.966275,38.0
44.999625,13.0
45.03295,19.0
45.066275,12.0
45.0996,20.0
45.13295,17.0
45.166275,24.0
45.1996,37.0
45.23295,38.0
45.266275,36.0
45.2996,21.0
45.33295,39.0
45.366275,28.0
45.3996,18.0
45.43295,32.0
45.466275,24.0
45.4996,46.0
45.53295,55.0
45.566275,37.0
45.5996,42.0
45.63295,37.0
45.666275,52.0
45.6996,40.0
45.73295,47.0
45.766275,11.0
45.7996,33.0
45.83295,32.0
45.866275,34.0
45.8996,26.0
45.932925,9.0
45.966275,10.0
45.9996,19.0
46.032925,12.0
46.066275,11.0
46.0996,32.0
46.132925,29.0
46.166275,39.0
46.1996,27.0
46.232925,17.0
46.266275,27.0
46.2996,13.0
46.332925,17.0
46.366275,11.0
46.3996,23.0
46.432925,25.0
46.466275,32.0
46.4996,37.0
46.532925,30.0
46.566275,26.0
46.5996,22.0
46.632925,37.0
46.666275,45.0
46.6996,60.0
46.732925,40.0
46.76625,38.0
46.7996,42.0
46.832925,43.0
46.86625,39.0
46.8996,36.0
46.932925,26.0
46.96625,15.0
46.9996,37.0
47.032925,29.0
47.06625,9.0
47.0996,5.0
47.132925,7.0
47.16625,13.0
47.1996,21.0
47.232925,8.0
47.26625,14.0
47.2996,27.0
47.332925,16.0
47.36625,4.0
47.3996,13.0
47.432925,11.0
47.46625,12.0
47.4996,15.0
47.532925,14.0
47.56625,13.0
47.599575,6.0
47.632925,13.0
47.66625,11.0
47.699575,10.0
47.732925,10.0
47.76625,8.0
47.799575,6.0
47.832925,4.0
47.86625,4.0
47.899575,10.0
47.932925,9.0
47.96625,10.0
47.999575,8.0
48.032925,8.0
48.06625,8.0
48.099575,7.0
48.132925,7.0
48.16625,7.0
48.199575,8.0
48.232925,4.0
48.26625,8.0
48.299575,5.0
48.332925,11.0
48.36625,12.0
48.399575,7.0
48.4329,8.0
48.46625,12.0
48.499575,12.0
48.5329,9.0
48.56625,14.0
48.599575,19.0
48.6329,17.0
48.66625,26.0
48.699575,23.0
48.7329,20.0
48.76625,24.0
48.799575,17.0
48.8329,13.0
48.86625,12.0
48.899575,17.0
48.9329,21.0
48.96625,40.0
48.999575,26.0
49.0329,23.0
49.06625,25.0
49.099575,21.0
49.1329,36.0
49.16625,43.0
49.199575,34.0
49.2329,21.0
49.266225,50.0
49.299575,62.0
49.3329,63.0
49.366225,51.0
49.399575,36.0
49.4329,50.0
49.466225,69.0
49.499575,57.0
49.5329,37.0
49.566225,34.0
49.599575,23.0
49.6329,25.0
49.666225,30.0
49.699575,27.0
49.7329,13.0
49.766225,23.0
49.799575,37.0
49.8329,35.0
49.866225,50.0
49.899575,35.0
49.9329,31.0
49.966225,46.0
49.999575,31.0
50.0329,26.0
50.066225,41.0
50.09955,62.0
50.1329,61.0
50.166225,56.0
50.19955,54.0
50.2329,36.0
50.266225,26.0
50.29955,46.0
50.3329,39.0
50.366225,32.0
50.39955,25.0
50.4329,34.0
50.466225,40.0
50.49955,26.0
50.5329,16.0
50.566225,25.0
50.59955,25.0
50.6329,28.0
50.666225,44.0
50.69955,29.0
50.7329,18.0
50.766225,21.0
50.79955,30.0
50.8329,43.0
50.866225,35.0
50.89955,18.0
50.932875,20.0
50.966225,24.0
50.99955,29.0
51.032875,31.0
51.066225,25.0
51.09955,9.0
51.132875,11.0
51.166225,18.0
51.19955,13.0
51.232875,12.0
51.266225,9.0
51.29955,8.0
51.332875,21.0
51.366225,22.0
51.39955,27.0
51.432875,17.0
51.466225,17.0
51.49955,8.0
51.532875,6.0
51.566225,9.0
51.59955,9.0
51.632875,15.0
51.666225,26.0
51.69955,8.0
51.732875,7.0
51.7662,7.0
51.79955,3.0
51.832875,6.0
51.8662,7.0
51.89955,8.0
51.932875,13.0
51.9662,8.0
51.99955,9.0
