Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16
0,0.022157,0.137898,0.092519,0.04361,0.614661,0.624251,0.504217,1,0.247999,0.037951,0.131829,0.016226,0.006339,0.020252,0.628718,0.602264
0.390625,0.165006,0.103427,0.035418,0.197607,0.665095,0.293232,0.147579,1,0.260112,0.209918,0.160098,0.202125,0.084246,0.041238,0.264638,0.283344
0.78125,0.366053,0.333105,0.025537,0.145595,0.603931,0.447808,0.542417,1,0.262795,0.151806,0.161783,0.278908,0.357721,0.142487,0.371215,0.4249
1.171875,0.500813,0.518192,0.0392,0.175249,0.571888,0.687379,0.747379,1,0.164541,0.067548,0.134471,0.30398,0.559003,0.491135,0.62285,0.676598
1.5625,0.349473,0.395265,0.109405,0.180174,0.536543,0.712674,0.769573,1,0.202934,0.037461,0.125419,0.370518,0.426884,0.615594,0.47611,0.476111
1.953125,0.218428,0.399956,0.113685,0.063093,0.602242,0.659454,0.665,1,0.091816,0.044076,0.081386,0.129077,0.203845,0.284257,0.259636,0.124338
2.34375,0.138394,0.104119,0.04435,0.039893,0.416797,0.399979,0.464116,1,0.107304,0.136899,0.152354,0.073689,0.05653,0.34394,0.06679,0.115936
2.734375,0.153491,0.152266,0.081626,0.106828,0.286267,0.140879,0.436318,1,0.172045,0.107926,0.21451,0.169964,0.067742,0.154574,0.145663,0.077393
3.125,0.209286,0.053591,0.094034,0.079903,0.188463,0.26389,0.290397,1,0.114712,0.063949,0.135964,0.132985,0.29915,0.067008,0.319789,0.331518
3.515625,0.209428,0.353561,0.150947,0.080058,0.227143,0.243819,0.345628,1,0.019915,0.030116,0.039342,0.013061,0.21193,0.110082,0.206055,0.186071
3.90625,0.022289,0.060616,0.069541,0.044331,0.317553,0.100168,0.248142,1,0.059159,0.022072,0.034468,0.124674,0.012129,0.086215,0.092734,0.088977
4.296875,0.082271,0.031713,0.098656,0.071898,0.351829,0.245543,0.148876,1,0.029973,0.062685,0.021141,0.025074,0.031411,0.053157,0.019065,0.028974
4.6875,0.033082,0.004789,0.033055,0.048906,0.228635,0.141049,0.136673,1,0.160581,0.156267,0.180332,0.124579,0.170964,0.259313,0.346106,0.441654
5.078125,0.02261,0.176949,0.062498,0.08477,0.299036,0.020763,0.044793,1,0.016834,0.031465,0.023291,0.018899,0.057601,0.130238,0.091812,0.089861
5.46875,0.106455,0.031554,0.051105,0.03629,0.384405,0.063089,0.037642,1,0.059064,0.0583,0.066687,0.053356,0.067165,0.041499,0.18574,0.130949
5.859375,0.188193,0.204818,0.038269,0.037281,0.528269,0.058129,0.020898,1,0.017064,0.032102,0.048384,0.023355,0.060213,0.16437,0.134779,0.150643
6.25,0.048855,0.010313,0.035425,0.024275,0.34102,0.176239,0.129907,1,0.005553,0.002445,0.015762,0.003998,0.144385,0.143492,0.179307,0.205643
6.640625,0.127977,0.135238,0.040545,0.023437,0.541604,0.167924,0.030732,1,0.312255,0.315551,0.31332,0.240328,0.422874,0.219761,0.615189,0.607748
7.03125,0.228164,0.339402,0.059213,0.10638,0.08857,0.324347,0.242572,1,0.294988,0.24293,0.360778,0.242524,0.279673,0.255884,0.473059,0.517224
7.421875,0.355595,0.233326,0.149904,0.129625,0.461608,0.239761,0.030457,1,0.144774,0.141478,0.144341,0.140203,0.253873,0.116576,0.506692,0.419235
7.8125,0.323536,0.202814,0.022876,0.165423,0.32527,0.340229,0.083003,1,0.031569,0.044148,0.039436,0.031589,0.311031,0.158219,0.560306,0.496816
8.203125,0.268501,0.155759,0.077369,0.140823,0.327383,0.470939,0.424684,1,0.034359,0.058546,0.015816,0.039518,0.442433,0.244162,0.448283,0.544112
8.59375,0.314201,0.320142,0.063493,0.158079,0.431217,0.607253,0.481837,1,0.09242,0.069662,0.074132,0.10733,0.382785,0.404234,0.387235,0.43905
8.984375,0.453721,0.582248,0.032218,0.309635,0.586051,0.479475,0.572157,1,0.048751,0.120616,0.026734,0.031637,0.588238,0.29693,0.447641,0.509176
9.375,0.367364,0.543283,0.012602,0.226468,0.359785,0.555812,0.510393,1,0.136648,0.218538,0.071232,0.114687,0.700773,0.235373,0.4172,0.476964
9.765625,0.516842,0.483038,0.056759,0.137958,0.276912,0.358779,0.239242,1,0.146327,0.183706,0.063619,0.159818,0.604569,0.205195,0.288695,0.364237
10.15625,0.519567,0.586029,0.12842,0.164648,0.601647,0.439278,0.329053,1,0.040803,0.102537,0.019287,0.037162,0.685013,0.209849,0.595445,0.614603
10.546875,0.509456,0.641502,0.207094,0.162061,0.685683,0.522428,0.332096,1,0.191778,0.133534,0.166512,0.230161,0.589895,0.323232,0.668986,0.679203
10.9375,0.446412,0.532129,0.246985,0.080104,0.514875,0.504323,0.428715,1,0.065347,0.150462,0.021363,0.057356,0.548561,0.294217,0.583609,0.605501
