Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.543771,0.0005,0.205451,0.183243,1,0.032501,0.11071,0.189775,0.076354,0.005643,0.002714,0.220657,0.233841,0.039598,0.000148,0.03401,0.129038,0.023065,0.131683,0.304133,0.194073,0.114407,0.172036,0.125442,0.097225,0.084458,0.111669,0.261763,0.011013,0.018472,0.016043,0.148504
0.390625,0.554858,0.077425,0.305779,0.236337,1,0.016043,0.317904,0.29528,0.241105,0.081085,0.03854,0.362049,0.258532,0.139629,0.1121,0.120164,0.011266,0.012115,0.049232,0.031208,0.020341,0.034018,0.038501,0.030809,0.043629,0.047552,0.02095,0.020976,0.027266,0.020535,0.038705,0.024482
0.78125,0.45024,0.098691,0.290789,0.267574,1,0.080605,0.277617,0.252247,0.244659,0.112567,0.084346,0.570189,0.130149,0.125169,0.134225,0.164925,0.05112,0.052984,0.021303,0.012463,0.030286,0.029637,0.021466,0.011712,0.024394,0.011036,0.064585,0.031968,0.054439,0.039123,0.046803,0.041687
1.171875,0.370837,0.15904,0.4718,0.428911,1,0.034024,0.36131,0.200238,0.222371,0.235555,0.138968,0.563609,0.306375,0.299775,0.121837,0.320357,0.0224,0.020463,0.030207,0.047285,0.045473,0.032724,0.042266,0.056516,0.040921,0.062125,0.01704,0.050401,0.037605,0.018962,0.032733,0.042573
1.5625,0.338858,0.042348,0.337189,0.327726,1,0.036949,0.294715,0.190021,0.11895,0.101616,0.091228,0.429179,0.304791,0.213829,0.084725,0.278269,0.030543,0.018029,0.019747,0.050293,0.051444,0.036268,0.043168,0.055738,0.040868,0.05262,0.02733,0.047838,0.022531,0.019146,0.037126,0.047473
1.953125,0.292856,0.030178,0.265857,0.281751,1,0.020895,0.274667,0.259694,0.119287,0.060339,0.039352,0.471069,0.35139,0.200488,0.029104,0.462985,0.053209,0.050059,0.014259,0.061859,0.061253,0.05136,0.049984,0.067767,0.051795,0.063651,0.035406,0.070607,0.029663,0.023556,0.062166,0.092485
2.34375,0.346725,0.020576,0.362255,0.376679,1,0.043366,0.335302,0.302939,0.165294,0.035041,0.097108,0.457033,0.354262,0.129642,0.078322,0.395394,0.023658,0.019479,0.024095,0.048774,0.04606,0.041255,0.042264,0.051168,0.045956,0.054215,0.020028,0.046811,0.041867,0.021799,0.031047,0.057188
2.734375,0.20922,0.016097,0.314446,0.304703,1,0.083587,0.290467,0.219188,0.15427,0.011722,0.146037,0.47242,0.336554,0.156892,0.142573,0.403219,0.144707,0.137391,0.056598,0.100071,0.138236,0.108562,0.092879,0.09737,0.101178,0.095917,0.143777,0.138042,0.045818,0.123789,0.137182,0.185164
3.125,0.238791,0.009962,0.236163,0.206864,1,0.099616,0.347008,0.333034,0.291277,0.025801,0.163937,0.514121,0.346742,0.047191,0.17492,0.298559,0.057788,0.042167,0.107118,0.119489,0.088551,0.064487,0.101529,0.104722,0.084972,0.108387,0.027617,0.080817,0.143507,0.028204,0.065372,0.095849
3.515625,0.17816,0.143913,0.239634,0.135691,1,0.228395,0.318708,0.284565,0.260956,0.011518,0.1326,0.363138,0.410387,0.096855,0.078957,0.230418,0.13153,0.121176,0.08116,0.168087,0.167333,0.122486,0.154953,0.178913,0.125935,0.158155,0.090551,0.168437,0.064552,0.055449,0.148033,0.169712
