Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.149515,0.109518,0.440165,0.173095,0.008602,0.001758,0.243488,0.201091,0.006449,0.333141,0.11117,0.008453,0.239242,0.113359,0.312225,0.151609,0.941565,0.536884,0.534455,0.688858,0.822392,0.798403,0.760809,0.628481,0.408527,0.396884,1,0.855038,0.34775,0.064687,0.288176,0.748151
0.390625,0.110992,0.087032,0.170837,0.170777,0.045011,0.022625,0.153417,0.146549,0.080426,0.255694,0.053631,0.117481,0.125946,0.039295,0.285224,0.07898,0.945793,0.806516,0.626056,0.693424,0.881059,0.9062,0.78083,0.626793,0.599549,0.528082,1,0.816972,0.48647,0.414579,0.687947,0.842058
0.78125,0.076437,0.081283,0.011832,0.024459,0.105745,0.009465,0.077742,0.045154,0.224641,0.116571,0.017247,0.088237,0.014778,0.03736,0.101284,0.045741,0.960369,0.882802,0.638855,0.659203,0.875314,0.957529,0.771503,0.665144,0.686342,0.593857,1,0.832958,0.443492,0.658002,0.899542,0.930652
1.171875,0.074985,0.050049,0.097362,0.026972,0.086953,0.015832,0.187398,0.178371,0.405933,0.037903,0.044193,0.118659,0.071664,0.024068,0.059125,0.055377,0.936067,0.885165,0.542195,0.64593,0.839068,0.943112,0.702034,0.648568,0.664818,0.529096,1,0.830771,0.399833,0.849052,0.927785,0.916951
1.5625,0.081757,0.020872,0.193405,0.084902,0.024546,0.044279,0.297865,0.253629,0.498084,0.033408,0.101525,0.047348,0.031355,0.082239,0.058359,0.014273,0.93567,0.897393,0.751255,0.743124,0.870535,0.950946,0.795372,0.737038,0.797465,0.685927,1,0.882961,0.213179,0.901893,0.940246,0.937775
1.953125,0.124957,0.053627,0.298311,0.099551,0.041028,0.048065,0.375371,0.318829,0.548691,0.020617,0.0733,0.126943,0.14574,0.218636,0.040785,0.049643,0.924108,0.874926,0.72154,0.780169,0.863996,0.950059,0.803715,0.765924,0.771288,0.71294,1,0.886452,0.114703,0.909994,0.941901,0.940844
2.34375,0.186511,0.028487,0.438613,0.289106,0.115738,0.028636,0.498659,0.415946,0.547203,0.237232,0.20767,0.231871,0.070035,0.130329,0.128433,0.005805,0.930701,0.897045,0.712217,0.798482,0.902778,0.944467,0.829636,0.801735,0.811255,0.767414,1,0.898469,0.050533,0.919859,0.946923,0.942063
2.734375,0.457762,0.006456,0.504255,0.332864,0.330524,0.046155,0.542556,0.48694,0.58842,0.098621,0.030992,0.395681,0.078982,0.047123,0.003002,0.02745,0.950483,0.915112,0.779424,0.861044,0.934528,0.966472,0.895832,0.866105,0.857191,0.822138,1,0.936522,0.081125,0.93372,0.965447,0.961975
3.125,0.530852,0.006768,0.618607,0.514424,0.26694,0.15081,0.684497,0.667996,0.775409,0.360229,0.198838,0.550193,0.16451,0.278242,0.046087,0.030731,0.957572,0.927715,0.829122,0.879422,0.951894,0.971875,0.919665,0.889462,0.9142,0.867544,1,0.944369,0.092298,0.951128,0.976832,0.970492
3.515625,0.66449,0.094909,0.628531,0.569918,0.483068,0.23726,0.744695,0.747574,0.814875,0.517365,0.210114,0.696933,0.424133,0.473178,0.053135,0.190478,0.963707,0.945404,0.87017,0.895305,0.958921,0.972601,0.925538,0.897574,0.893002,0.866004,1,0.94792,0.156274,0.947299,0.976207,0.97335
