Frequency Value,FP01,FP02,FP03,FP04,FP05,FP06,FP07,FP08,FP09,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP31,FP32
0,0.017603,0.017275,0.035439,0.00019,0.04928,0.003677,0.008718,0.034036,0.025417,0.001871,0.017464,0.021917,0.023745,0.039517,0.005277,0.001791,0.495014,1,0.455124,0.355331,0.611831,0.708135,0.252653,0.29592,0.790157,0.417147,0.460731,0.421518,0.339288,0.579382,0.762422,0.708038
0.390625,0.051568,0.057458,0.054373,0.050543,0.069297,0.047301,0.049433,0.051199,0.04805,0.043238,0.063239,0.051383,0.051889,0.04337,0.047162,0.055771,0.812956,1,0.603265,0.642163,0.780393,0.798972,0.606083,0.64738,0.710201,0.555655,0.766814,0.732125,0.158262,0.595575,0.800537,0.831504
0.78125,0.040439,0.043505,0.049237,0.053159,0.046376,0.053645,0.041365,0.049018,0.049399,0.054731,0.048753,0.052919,0.048949,0.036084,0.048402,0.033904,0.943606,1,0.610147,0.647329,0.843746,0.864038,0.743834,0.701651,0.660021,0.571129,0.914224,0.827525,0.156907,0.798597,0.868258,0.877084
1.171875,0.111452,0.106241,0.090462,0.099358,0.094348,0.119446,0.116965,0.113118,0.104636,0.092621,0.110737,0.115188,0.084748,0.088157,0.09547,0.1151,0.933962,1,0.461436,0.521804,0.749976,0.797711,0.596184,0.49816,0.465901,0.313675,0.86906,0.729277,0.11943,0.797285,0.846959,0.810592
1.5625,0.111433,0.100156,0.09461,0.107057,0.077865,0.149399,0.108845,0.111692,0.105092,0.107021,0.126555,0.104974,0.102617,0.095946,0.08877,0.074538,0.962483,1,0.544531,0.608728,0.820384,0.855029,0.667526,0.611753,0.546329,0.388033,0.887576,0.798747,0.165415,0.860309,0.86924,0.852128
1.953125,0.020659,0.039557,0.088116,0.048768,0.095552,0.025102,0.008357,0.008528,0.01615,0.038343,0.035055,0.020387,0.055848,0.046866,0.037389,0.034038,0.973426,1,0.711285,0.77353,0.863467,0.899956,0.819587,0.77859,0.730775,0.680751,0.929389,0.87166,0.024063,0.871762,0.906372,0.9056
2.34375,0.063773,0.066236,0.197633,0.085445,0.149842,0.051916,0.065771,0.082942,0.064517,0.079509,0.058244,0.061085,0.110214,0.088849,0.072508,0.045809,0.967157,1,0.638038,0.753734,0.830318,0.879563,0.774612,0.757253,0.688567,0.670047,0.90342,0.85525,0.018829,0.845781,0.893158,0.881652
2.734375,0.038296,0.04475,0.109581,0.059092,0.07497,0.039482,0.036378,0.040371,0.035027,0.056225,0.044357,0.03023,0.067472,0.055372,0.043793,0.037338,0.978527,1,0.676688,0.823177,0.889592,0.914414,0.85454,0.841592,0.748231,0.727047,0.904575,0.89403,0.066528,0.872829,0.902163,0.889979
3.125,0.03177,0.028121,0.044241,0.017727,0.043825,0.017045,0.071868,0.075567,0.03706,0.013857,0.014745,0.028757,0.033668,0.023803,0.011728,0.014682,0.972333,1,0.642428,0.753355,0.877436,0.900707,0.822033,0.801192,0.660147,0.607117,0.876391,0.886099,0.076701,0.851942,0.898858,0.898193
3.515625,0.021095,0.012239,0.048369,0.014453,0.012038,0.016708,0.047195,0.046046,0.021684,0.015092,0.018179,0.02217,0.009014,0.013994,0.017634,0.020888,0.974178,1,0.651515,0.770804,0.842187,0.874215,0.798928,0.792553,0.615313,0.629255,0.893613,0.860636,0.178323,0.892488,0.874815,0.869935
3.90625,0.023778,0.011919,0.028651,0.001813,0.009867,0.010397,0.071789,0.067658,0.037215,0.004165,0.010381,0.037216,0.006961,0.000637,0.012355,0.024553,0.968345,1,0.511124,0.720497,0.842717,0.890462,0.766095,0.769308,0.62876,0.610429,0.923616,0.858897,0.255681,0.885792,0.889524,0.887523
4.296875,0.040382,0.027249,0.008658,0.013563,0.009724,0.023392,0.068091,0.07207,0.052174,0.019628,0.026359,0.048792,0.018124,0.017072,0.026684,0.03668,0.965735,1,0.541274,0.67738,0.818808,0.854245,0.739849,0.740439,0.621235,0.561427,0.900718,0.850815,0.22712,0.849557,0.878584,0.864825
4.6875,0.036538,0.039486,0.103539,0.033937,0.111705,0.030227,0.064135,0.065334,0.050675,0.02698,0.027776,0.039655,0.062029,0.038697,0.022016,0.019998,0.96547,1,0.588195,0.744542,0.860915,0.884035,0.771428,0.785583,0.683158,0.653975,0.92251,0.86808,0.179132,0.855551,0.888093,0.883961
5.078125,0.008714,0.011017,0.074373,0.010256,0.045965,0.007268,0.03553,0.039425,0.019578,0.007657,0.006248,0.014231,0.029929,0.016422,0.007073,0.011569,0.95901,1,0.566933,0.739521,0.804334,0.849776,0.736183,0.752985,0.580577,0.573402,0.882033,0.801278,0.091023,0.853744,0.836476,0.828382
5.46875,0.013347,0.00694,0.053034,0.006125,0.040954,0.016469,0.050982,0.056318,0.029393,0.005279,0.00604,0.024016,0.021132,0.006886,0.006344,0.017356,0.959391,1,0.600939,0.746405,0.823295,0.868081,0.761826,0.764385,0.568258,0.577913,0.874188,0.82638,0.022056,0.802537,0.836518,0.842546
5.859375,0.01027,0.001481,0.02543,0.000849,0.036003,0.004261,0.034264,0.040954,0.020378,0.002171,0.003649,0.016326,0.001402,0.000192,0.006239,0.019504,0.970947,1,0.730975,0.776929,0.861567,0.912807,0.801167,0.786594,0.652364,0.617487,0.90998,0.857779,0.071622,0.82219,0.892998,0.887771
6.25,0.050373,0.04587,0.08081,0.034176,0.095497,0.028908,0.078268,0.077295,0.061847,0.032962,0.029635,0.05241,0.063075,0.037232,0.041472,0.054239,0.969838,1,0.558547,0.743922,0.843042,0.914158,0.756513,0.766305,0.625096,0.626086,0.946089,0.872411,0.107631,0.847865,0.900027,0.906041
6.640625,0.054713,0.041584,0.113715,0.03326,0.099057,0.029562,0.0746,0.078692,0.060995,0.036231,0.03281,0.061378,0.071867,0.048638,0.044265,0.049553,0.961311,1,0.584996,0.705643,0.803763,0.851653,0.71503,0.717476,0.544004,0.528173,0.900028,0.810101,0.022241,0.825203,0.833595,0.841237
7.03125,0.005491,0.017887,0.106682,0.02116,0.097849,0.002679,0.008495,0.007184,0.008464,0.015157,0.004967,0.004661,0.074011,0.04365,0.015066,0.003799,0.956712,1,0.546827,0.650538,0.773309,0.861405,0.672337,0.668514,0.526181,0.459227,0.92129,0.797935,0.26929,0.848016,0.850038,0.844563
7.421875,0.005292,0.001799,0.080859,0.005413,0.074738,0.003935,0.024666,0.02259,0.004237,0.002772,0.001421,0.006402,0.048924,0.01416,0.003982,0.006965,0.962857,1,0.575985,0.657331,0.803484,0.880034,0.690593,0.676606,0.534823,0.4713,0.916427,0.812413,0.140965,0.827959,0.864962,0.860092
7.8125,0.007942,0.003482,0.11904,0.005694,0.047582,0.007516,0.039427,0.039443,0.009173,0.006606,0.003986,0.013882,0.044967,0.018539,0.010373,0.00944,0.967305,1,0.669984,0.714986,0.831256,0.888524,0.742638,0.72563,0.611917,0.577791,0.947302,0.835937,0.109067,0.842622,0.876116,0.886675
8.203125,0.021132,0.010375,0.098723,0.005675,0.059511,0.024424,0.075817,0.070449,0.04457,0.00321,0.01077,0.04339,0.017523,0.001382,0.007961,0.024939,0.968991,1,0.698993,0.765422,0.842477,0.915957,0.778981,0.775268,0.646462,0.652853,0.927988,0.853477,0.08551,0.824117,0.882098,0.884403
8.59375,0.00872,0.00119,0.066543,0.000841,0.048438,0.00703,0.024661,0.032136,0.013172,0.001192,0.005386,0.013409,0.009827,0.000302,0.001153,0.004111,0.962825,1,0.689696,0.745222,0.821191,0.894468,0.780324,0.769112,0.611838,0.60971,0.915653,0.859343,0.136743,0.864946,0.877448,0.884105
8.984375,0.018729,0.004735,0.040355,0.0014,0.019245,0.017273,0.048301,0.065789,0.023781,0.004988,0.010791,0.02638,0.006325,0.001893,0.007801,0.014579,0.961838,1,0.651036,0.746876,0.801388,0.887444,0.773966,0.770003,0.606792,0.632365,0.912197,0.852206,0.187121,0.865207,0.879,0.877138
9.375,0.015596,0.003332,0.040459,0.002993,0.050393,0.018124,0.042712,0.068324,0.020271,0.00221,0.007149,0.027507,0.019842,0.006407,0.006918,0.022249,0.974141,1,0.753246,0.838679,0.86075,0.920649,0.846698,0.847678,0.712785,0.741526,0.906241,0.891594,0.266423,0.827505,0.902064,0.902915
9.765625,0.004716,0.013252,0.086957,0.018816,0.066438,0.002408,0.00328,0.002686,0.003009,0.014261,0.003245,0.00001120009,0.067689,0.030961,0.010396,0.004177,0.974666,1,0.651768,0.769373,0.833422,0.907199,0.779338,0.781138,0.627313,0.654132,0.924679,0.848452,0.231627,0.821245,0.88463,0.883422
10.15625,0.015019,0.027595,0.140081,0.029912,0.139561,0.010306,0.018157,0.015254,0.017073,0.024565,0.014695,0.010661,0.103186,0.051841,0.02128,0.007267,0.959184,1,0.631307,0.759814,0.818905,0.900919,0.776404,0.779926,0.637294,0.635633,0.92294,0.853805,0.118837,0.826293,0.883089,0.872357
